,Rk,Player,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Rk,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Rk,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Rk,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Rk,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,VAL
30,79,Leandro Cabrera,31.0,13,0.42,8,4,0,1,0,0,0,0.00,0,0,0,0,0,0,79,31.0,47,29,31,14,2,22,55,40.0,33,307,99,32.2,172,117,18,42,20,0,22,38,85,257,1,79,31.0,576,1073,53.7,15494,7731,126,195,64.6,245,395,62.0,200,441,45.4,0,0.4,-0.4,4,89,9,3,95,79,31.0,1477,211,606,747,173,39,1297,4,7,57.1,5,0,488,2787,1399,53,10,1,16,2,524,473,90.3,37,79,31.0,2,20,7,35.0,0.64,0.23,0.10,0.29,11.0,0,0,0,2.1,2.1,0.11,-0.1,-0.1,79
31,80,Jordi Calavera,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,80,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,80,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,80,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,80,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,71
32,81,Fernando Calero,34.8,15,0.43,13,1,0,1,0,0,1,0.03,1,0,0,0,0,0,81,34.8,45,28,28,16,1,16,38,42.1,22,312,101,32.4,208,94,10,61,23,1,38,37,82,187,2,81,34.8,1221,1432,85.3,25946,9756,356,395,90.1,668,716,93.3,193,311,62.1,0,0.2,-0.2,5,97,5,1,82,81,34.8,1781,228,995,805,61,19,1716,8,9,88.9,8,0,1055,5010,2617,89,11,0,9,5,1077,1039,96.5,13,81,34.8,1,8,2,25.0,0.23,0.06,0.13,0.50,9.3,0,0,0,0.6,0.6,0.08,+0.4,+0.4,78
33,84,Sergio Camello,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,84,0.5,1,1,1,0,0,0,0,,0,4,2,50.0,0,2,2,0,0,0,0,0,1,0,0,84,0.5,8,10,80.0,123,34,5,5,100.0,3,3,100.0,0,1,0.0,0,0.1,-0.1,1,0,0,0,1,84,0.5,15,0,1,2,12,3,15,0,2,0.0,0,0,13,67,44,1,0,1,0,0,15,11,73.3,4,84,0.5,1,3,1,33.3,6.00,2.00,0.33,1.00,10.7,0,0,0,0.6,0.6,0.19,+0.4,+0.4,65
34,86,Sergio Canales,29.5,93,3.15,62,19,5,1,6,0,10,0.34,8,0,1,0,1,0,86,29.5,48,42,27,16,5,13,56,23.2,43,496,118,23.8,134,242,120,34,3,0,31,15,63,7,2,86,29.5,1554,1859,83.6,27961,5084,704,756,93.1,669,741,90.3,159,306,52.0,2,5.9,-3.9,56,96,40,11,99,86,29.5,2194,22,321,1120,959,92,2027,66,87,75.9,68,2,1786,10079,5244,217,102,14,62,52,1943,1691,87.0,191,86,29.5,7,63,23,36.5,2.14,0.78,0.08,0.22,22.7,14,2,2,6.7,5.2,0.08,+0.3,-0.2,84
35,87,Ander Capa,18.2,30,1.64,23,2,2,1,2,0,2,0.11,2,0,0,0,0,0,87,18.2,43,22,32,8,3,11,33,33.3,22,297,64,21.5,136,104,57,29,1,0,28,20,63,61,0,87,18.2,676,923,73.2,11772,4615,311,360,86.4,293,387,75.7,58,129,45.0,0,1.0,-1.0,11,39,26,8,63,87,18.2,1157,42,261,551,431,35,955,21,46,45.7,21,1,617,3920,2520,125,48,11,21,18,674,598,88.7,45,87,18.2,0,9,2,22.2,0.49,0.11,0.00,0.00,16.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6,78
36,88,Marc Cardona,6.7,11,1.64,7,0,2,1,1,0,2,0.30,1,0,0,1,0,0,88,6.7,11,7,3,3,5,3,9,33.3,6,189,51,27.0,12,67,110,9,0,0,9,1,12,4,0,88,6.7,128,179,71.5,1793,379,81,102,79.4,38,53,71.7,5,12,41.7,1,0.6,+0.4,5,8,4,1,9,88,6.7,289,2,25,119,162,45,280,10,20,50.0,11,1,202,725,396,25,4,7,26,21,386,211,54.7,74,88,6.7,3,17,8,47.1,2.53,1.19,0.18,0.38,11.6,0,0,0,2.8,2.8,0.16,+0.2,+0.2,72
37,89,Daniel Carriço,23.7,16,0.68,15,1,0,0,0,0,2,0.08,2,0,0,0,0,0,89,23.7,35,23,24,9,2,14,28,50.0,14,206,56,27.2,124,70,12,31,13,0,18,26,61,131,2,89,23.7,806,989,81.5,16322,6049,294,321,91.6,366,414,88.4,139,240,57.9,1,0.7,+0.3,5,53,7,1,57,89,23.7,1224,139,610,629,62,20,1188,9,11,81.8,9,0,714,3616,1924,49,9,0,5,4,711,689,96.9,12,89,23.7,1,8,2,25.0,0.34,0.08,0.13,0.50,10.2,0,0,0,0.7,0.7,0.08,+0.3,+0.3,78
38,91,Dani Carvajal,23.4,56,2.39,48,1,3,3,1,0,6,0.26,3,0,0,2,1,0,91,23.4,39,21,16,14,9,13,43,30.2,30,364,92,25.3,126,153,85,51,8,2,43,30,69,28,0,91,23.4,1593,1834,86.9,27638,9139,819,893,91.7,571,644,88.7,185,235,78.7,2,3.3,-1.3,29,85,29,8,102,91,23.4,2067,82,574,1020,622,60,1820,38,57,66.7,39,2,1466,6484,3854,171,59,13,17,18,1512,1403,92.8,77,91,23.4,1,11,4,36.4,0.47,0.17,0.09,0.25,21.8,0,0,0,0.4,0.4,0.04,+0.6,+0.6,85
39,92,William Carvalho,26.5,58,2.19,49,0,3,0,5,1,9,0.34,8,0,1,0,0,0,92,26.5,42,31,20,19,3,15,34,44.1,19,251,64,25.5,90,134,27,10,2,0,8,16,58,31,1,92,26.5,1705,1912,89.2,31879,7771,707,780,90.6,758,813,93.2,216,272,79.4,5,2.0,+3.0,17,202,28,0,175,92,26.5,2107,63,411,1459,353,15,2073,42,56,75.0,44,2,1697,7006,3575,144,37,5,18,31,1784,1692,94.8,58,92,26.5,0,10,2,20.0,0.38,0.08,0.00,0.00,17.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,83
40,93,Casemiro,25.7,45,1.75,33,0,1,5,5,1,3,0.12,0,0,0,1,2,0,93,25.7,82,56,42,35,5,31,100,31.0,69,489,164,33.5,212,222,55,71,12,0,59,36,118,52,2,93,25.7,1438,1629,88.3,28199,7180,612,660,92.7,542,601,90.2,256,322,79.5,0,0.7,-0.7,13,110,14,1,107,93,25.7,1949,97,569,1209,264,39,1899,14,18,77.8,15,2,1348,4627,2521,74,29,1,11,16,1373,1308,95.3,45,93,25.7,3,40,9,22.5,1.56,0.35,0.08,0.33,18.4,1,0,0,1.9,1.9,0.05,+1.1,+1.1,87
41,96,Santi Cazorla,29.4,120,4.08,70,34,6,4,4,2,13,0.44,7,5,0,0,0,1,96,29.4,71,42,36,25,10,28,89,31.5,61,638,155,24.3,217,308,113,40,7,1,33,23,94,26,1,96,29.4,1413,1744,81.0,29624,9487,532,596,89.3,601,688,87.4,264,429,61.5,10,6.8,+3.2,73,163,50,10,176,96,29.4,2055,46,364,1151,685,46,1866,63,86,73.3,65,5,1529,7805,3822,192,57,9,32,45,1598,1426,89.2,119,96,29.4,4,27,7,25.9,0.92,0.24,0.07,0.29,21.9,4,2,3,4.3,2.0,0.08,-0.3,0.0,82
42,98,Charles,19.3,34,1.76,26,0,0,0,8,0,4,0.21,2,0,0,0,2,0,98,19.3,11,6,1,6,4,4,22,18.2,18,296,93,31.4,10,111,175,13,1,0,12,7,18,12,0,98,19.3,386,561,68.8,5384,925,247,321,76.9,106,174,60.9,21,30,70.0,1,1.0,0.0,16,36,10,1,35,98,19.3,767,13,33,340,423,128,726,5,12,41.7,5,0,365,1223,480,35,15,4,42,13,1080,538,49.8,224,98,19.3,14,59,24,40.7,3.05,1.24,0.14,0.33,14.0,0,6,7,11.6,6.3,0.11,+2.4,+1.7,80
43,101,Denis Cheryshev,19.0,61,3.22,51,0,3,2,3,2,4,0.21,2,0,0,0,1,1,101,19.0,47,35,20,17,10,16,49,32.7,33,599,147,24.5,171,304,124,42,4,0,38,17,64,19,0,101,19.0,472,722,65.4,8457,2608,215,287,74.9,194,283,68.6,55,119,46.2,2,6.7,-4.7,35,34,37,21,66,101,19.0,959,24,169,420,426,88,942,22,38,57.9,23,2,656,3692,2147,114,30,24,40,17,846,645,76.2,128,101,19.0,2,29,7,24.1,1.53,0.37,0.07,0.29,16.4,0,0,0,3.3,3.3,0.11,-1.3,-1.3,79
44,102,Leandro Chichizola,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,102,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,102,1.0,12,26,46.2,597,454,0,0,,3,3,100.0,9,23,39.1,0,0.0,0.0,0,2,0,0,0,102,1.0,27,16,27,0,0,0,17,0,0,,0,0,10,54,40,0,0,0,0,0,7,7,100.0,0,102,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,76
45,103,Samuel Chukwueze,19.0,57,3.01,33,1,11,7,3,2,5,0.26,3,0,1,1,0,0,103,19.0,19,11,5,12,2,5,31,16.1,26,404,92,22.8,84,208,112,14,1,0,13,10,29,8,0,103,19.0,387,540,71.7,6785,1823,190,240,79.2,148,193,76.7,45,73,61.6,2,1.5,+0.5,23,24,21,4,57,103,19.0,796,11,106,336,432,129,787,59,101,58.4,65,2,682,3961,2714,147,34,46,44,40,850,590,69.4,145,103,19.0,5,58,23,39.7,3.06,1.21,0.09,0.22,17.8,0,0,0,5.3,5.3,0.09,-0.3,-0.3,76
46,104,Jasper Cillessen,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,104,3.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,104,3.0,102,115,88.7,2543,1438,16,16,100.0,59,59,100.0,25,38,65.8,0,0.0,0.0,0,0,0,0,0,104,3.0,121,111,120,1,0,0,93,0,0,,0,0,66,285,146,0,0,0,0,0,63,63,100.0,0,104,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,83
47,105,Coke,20.2,27,1.34,21,3,1,0,2,0,5,0.25,5,0,0,0,0,0,105,20.2,37,17,21,13,3,14,50,28.0,36,189,59,31.2,98,67,24,30,8,1,22,19,56,65,0,105,20.2,701,927,75.6,12280,5787,346,405,85.4,284,356,79.8,64,133,48.1,0,1.5,-1.5,15,40,22,10,79,105,20.2,1155,92,421,489,313,39,1013,19,33,57.6,22,1,680,3610,1851,73,23,5,14,23,716,649,90.6,48,105,20.2,4,13,7,53.8,0.64,0.35,0.31,0.57,12.1,0,0,0,1.3,1.3,0.10,+2.7,+2.7,78
48,109,Francis Coquelin,19.6,38,1.94,33,0,2,2,0,1,1,0.05,0,0,0,1,0,0,109,19.6,45,35,24,17,4,16,41,39.0,25,303,89,29.4,106,171,26,19,5,0,14,50,95,34,2,109,19.6,840,974,86.2,16494,4326,341,381,89.5,362,400,90.5,129,172,75.0,1,0.7,+0.3,16,89,7,0,73,109,19.6,1182,48,309,749,185,16,1165,31,40,77.5,31,0,882,3430,1561,54,16,1,14,23,852,789,92.6,37,109,19.6,0,10,3,30.0,0.51,0.15,0.00,0.00,18.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,80
49,112,Diego Costa,12.4,19,1.54,15,0,2,1,1,0,2,0.16,2,0,0,0,0,0,112,12.4,5,2,1,4,0,2,7,28.6,5,236,47,19.9,16,105,115,6,1,0,5,3,8,6,0,112,12.4,220,311,70.7,2992,414,144,177,81.4,56,87,64.4,10,14,71.4,2,1.7,+0.3,9,8,8,0,16,112,12.4,447,10,24,196,251,64,438,14,25,56.0,16,1,338,1240,488,33,10,8,38,26,699,373,53.4,138,112,12.4,2,16,10,62.5,1.29,0.81,0.13,0.20,14.1,0,0,0,1.6,1.6,0.10,+0.4,+0.4,83
50,113,Jaume Costa,16.6,28,1.69,23,2,0,1,2,0,3,0.18,1,0,0,1,1,0,113,16.6,33,17,24,8,1,13,28,46.4,15,167,42,25.1,74,71,22,34,2,0,32,19,52,54,1,113,16.6,781,964,81.0,14164,5785,324,358,90.5,379,431,87.9,72,149,48.3,0,0.8,-0.8,10,75,19,6,88,113,16.6,1132,65,313,563,311,23,977,10,14,71.4,10,0,717,3369,2090,96,29,4,6,5,751,692,92.1,26,113,16.6,1,13,2,15.4,0.78,0.12,0.08,0.50,22.1,0,0,0,0.6,0.6,0.05,+0.4,+0.4,78
51,114,David Costas,13.0,3,0.23,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,114,13.0,27,17,21,6,0,10,20,50.0,10,118,40,33.9,83,32,3,18,4,0,14,8,35,79,0,114,13.0,614,689,89.1,12945,3973,177,190,93.2,325,344,94.5,107,142,75.4,0,0.0,0.0,0,34,0,0,21,114,13.0,831,104,460,394,29,4,806,1,2,50.0,1,0,564,3007,1390,35,10,0,0,8,572,565,98.8,3,114,13.0,0,2,2,100.0,0.15,0.15,0.00,0.00,8.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,72
52,115,Thibaut Courtois,27.0,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,115,27.0,0,0,0,0,0,0,3,0.0,3,3,0,0.0,3,0,0,0,0,0,0,0,0,0,0,115,27.0,643,831,77.4,18387,9686,76,76,100.0,371,374,99.2,194,378,51.3,0,0.0,0.0,0,0,0,0,0,115,27.0,883,808,880,2,1,1,648,1,1,100.0,1,0,487,2299,993,0,0,0,0,0,400,400,100.0,1,115,27.0,0,1,0,0.0,0.04,0.00,0.00,,9.0,0,0,0,0.0,0.0,0.04,0.0,0.0,88
53,119,Marc Cucurella,26.2,66,2.52,56,0,1,2,2,5,8,0.31,6,0,1,0,0,1,119,26.2,44,39,14,16,14,9,25,36.0,16,689,223,32.4,161,302,226,45,3,0,42,15,59,29,0,119,26.2,763,997,76.5,12127,3490,408,474,86.1,296,385,76.9,48,90,53.3,2,3.4,-1.4,32,44,29,14,68,119,26.2,1256,26,171,504,648,87,1183,17,39,43.6,20,5,797,3424,1790,88,25,10,39,35,1118,770,68.9,152,119,26.2,1,21,2,9.5,0.80,0.08,0.05,0.50,15.7,0,0,0,1.8,1.8,0.09,-0.8,-0.8,75
54,121,Sergi Darder,30.1,85,2.82,55,9,9,6,4,2,6,0.20,5,0,0,1,0,0,121,30.1,52,31,20,25,7,16,72,22.2,56,635,120,18.9,168,330,137,42,1,0,41,19,71,21,0,121,30.1,1025,1313,78.1,19696,5741,413,481,85.9,452,537,84.2,149,260,57.3,2,4.4,-2.4,35,124,32,5,135,121,30.1,1600,35,293,951,493,51,1523,45,69,65.2,50,6,1202,6645,3379,171,51,6,23,28,1282,1131,88.2,122,121,30.1,5,55,16,29.1,1.83,0.53,0.09,0.31,22.6,1,0,0,3.5,3.5,0.06,+1.5,+1.5,80
55,125,Mouctar Diakhaby,17.6,7,0.40,5,0,0,2,0,0,0,0.00,0,0,0,0,0,0,125,17.6,11,9,9,1,1,3,11,27.3,8,117,35,29.9,80,33,4,33,16,0,17,17,28,102,0,125,17.6,592,688,86.0,12641,4126,172,194,88.7,321,349,92.0,96,138,69.6,0,0.0,0.0,0,25,0,0,30,125,17.6,864,157,501,379,26,16,844,5,6,83.3,5,0,529,3105,1441,28,3,0,4,5,530,517,97.5,13,125,17.6,2,12,4,33.3,0.68,0.23,0.17,0.50,7.1,0,0,0,1.7,1.7,0.14,+0.3,+0.3,77
56,130,Papakouli Diop,26.1,45,1.72,35,0,3,2,5,0,1,0.04,0,0,0,1,0,0,130,26.1,63,46,15,39,9,19,44,43.2,25,485,175,36.1,87,304,94,29,3,0,26,27,90,52,0,130,26.1,850,1145,74.2,17339,4316,272,356,76.4,449,567,79.2,121,197,61.4,1,0.7,+0.3,9,121,16,1,123,130,26.1,1410,36,169,950,340,41,1396,25,30,83.3,26,0,812,2932,1311,84,19,5,23,11,854,762,89.2,57,130,26.1,1,36,6,16.7,1.38,0.23,0.03,0.17,15.7,0,0,0,2.6,2.6,0.07,-1.6,-1.6,74
57,132,Marko Dmitrović,24.0,2,0.08,1,1,0,0,0,0,1,0.04,1,0,0,0,0,0,132,24.0,0,0,0,0,0,0,2,0.0,2,3,1,33.3,3,0,0,0,0,0,0,0,0,0,2,132,24.0,371,748,49.6,17658,14230,29,29,100.0,94,96,97.9,248,623,39.8,0,0.0,0.0,0,45,0,0,0,132,24.0,822,669,814,9,0,0,566,1,1,100.0,1,0,384,2382,1514,0,0,0,0,0,270,270,100.0,0,132,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,80
58,138,Hugo Duro,4.6,4,0.86,1,0,0,0,2,1,1,0.22,0,0,0,0,1,0,138,4.6,8,4,2,3,3,3,9,33.3,6,133,35,26.3,23,65,45,5,1,0,4,2,10,2,0,138,4.6,46,68,67.6,573,143,34,41,82.9,8,17,47.1,2,5,40.0,0,0.4,-0.4,1,1,2,0,3,138,4.6,115,3,16,57,46,8,110,2,5,40.0,2,0,68,311,138,9,1,2,11,4,166,70,42.2,22,138,4.6,0,6,0,0.0,1.29,0.00,0.00,,15.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4,67
59,141,Aritz Elustondo,25.0,20,0.80,17,0,0,1,1,1,2,0.08,1,0,0,1,0,0,141,25.0,47,31,32,12,3,20,44,45.5,24,266,89,33.5,142,106,18,42,5,0,37,27,74,163,0,141,25.0,973,1219,79.8,19576,6906,305,346,88.2,535,605,88.4,126,232,54.3,0,0.6,-0.6,8,55,12,7,60,141,25.0,1524,192,784,682,150,27,1398,15,17,88.2,16,1,894,5596,3093,88,15,2,13,4,886,849,95.8,19,141,25.0,1,11,5,45.5,0.44,0.20,0.09,0.20,9.2,0,0,0,1.3,1.3,0.12,-0.3,-0.3,77
60,143,Rodrigo Ely,4.8,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,143,4.8,6,4,4,2,0,3,8,37.5,5,31,12,38.7,21,10,0,16,8,0,8,4,10,50,0,143,4.8,100,135,74.1,2651,994,23,26,88.5,46,56,82.1,31,49,63.3,0,0.0,0.0,1,8,0,0,5,143,4.8,219,37,124,90,11,9,211,0,0,,0,0,76,356,187,2,0,0,3,0,92,86,93.5,6,143,4.8,0,3,1,33.3,0.63,0.21,0.00,0.00,14.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,75
61,145,Emerson,3.5,8,2.27,6,0,0,0,2,0,0,0.00,0,0,0,0,0,0,145,3.5,13,10,9,3,1,3,8,37.5,5,71,21,29.6,30,27,14,11,0,0,11,1,14,7,0,145,3.5,164,202,81.2,2309,884,108,122,88.5,43,57,75.4,8,13,61.5,0,0.3,-0.3,5,4,7,2,14,145,3.5,258,11,77,96,101,8,216,1,6,16.7,2,0,157,603,366,21,6,3,8,2,174,156,89.7,12,145,3.5,0,3,1,33.3,0.85,0.28,0.00,0.00,18.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,71
62,146,Youssef En-Nesyri,23.4,32,1.37,20,0,4,3,4,1,3,0.13,2,0,1,0,0,0,146,23.4,14,11,3,8,3,3,28,10.7,25,534,94,17.6,48,255,231,22,2,0,20,9,23,24,0,146,23.4,278,495,56.2,4351,1104,176,264,66.7,68,137,49.6,26,60,43.3,2,1.2,+0.8,15,26,8,3,37,146,23.4,838,25,71,391,426,119,819,34,72,47.2,37,6,500,1955,1021,47,13,22,66,59,1241,640,51.6,223,146,23.4,9,72,23,31.9,3.08,0.98,0.13,0.39,14.6,0,0,0,7.4,7.4,0.10,+1.6,+1.6,76
63,147,Sergi Enrich,28.7,58,2.02,45,0,4,4,3,2,12,0.42,7,0,0,3,2,0,147,28.7,30,26,4,10,16,7,30,23.3,23,638,177,27.7,25,213,400,25,4,0,21,5,35,14,0,147,28.7,683,926,73.8,9507,1207,446,565,78.9,181,254,71.3,31,45,68.9,4,3.6,+0.4,27,29,13,1,38,147,28.7,1257,14,49,532,723,194,1223,23,31,74.2,23,1,716,2168,606,35,15,7,90,46,1878,956,50.9,377,147,28.7,7,70,17,24.3,2.44,0.59,0.10,0.41,10.4,0,0,0,10.0,10.0,0.14,-3.0,-3.0,80
64,148,Javier Eraso,7.0,13,1.85,7,3,1,0,2,0,1,0.14,0,0,0,0,1,0,148,7.0,5,3,0,3,2,0,6,0.0,6,192,42,21.9,52,88,52,7,1,0,6,3,8,7,0,148,7.0,175,229,76.4,2862,529,92,104,88.5,64,80,80.0,16,33,48.5,0,0.8,-0.8,6,17,1,0,9,148,7.0,297,6,36,155,127,16,268,7,9,77.8,7,0,201,861,422,19,8,0,10,15,300,193,64.3,48,148,7.0,0,4,2,50.0,0.57,0.29,0.00,0.00,13.4,0,0,0,1.0,1.0,0.24,-1.0,-1.0,74
65,149,Gonzalo Escalante,19.9,28,1.41,20,0,1,4,2,1,3,0.15,2,0,0,1,0,0,149,19.9,49,39,15,32,2,14,52,26.9,38,405,119,29.4,81,252,72,38,2,0,36,19,68,27,0,149,19.9,597,768,77.7,11065,2206,251,308,81.5,271,325,83.4,69,107,64.5,1,0.9,+0.1,9,60,7,1,59,149,19.9,973,22,116,653,250,36,967,23,31,74.2,24,5,576,2409,1044,59,20,4,11,20,623,527,84.6,51,149,19.9,4,22,8,36.4,1.11,0.40,0.18,0.50,16.7,0,0,0,2.1,2.1,0.12,+1.9,+1.9,77
66,150,Sergio Escudero,17.2,26,1.51,20,3,1,0,2,0,2,0.12,2,0,0,0,0,0,150,17.2,41,20,25,14,2,18,41,43.9,23,281,84,29.9,152,92,37,47,5,0,42,17,58,55,0,150,17.2,752,951,79.1,13180,5433,342,371,92.2,334,402,83.1,64,146,43.8,1,1.1,-0.1,10,61,27,9,84,150,17.2,1168,67,361,540,334,37,990,14,27,51.9,15,1,691,3431,2170,101,29,7,18,12,719,646,89.8,66,150,17.2,0,25,3,12.0,1.46,0.17,0.00,0.00,19.7,0,0,0,1.2,1.2,0.05,-1.2,-1.2,79
67,151,Bernardo Espinosa,30.3,13,0.43,11,0,0,2,0,0,1,0.03,1,0,0,0,0,0,151,30.3,18,12,14,4,0,9,18,50.0,9,178,58,32.6,117,53,8,66,33,0,33,31,49,221,2,151,30.3,1203,1365,88.1,28127,8029,215,236,91.1,728,782,93.1,258,336,76.8,1,0.9,+0.1,5,22,3,1,48,151,30.3,1726,292,1105,629,67,44,1692,4,4,100.0,4,0,994,3907,1742,19,1,0,11,2,1072,1035,96.5,34,151,30.3,1,15,7,46.7,0.50,0.23,0.07,0.14,8.5,0,0,0,1.4,1.4,0.09,-0.4,-0.4,75
68,152,Beñat Etxebarria,22.6,57,2.53,31,23,0,2,0,1,1,0.04,0,1,0,0,0,0,152,22.6,46,35,17,25,4,15,67,22.4,52,415,103,24.8,100,261,54,23,1,0,22,21,67,24,0,152,22.6,992,1241,79.9,20710,5579,371,410,90.5,415,471,88.1,194,331,58.6,2,2.4,-0.4,32,122,18,4,102,152,22.6,1403,24,229,896,339,7,1242,12,19,63.2,13,0,917,3362,1505,75,20,1,11,22,937,875,93.4,24,152,22.6,1,16,4,25.0,0.71,0.18,0.06,0.25,27.9,3,0,0,0.5,0.5,0.03,+0.5,+0.5,81
69,153,Xabier Etxeita,29.7,12,0.40,7,1,0,4,0,0,0,0.00,0,0,0,0,0,0,153,29.7,47,28,35,10,2,18,42,42.9,24,230,68,29.6,129,88,13,48,25,0,23,25,72,196,1,153,29.7,659,866,76.1,14516,6094,209,237,88.2,294,344,85.5,147,262,56.1,0,0.2,-0.2,2,54,3,0,62,153,29.7,1214,189,669,539,81,42,1178,3,4,75.0,4,0,601,3585,2135,58,11,0,10,1,637,598,93.9,29,153,29.7,4,23,8,34.8,0.77,0.27,0.17,0.50,10.0,0,0,0,2.3,2.3,0.10,+1.7,+1.7,73
70,154,Zouhair Feddal,18.9,14,0.74,12,0,0,2,0,0,1,0.05,1,0,0,0,0,0,154,18.9,38,18,29,7,2,13,28,46.4,15,151,44,29.1,86,57,8,33,10,0,23,15,53,108,0,154,18.9,1107,1286,86.1,23716,7080,338,375,90.1,591,631,93.7,175,272,64.3,1,0.5,+0.5,4,80,8,0,64,154,18.9,1520,182,724,792,104,25,1456,12,15,80.0,12,0,1015,5433,3283,98,13,0,10,10,1055,1023,97.0,28,154,18.9,1,17,3,17.6,0.90,0.16,0.06,0.33,9.7,0,0,0,1.6,1.6,0.10,-0.6,-0.6,78
71,160,Facundo Ferreyra,2.3,2,0.95,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,160,2.3,4,3,0,2,2,0,1,0.0,1,40,5,12.5,2,23,15,1,0,0,1,0,4,5,0,160,2.3,32,47,68.1,463,76,20,24,83.3,10,17,58.8,1,2,50.0,0,0.0,0.0,0,1,0,0,2,160,2.3,75,4,7,30,39,13,72,0,0,,0,0,36,126,43,3,0,0,6,3,111,51,45.9,27,160,2.3,1,3,1,33.3,1.28,0.43,0.33,1.00,15.2,0,0,0,0.3,0.3,0.10,+0.7,+0.7,77
72,161,Junior Firpo,21.5,35,1.63,28,1,1,1,3,1,4,0.19,4,0,0,0,0,0,161,21.5,38,28,15,19,4,10,30,33.3,20,284,77,27.1,124,109,51,47,1,0,46,15,53,38,0,161,21.5,915,1131,80.9,15407,4710,447,506,88.3,387,476,81.3,66,109,60.6,4,2.1,+1.9,19,42,16,4,70,161,21.5,1354,53,326,612,493,93,1190,23,43,53.5,29,3,910,4404,2776,134,33,22,21,19,982,873,88.9,102,161,21.5,3,19,8,42.1,0.88,0.37,0.16,0.38,12.9,0,0,0,2.0,2.0,0.10,+1.0,+1.0,79
73,166,Ramiro Funes Mori,29.2,23,0.79,12,1,1,6,0,3,2,0.07,1,0,0,1,0,0,166,29.2,43,26,31,10,2,20,49,40.8,29,312,92,29.5,178,119,15,45,23,1,22,32,75,182,3,166,29.2,995,1211,82.2,23044,6903,255,286,89.2,489,545,89.7,246,362,68.0,1,0.5,+0.5,6,73,4,0,67,166,29.2,1553,210,825,740,91,25,1519,15,20,75.0,16,0,951,5882,3194,104,26,1,5,7,902,877,97.2,17,166,29.2,2,26,6,23.1,0.89,0.21,0.08,0.33,15.6,0,0,0,2.1,2.1,0.08,-0.1,-0.1,77
74,169,Enric Gallego,17.1,32,1.87,23,0,4,0,3,2,2,0.12,1,0,1,0,0,0,169,17.1,20,14,4,11,5,4,14,28.6,10,361,66,18.3,19,210,132,21,4,0,17,8,28,27,0,169,17.1,222,383,58.0,3001,836,137,211,64.9,58,108,53.7,13,25,52.0,1,1.7,-0.7,14,15,10,3,33,169,17.1,617,31,49,314,285,71,584,19,41,46.3,21,3,341,1240,641,29,15,2,65,26,901,415,46.1,140,169,17.1,5,31,11,35.5,1.81,0.64,0.16,0.45,12.1,0,0,0,3.6,3.6,0.12,+1.4,+1.4,74
