,Rk,Player,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Rk,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Rk,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Rk,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Rk,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,VAL
10,35,Iago Aspas,31.8,115,3.61,91,3,12,6,3,0,26,0.82,19,1,4,1,1,0,35,31.8,11,6,3,6,2,1,19,5.3,18,355,99,27.9,43,160,152,29,3,0,26,17,28,22,0,35,31.8,965,1254,77.0,15329,3590,523,641,81.6,306,382,80.1,92,124,74.2,13,8.3,+4.7,60,59,52,5,116,35,31.8,1556,31,153,751,761,173,1503,58,85,68.2,61,2,1182,6052,3313,176,57,44,51,41,1749,1244,71.1,320,35,31.8,14,43,22,51.2,1.35,0.69,0.21,0.41,15.7,5,5,5,12.5,8.7,0.20,+1.5,+0.3,84
11,36,Miguel Atienza,9.3,7,0.75,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0,36,9.3,30,19,6,22,2,8,22,36.4,14,181,65,35.9,46,104,31,11,2,0,9,15,45,12,0,36,9.3,270,338,79.9,4802,920,119,144,82.6,111,131,84.7,32,45,71.1,0,0.1,-0.1,2,29,4,1,20,36,9.3,413,16,63,260,100,9,410,3,3,100.0,3,0,226,952,389,21,6,0,2,5,283,237,83.7,15,36,9.3,0,5,0,0.0,0.54,0.00,0.00,,14.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,58
12,38,Ramon Azeez,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,38,1.1,3,3,1,2,0,1,1,100.0,0,13,5,38.5,2,9,2,2,0,0,2,0,3,2,0,38,1.1,28,38,73.7,416,47,17,22,77.3,11,15,73.3,0,1,0.0,0,0.0,0.0,0,3,0,0,0,38,1.1,48,2,8,28,14,3,47,0,0,,0,0,24,134,22,1,1,0,1,1,35,28,80.0,4,38,1.1,0,2,0,0.0,1.78,0.00,0.00,,13.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,75
13,39,Carlos Bacca,8.7,13,1.49,9,0,3,1,0,0,2,0.23,1,0,1,0,0,0,39,8.7,8,7,4,3,1,1,5,20.0,4,126,27,21.4,11,46,69,4,0,0,4,4,12,1,0,39,8.7,111,165,67.3,1682,392,62,78,79.5,22,39,56.4,13,22,59.1,0,0.9,-0.9,6,9,6,1,12,39,8.7,251,2,16,129,121,45,238,8,17,47.1,9,1,157,671,345,19,11,3,17,17,366,189,51.6,63,39,8.7,5,20,12,60.0,2.29,1.37,0.25,0.42,15.2,0,0,0,3.5,3.5,0.17,+1.5,+1.5,77
14,41,Alex Baena,1.5,3,1.97,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,41,1.5,1,0,0,0,1,0,2,0.0,2,29,3,10.3,4,17,8,2,1,0,1,3,4,0,0,41,1.5,42,55,76.4,693,110,20,25,80.0,19,25,76.0,3,5,60.0,0,0.1,-0.1,2,3,1,0,3,41,1.5,71,1,8,33,40,2,70,1,1,100.0,1,0,52,216,96,7,5,0,0,5,71,56,78.9,20,41,1.5,0,2,1,50.0,1.31,0.66,0.00,0.00,24.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,64
15,42,Miguel Baeza,6.0,14,2.32,8,2,0,2,1,1,0,0.00,0,0,0,0,0,0,42,6.0,9,5,4,5,0,4,9,44.4,5,103,22,21.4,41,47,15,2,0,0,2,6,15,4,0,42,6.0,177,217,81.6,2959,674,88,105,83.8,63,73,86.3,19,27,70.4,0,0.6,-0.6,6,11,6,2,13,42,6.0,279,7,63,129,105,17,267,1,5,20.0,1,0,185,856,394,20,5,2,8,11,270,205,75.9,25,42,6.0,1,11,2,18.2,1.82,0.33,0.09,0.50,14.1,0,0,0,1.5,1.5,0.16,-0.5,-0.5,63
16,43,Mikel Balenziaga,18.8,13,0.69,10,1,0,0,1,1,2,0.11,2,0,0,0,0,0,43,18.8,27,15,15,10,2,6,18,33.3,12,206,56,27.2,84,90,32,34,6,0,28,13,40,62,0,43,18.8,710,936,75.9,12843,4172,308,358,86.0,319,386,82.6,75,149,50.3,1,0.6,+0.4,7,57,8,6,45,43,18.8,1111,74,353,566,249,6,924,9,14,64.3,11,0,583,3369,1870,68,19,2,12,13,667,620,93.0,14,43,18.8,0,3,1,33.3,0.16,0.05,0.00,0.00,30.5,1,0,0,0.0,0.0,0.02,0.0,0.0,74
17,45,Enis Bardhi,18.7,51,2.73,37,7,5,1,1,0,6,0.32,5,1,0,0,0,0,45,18.7,29,22,13,11,5,12,41,29.3,29,308,101,32.8,82,141,85,17,2,0,15,32,61,20,0,45,18.7,678,905,74.9,13271,3696,296,349,84.8,259,318,81.4,113,200,56.5,2,1.1,+0.9,22,64,31,12,84,45,18.7,1143,31,239,567,435,40,1058,39,70,55.7,43,4,817,4017,2308,103,39,4,31,44,958,803,83.8,109,45,18.7,1,36,13,36.1,1.93,0.70,0.03,0.08,20.2,5,0,0,2.9,2.9,0.08,-1.9,-1.9,79
18,46,Kike Barja,15.9,34,2.14,25,1,4,3,1,0,4,0.25,3,0,0,0,1,0,46,15.9,12,8,9,2,1,5,21,23.8,16,275,69,25.1,60,132,83,18,2,0,16,23,35,12,0,46,15.9,353,511,69.1,6103,1677,184,224,82.1,125,169,74.0,35,78,44.9,3,1.9,+1.1,17,17,20,10,45,46,15.9,731,20,114,335,342,36,718,45,79,57.0,49,1,596,3379,1796,106,21,7,39,42,747,525,70.3,89,46,15.9,2,22,12,54.5,1.38,0.75,0.09,0.17,16.8,0,0,0,1.8,1.8,0.08,+0.2,+0.2,69
19,49,Ander Barrenetxea,14.5,31,2.13,25,0,2,2,1,1,4,0.28,4,0,0,0,0,0,49,14.5,32,20,9,13,10,8,32,25.0,24,344,96,27.9,81,156,107,28,1,0,27,12,44,10,0,49,14.5,294,411,71.5,4805,1118,152,186,81.7,111,147,75.5,24,48,50.0,0,2.0,-2.0,14,20,12,3,28,49,14.5,648,11,101,287,311,42,637,39,64,60.9,45,4,501,2775,1491,82,25,13,42,49,576,435,75.5,74,49,14.5,3,23,7,30.4,1.58,0.48,0.13,0.43,19.0,0,0,0,1.8,1.8,0.08,+1.2,+1.2,73
20,50,Marc Bartra,18.8,7,0.37,6,0,0,0,0,1,1,0.05,1,0,0,0,0,0,50,18.8,30,10,17,12,1,9,21,42.9,12,207,65,31.4,108,89,10,27,6,0,21,24,54,101,3,50,18.8,782,963,81.2,17193,4822,222,240,92.5,412,471,87.5,143,242,59.1,1,0.8,+0.2,3,34,1,0,30,50,18.8,1158,158,638,530,44,18,1114,6,6,100.0,6,0,670,3140,1575,47,7,1,4,3,748,738,98.7,3,50,18.8,0,11,4,36.4,0.58,0.21,0.00,0.00,18.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,80
21,52,Rodrigo Battaglia,27.7,18,0.65,10,0,0,4,2,2,1,0.04,1,0,0,0,0,0,52,27.7,53,32,22,25,6,18,52,34.6,34,476,133,27.9,179,253,44,42,15,0,27,18,71,55,0,52,27.7,871,1035,84.2,16532,3410,359,404,88.9,382,426,89.7,115,168,68.5,0,0.2,-0.2,3,56,4,1,49,52,27.7,1266,86,380,813,145,21,1227,18,23,78.3,19,0,804,4594,2104,78,23,0,15,18,840,778,92.6,16,52,27.7,1,17,5,29.4,0.61,0.18,0.06,0.20,15.0,0,0,0,1.2,1.2,0.07,-0.2,-0.2,75
22,53,Jon Bautista,4.1,9,2.19,7,0,0,2,0,0,1,0.24,1,0,0,0,0,0,53,4.1,6,5,0,4,2,0,5,0.0,5,83,21,25.3,4,43,36,5,2,0,3,2,8,4,0,53,4.1,55,89,61.8,853,149,26,39,66.7,21,32,65.6,4,9,44.4,1,0.2,+0.8,4,3,1,0,4,53,4.1,146,5,8,66,82,24,139,2,4,50.0,2,0,77,342,177,12,4,2,12,10,198,99,50.0,33,53,4.1,0,12,3,25.0,2.92,0.73,0.00,0.00,12.9,0,0,0,1.0,1.0,0.08,-1.0,-1.0,70
23,55,Sergio Benito,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,55,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,55,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,55,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,55,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,74
24,56,Karim Benzema,32.2,99,3.08,76,0,10,10,2,1,17,0.53,14,0,2,1,0,0,56,32.2,12,7,4,3,5,5,9,55.6,4,244,42,17.2,31,86,127,12,5,0,7,14,26,21,0,56,32.2,1043,1248,83.6,15229,2695,638,717,89.0,297,349,85.1,72,101,71.3,9,6.3,+2.7,37,56,37,1,82,56,32.2,1571,28,119,683,864,236,1507,39,60,65.0,40,5,1099,5738,3251,182,58,47,55,39,1882,1316,69.9,272,56,32.2,23,122,50,41.0,3.79,1.55,0.18,0.44,15.1,6,1,1,17.7,17.0,0.14,+5.3,+5.0,89
25,57,Yuri Berchiche,18.7,42,2.25,35,1,2,0,3,1,6,0.32,5,0,0,0,1,0,57,18.7,33,23,22,8,3,13,36,36.1,23,236,82,34.7,103,88,45,23,1,0,22,16,49,30,0,57,18.7,922,1124,82.0,17364,6946,402,462,87.0,388,451,86.0,117,166,70.5,3,1.9,+1.1,18,63,39,17,122,57,18.7,1298,41,300,670,417,43,1076,17,28,60.7,17,1,810,4639,2724,137,39,13,14,23,857,784,91.5,44,57,18.7,1,16,6,37.5,0.86,0.32,0.06,0.17,19.0,0,0,0,0.8,0.8,0.05,+0.2,+0.2,83
26,59,Pedro Bigas,17.0,8,0.47,5,1,1,0,0,1,1,0.06,1,0,0,0,0,0,59,17.0,15,12,7,7,1,7,13,53.8,6,106,45,42.5,50,52,4,15,6,1,9,16,31,106,1,59,17.0,461,640,72.0,11804,3839,84,113,74.3,247,297,83.2,126,220,57.3,0,0.0,0.0,0,27,1,0,38,59,17.0,808,68,374,399,72,14,746,4,5,80.0,4,1,336,2212,1113,23,6,1,5,3,368,352,95.7,5,59,17.0,0,10,1,10.0,0.59,0.06,0.00,0.00,12.9,0,0,0,0.9,0.9,0.09,-0.9,-0.9,72
27,64,Yann Bodiger,2.8,6,2.15,2,0,0,0,2,2,0,0.00,0,0,0,0,0,0,64,2.8,3,2,1,2,0,1,5,20.0,4,71,11,15.5,22,38,11,7,3,0,4,6,9,4,0,64,2.8,67,96,69.8,1154,271,33,43,76.7,24,28,85.7,7,17,41.2,0,0.1,-0.1,2,7,0,0,4,64,2.8,132,5,31,80,32,5,130,0,3,0.0,0,0,70,445,250,12,1,0,3,8,101,77,76.2,6,64,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,70
28,65,Yassine Bounou,33.0,4,0.12,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,65,33.0,0,0,0,0,0,0,2,0.0,2,2,1,50.0,2,0,0,0,0,0,0,0,0,2,1,65,33.0,865,1096,78.9,26072,12892,121,121,100.0,409,411,99.5,332,560,59.3,0,0.0,0.0,1,4,0,0,1,65,33.0,1170,1064,1165,4,1,1,907,1,1,100.0,1,0,614,2425,860,0,0,0,0,1,605,602,99.5,0,65,33.0,1,1,1,100.0,0.03,0.03,1.00,1.00,8.0,0,0,0,0.3,0.3,0.34,+0.7,+0.7,76
29,67,Martin Braithwaite,13.1,23,1.76,17,0,1,1,3,1,4,0.31,2,0,0,1,0,1,67,13.1,7,6,1,3,3,2,6,33.3,4,132,43,32.6,14,50,68,7,0,0,7,8,15,7,0,67,13.1,230,283,81.3,3069,366,152,170,89.4,57,79,72.2,13,18,72.2,2,2.0,0.0,10,7,6,0,9,67,13.1,408,10,35,156,236,75,398,11,16,68.8,11,0,277,1188,577,38,8,12,24,23,531,320,60.3,101,67,13.1,2,23,7,30.4,1.76,0.54,0.09,0.29,11.4,0,0,1,5.0,4.2,0.19,-3.0,-2.2,76
30,68,Darko Brašanac,10.1,17,1.68,15,0,0,1,1,0,1,0.10,1,0,0,0,0,0,68,10.1,15,12,4,8,3,8,17,47.1,9,209,61,29.2,33,113,63,12,2,0,10,4,19,13,0,68,10.1,229,315,72.7,3658,868,118,138,85.5,90,126,71.4,14,24,58.3,0,0.2,-0.2,6,25,7,2,27,68,10.1,399,15,57,201,160,37,387,5,6,83.3,5,1,219,1132,643,31,12,8,14,15,357,244,68.3,46,68,10.1,2,8,4,50.0,0.79,0.40,0.25,0.50,16.1,0,0,0,1.3,1.3,0.16,+0.7,+0.7,76
31,70,Claudio Bravo,20.0,5,0.25,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,70,20.0,0,0,0,0,0,0,2,0.0,2,3,0,0.0,3,0,0,1,0,0,1,0,0,0,0,70,20.0,422,649,65.0,13912,8906,75,76,98.7,156,156,100.0,186,412,45.1,0,0.3,-0.3,3,13,0,0,0,70,20.0,701,609,699,3,0,0,496,3,3,100.0,3,0,352,1701,1041,0,0,0,0,0,313,311,99.4,0,70,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,77
32,71,Yan Brice Eteki,14.7,4,0.27,2,0,0,0,2,0,0,0.00,0,0,0,0,0,0,71,14.7,27,20,11,14,2,10,19,52.6,9,316,75,23.7,106,168,42,21,4,0,17,15,42,24,0,71,14.7,278,357,77.9,4886,944,128,149,85.9,119,142,83.8,28,52,53.8,0,0.0,0.0,2,25,2,1,24,71,14.7,480,24,114,312,66,3,473,5,6,83.3,5,0,271,947,352,9,2,0,10,13,278,247,88.8,14,71,14.7,0,7,3,42.9,0.48,0.20,0.00,0.00,19.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,73
33,72,Juan Brunet,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,72,0.3,0,0,0,0,0,0,1,0.0,1,3,0,0.0,0,3,0,0,0,0,0,0,0,1,0,72,0.3,7,8,87.5,76,30,6,6,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,1,72,0.3,10,1,2,5,3,0,10,0,0,,0,0,4,7,5,0,0,0,0,0,7,5,71.4,0,72,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,60
34,73,Bryan,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,73,0.1,1,1,0,1,0,0,0,,0,3,2,66.7,0,2,1,0,0,0,0,0,1,0,0,73,0.1,5,7,71.4,68,9,3,4,75.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,73,0.1,10,0,1,6,3,1,10,0,0,,0,0,6,30,28,2,0,1,0,1,9,8,88.9,0,73,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,65
35,74,Bryan,25.2,98,3.89,64,13,14,3,3,1,8,0.32,5,1,2,0,0,0,74,25.2,36,17,14,10,12,3,24,12.5,21,420,113,26.9,93,144,183,32,0,0,32,15,51,12,0,74,25.2,695,1018,68.3,11265,3623,403,474,85.0,215,307,70.0,64,171,37.4,3,5.2,-2.2,52,45,53,18,88,74,25.2,1367,14,125,505,855,104,1275,72,126,57.1,78,7,1057,6084,3434,210,59,35,59,62,1336,967,72.4,133,74,25.2,4,40,15,37.5,1.59,0.60,0.10,0.27,17.2,1,0,0,4.0,3.6,0.09,0.0,+0.4,65
36,76,Esteban Burgos,12.3,7,0.57,6,0,0,1,0,0,1,0.08,0,0,0,1,0,0,76,12.3,9,8,5,4,0,3,8,37.5,5,58,28,48.3,29,25,4,15,6,0,9,12,21,88,1,76,12.3,417,547,76.2,11228,2783,76,93,81.7,190,234,81.2,149,211,70.6,1,0.1,+0.9,2,23,0,0,27,76,12.3,676,81,324,369,18,12,650,1,1,100.0,1,0,336,2160,1085,18,2,1,0,2,360,345,95.8,1,76,12.3,3,3,2,66.7,0.24,0.16,0.33,0.50,18.5,0,2,3,3.3,1.1,0.35,-0.3,-0.1,70
37,77,Burgui,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,77,0.2,1,1,0,0,1,0,0,,0,3,1,33.3,2,0,1,0,0,0,0,0,1,1,0,77,0.2,8,9,88.9,131,45,5,5,100.0,2,2,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,1,77,0.2,12,1,1,7,6,1,12,0,0,,0,0,8,43,35,3,2,1,0,0,12,7,58.3,1,77,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,73
38,78,Sergio Busquets,28.0,68,2.43,61,2,0,0,3,2,10,0.36,10,0,0,0,0,0,78,28.0,70,40,26,33,11,25,68,36.8,43,550,172,31.3,139,302,109,43,3,0,40,39,109,25,2,78,28.0,2484,2715,91.5,44163,11775,1104,1173,94.1,1055,1124,93.9,265,332,79.8,5,3.6,+1.4,30,293,33,0,218,78,28.0,2943,69,532,1926,617,14,2856,13,16,81.3,13,1,2017,6449,3296,144,46,2,18,13,2437,2343,96.1,50,78,28.0,0,3,1,33.3,0.11,0.04,0.00,0.00,17.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2,87
39,79,Erick Cabaco,14.7,6,0.41,4,0,0,0,2,0,0,0.00,0,0,0,0,0,0,79,14.7,24,17,14,8,2,8,15,53.3,7,137,49,35.8,58,71,8,17,7,0,10,12,36,105,1,79,14.7,297,439,67.7,8673,3473,65,83,78.3,114,150,76.0,114,195,58.5,0,0.0,0.0,0,38,0,0,34,79,14.7,604,59,287,314,33,9,554,3,4,75.0,3,0,253,1315,726,15,5,0,3,1,261,244,93.5,3,79,14.7,0,4,0,0.0,0.27,0.00,0.00,,10.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,74
40,80,Cala,25.2,10,0.40,5,0,1,1,2,1,1,0.04,0,0,0,0,1,0,80,25.2,33,23,26,7,0,12,29,41.4,17,209,71,34.0,135,67,7,33,11,0,22,23,56,151,0,80,25.2,508,688,73.8,13594,4275,89,108,82.4,250,287,87.1,164,282,58.2,0,0.3,-0.3,4,36,2,0,24,80,25.2,960,148,532,459,32,20,917,5,6,83.3,6,0,432,2524,1115,18,4,0,5,1,469,438,93.4,4,80,25.2,3,14,5,35.7,0.55,0.20,0.21,0.60,12.6,0,0,0,1.4,1.4,0.10,+1.6,+1.6,72
41,81,Jonathan Calleri,17.2,24,1.40,17,0,2,3,1,1,6,0.35,4,0,1,1,0,0,81,17.2,15,6,3,6,6,3,16,18.8,13,273,64,23.4,25,104,144,19,5,0,14,5,20,10,0,81,17.2,218,355,61.4,3399,690,115,170,67.6,81,122,66.4,12,32,37.5,2,1.3,+0.7,10,18,8,1,26,81,17.2,594,9,39,281,304,93,564,21,42,50.0,23,1,348,1401,746,49,11,10,46,41,838,427,51.0,113,81,17.2,5,49,17,34.7,2.86,0.99,0.10,0.29,13.6,0,0,0,5.9,5.9,0.12,-0.9,-0.9,74
42,82,Dani Calvo,19.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,82,19.8,21,13,17,3,1,9,21,42.9,12,183,67,36.6,119,60,4,28,13,0,15,19,40,112,0,82,19.8,640,743,86.1,13799,4334,185,196,94.4,339,360,94.2,109,174,62.6,0,0.0,0.0,0,25,0,0,26,82,19.8,929,131,571,391,20,10,901,2,2,100.0,2,0,528,3032,1466,25,1,0,3,2,595,580,97.5,1,82,19.8,2,7,4,57.1,0.35,0.20,0.29,0.50,8.9,0,0,0,0.9,0.9,0.13,+1.1,+1.1,71
