,ID,NAME,NATION,POSITION,TEAM,AGE,90S,SCA,SCA90,GCA,GCA90,TACKLES,TACKLESWIN,VSDRIBLETACKLE,%VSDRIBLETACKLE,PRESSURE,%PRESSUREWIN,BLOCKS,INTERCEPTIONS,TOTALPASSES,%TOTALPASSES,ASSIST,SHOTPASSES,TOTALTOUCHES,TOTALDRIBBLES,%TOTALDRIBBLES,DISTANCE,GOALS,SHOTS,SHOTSONTARGET,FREEKICKS,VAL
141,210,Maxime Gonalons,fr FRA,MF,Granada,30,16.7,14,0.84,0,0.00,61,39,23,39.7,421,31.1,26,12,482,83.2,0,5,744,14,77.8,2469,0,6,3,0,76
142,211,Bruno Gonzalez,es ESP,DF,Getafe,29,2.0,1,0.50,0,0.00,4,2,1,100.0,24,25.0,1,2,51,83.6,0,1,75,0,,281,0,0,0,0,74
143,212,Bruno Gonzalez,es ESP,DF,Levante,29,5.1,3,0.59,1,0.20,7,4,2,50.0,42,45.2,7,5,170,84.6,0,0,261,0,,689,0,1,0,0,74
144,215,Andoni Gorosabel,es ESP,DF,Real Sociedad,22,7.9,14,1.76,0,0.00,18,9,12,50.0,109,33.0,14,13,343,76.9,0,5,543,5,62.5,1407,0,1,1,0,71
145,217,Antoine Griezmann,fr FRA,FW,Barcelona,28,28.3,59,2.08,10,0.35,34,18,9,29.0,427,31.6,29,10,935,81.5,4,33,1408,18,48.6,3960,9,55,23,0,87
146,218,Andres Guardado,mx MEX,MF,Betis,32,22.7,59,2.60,7,0.31,31,18,14,31.8,367,23.4,31,18,876,84.1,3,28,1227,18,78.3,4436,0,12,4,0,78
147,219,Sergi Guardiola,es ESP,FW,Valladolid,28,29.5,50,1.69,6,0.20,19,11,2,9.5,553,17.9,35,4,455,68.1,2,15,1032,36,57.1,3379,8,54,19,3,77
148,220,Nemanja Gudelj,rs SRB,MFDF,Sevilla,27,13.5,12,0.89,1,0.07,19,12,6,40.0,137,29.9,28,12,614,90.6,0,2,811,11,78.6,2764,0,7,1,1,79
149,221,Gonçalo Guedes,pt POR,MFFW,Valencia,22,14.1,45,3.20,6,0.43,25,21,8,25.0,239,24.7,14,7,363,75.9,2,18,651,45,71.4,3441,2,23,9,0,81
150,223,Ander Guevara,es ESP,MF,Real Sociedad,22,10.4,16,1.53,0,0.00,30,18,10,41.7,216,28.7,13,7,585,86.0,0,8,790,10,83.3,2830,0,3,0,0,72
151,224,John Guidetti,se SWE,FWDF,Alavés,27,1.1,2,1.87,0,0.00,3,2,0,0.0,28,21.4,1,0,22,62.9,0,1,46,2,50.0,118,0,2,0,1,74
152,225,Hugo Guillamon,es ESP,DF,Valencia,19,5.5,1,0.18,0,0.00,15,8,8,57.1,46,30.4,5,3,287,91.1,0,0,379,1,33.3,1577,0,0,0,0,69
153,226,Munir El Haddadi,ma MAR,FW,Sevilla,23,13.9,40,2.88,4,0.29,27,19,5,31.3,213,33.3,12,4,348,76.7,2,16,652,15,71.4,1991,5,44,14,1,79
154,227,Eden Hazard,be BEL,FWMF,Real Madrid,28,12.0,49,4.09,8,0.67,9,7,3,23.1,120,28.3,9,10,522,85.4,3,22,787,41,62.1,4289,1,19,14,0,88
155,228,Mario Hermoso,es ESP,DF,Atlético Madrid,24,13.5,7,0.52,0,0.00,13,9,7,36.8,90,27.8,16,5,511,79.6,0,2,763,3,100.0,2126,0,3,2,0,80
156,229,Aridane Hernandez,gq EQG,DF,Osasuna,30,29.0,10,0.34,0,0.00,42,24,14,70.0,171,45.0,34,22,737,79.7,0,4,1286,3,75.0,2830,3,14,4,0,77
157,230,Javier Hernandez,mx MEX,FW,Sevilla,31,5.0,9,1.81,0,0.00,4,4,1,20.0,65,32.3,8,2,58,73.4,0,4,142,1,50.0,325,1,13,6,0,68
158,231,Juan Hernandez,es ESP,FWMF,Celta Vigo,24,1.0,4,4.14,0,0.00,0,0,0,0.0,16,6.3,0,1,14,60.9,0,2,29,3,60.0,77,0,1,0,0,74
159,232,Hector Herrera,mx MEX,MF,Atlético Madrid,29,12.5,37,2.97,3,0.24,32,26,12,41.4,220,31.8,28,11,671,86.4,2,21,929,16,84.2,3029,0,14,1,0,81
160,233,Sergio Herrera,es ESP,GK,Osasuna,26,18.4,5,0.27,0,0.00,0,0,0,0.0,3,33.3,0,0,292,47.7,0,1,672,3,100.0,2136,0,0,0,0,76
161,234,Yangel Herrera,ve VEN,MF,Granada,21,26.3,50,1.90,9,0.34,81,56,21,32.3,744,26.3,57,24,714,75.8,3,19,1257,21,77.8,3417,2,34,4,0,75
162,235,Iago Herrerin,es ESP,GK,Athletic Club,31,4.7,0,0.00,0,0.00,0,0,0,,2,0.0,0,0,101,59.8,0,0,175,0,,527,0,0,0,0,78
163,236,Pablo Hervias,es ESP,MFFW,Valladolid,26,11.3,29,2.57,2,0.18,27,18,14,53.8,222,31.1,13,4,280,69.7,0,12,541,29,56.9,3788,1,19,9,9,73
164,238,Vicente Iborra,es ESP,MF,Villarreal,31,29.4,25,0.85,3,0.10,60,41,28,45.9,462,25.3,51,22,1247,86.2,2,8,1715,10,66.7,3831,1,19,3,0,79
165,239,Borja Iglesias,es ESP,FW,Betis,26,21.4,27,1.26,4,0.19,5,5,0,0.0,287,19.5,15,5,238,74.6,2,15,524,17,45.9,1271,3,35,12,0,79
166,240,Asier Illarramendi,es ESP,MF,Real Sociedad,29,2.4,2,0.83,0,0.00,3,2,1,33.3,13,30.8,2,2,168,91.8,0,1,203,0,0.0,1077,0,1,0,0,80
167,241,Takashi Inui,jp JPN,MFFW,Eibar,31,21.8,45,2.07,4,0.18,28,17,11,26.2,413,24.5,33,12,436,73.8,3,19,837,18,45.0,3558,2,38,11,0,78
168,242,Alexander Isak,se SWE,FW,Real Sociedad,19,16.7,33,1.97,5,0.30,9,7,2,20.0,259,28.6,10,3,222,73.0,1,15,497,24,57.1,1877,9,44,22,1,79
169,243,Isco,es ESP,FWMF,Real Madrid,27,13.1,43,3.28,7,0.53,14,8,4,33.3,195,23.1,17,7,735,85.9,2,23,1002,34,63.0,4351,1,23,13,2,84
170,244,Ismael,es ESP,MF,Betis,18,0.9,0,0.00,0,0.00,2,1,0,,19,31.6,3,1,24,88.9,0,0,42,0,,86,0,0,0,0,64
171,247,Adnan Januzaj,be BEL,FWMF,Real Sociedad,24,13.0,56,4.32,7,0.54,9,4,3,15.8,174,24.7,10,7,323,65.1,3,22,703,34,52.3,3010,3,25,8,4,80
172,248,Jason,es ESP,MF,Getafe,25,13.1,41,3.14,7,0.54,31,19,9,25.0,256,30.9,23,12,236,58.0,4,27,611,20,40.0,1710,1,27,8,4,76
173,249,Joaquin,es ESP,MFFW,Betis,38,22.9,109,4.76,10,0.44,17,11,4,30.8,221,26.7,36,16,935,80.4,3,61,1379,58,70.7,5722,8,32,11,5,74
174,250,Frenkie de Jong,nl NED,MF,Barcelona,22,23.5,52,2.21,9,0.38,30,22,5,26.3,313,31.0,24,15,1536,92.5,2,23,1835,38,71.7,8779,2,4,4,0,85
175,252,Joan Jordan,es ESP,MF,Sevilla,25,25.0,71,2.83,7,0.28,60,47,24,31.2,494,28.1,39,20,1497,85.7,2,36,2000,43,76.8,5981,2,28,6,8,79
176,253,Willian Jose,br BRA,FW,Real Sociedad,27,22.3,46,2.06,5,0.22,3,3,0,0.0,188,35.1,16,1,406,71.9,1,18,764,9,47.4,2161,11,58,19,2,80
177,254,Joselu,es ESP,FW,Alavés,29,30.9,60,1.94,13,0.42,25,16,3,9.7,543,26.3,39,10,541,54.4,2,15,1434,12,48.0,1770,11,81,28,1,76
178,255,Luka Jović,rs SRB,FW,Real Madrid,21,4.8,7,1.47,2,0.42,3,2,0,,69,29.0,2,4,111,82.8,1,3,177,4,57.1,336,2,12,3,0,80
179,256,Juanmi,es ESP,FWMF,Betis,26,2.9,3,1.02,1,0.34,5,4,1,33.3,49,26.5,2,0,46,80.7,0,1,84,1,50.0,267,1,7,3,0,75
180,257,David Juncà,es ESP,DF,Celta Vigo,25,2.9,3,1.05,0,0.00,4,3,2,100.0,32,25.0,3,0,115,75.7,0,0,170,3,60.0,626,0,0,0,0,72
181,259,Vinicius Junior,br BRA,FWMF,Real Madrid,19,15.2,54,3.56,6,0.40,27,17,5,19.2,299,29.4,19,3,421,77.4,1,21,766,53,48.6,4081,3,39,16,0,80
182,260,Lee Kangin,kr KOR,MFFW,Valencia,18,5.0,13,2.58,2,0.40,3,2,0,0.0,113,24.8,3,0,188,78.7,0,6,288,9,81.8,1497,2,11,4,0,74
183,261,Wilfrid Kaptoum,cm CMR,MF,Betis,23,2.2,2,0.93,0,0.00,6,5,2,100.0,43,41.9,3,3,59,83.1,0,1,102,2,100.0,374,0,3,0,0,68
184,262,Kenedy,br BRA,MFDF,Getafe,23,6.5,18,2.76,3,0.46,11,8,2,66.7,111,27.0,9,11,133,66.2,3,9,315,19,63.3,1240,1,14,3,0,76
185,263,Kike,es ESP,FW,Eibar,29,19.6,33,1.68,3,0.15,11,6,4,33.3,323,30.0,17,2,327,67.1,1,9,770,8,44.4,1830,5,57,18,0,77
186,265,Kenan Kodro,ba BIH,FWMF,Athletic Club,25,4.0,4,0.99,0,0.00,1,0,1,50.0,88,20.5,2,1,55,64.0,0,1,119,3,100.0,232,1,4,2,1,68
187,266,Koke,es ESP,MF,Atlético Madrid,27,30.0,94,3.14,8,0.27,79,54,35,37.2,484,28.3,51,22,1436,82.0,5,57,2054,19,65.5,4431,4,23,9,0,85
188,267,Geoffrey Kondogbia,cf CTA,MF,Valencia,26,20.1,18,0.90,1,0.05,66,47,19,37.3,460,28.5,41,24,945,84.8,1,6,1365,16,84.2,5299,1,17,4,0,79
189,268,Jules Kounde,fr FRA,DF,Sevilla,20,25.7,14,0.55,3,0.12,24,17,11,57.9,187,42.2,28,12,1285,86.3,1,3,1745,19,82.6,5810,1,22,5,0,79
190,271,Toni Kroos,de GER,MF,Real Madrid,29,29.5,105,3.56,7,0.24,57,41,18,25.4,594,25.8,36,12,2233,88.9,5,63,2736,22,81.5,8731,4,57,18,2,88
191,272,Takefusa Kubo,jp JPN,MFFW,Mallorca,18,25.7,91,3.54,18,0.70,35,25,16,32.0,492,25.6,32,19,539,70.5,4,34,1161,72,60.0,5738,4,54,25,6,75
192,273,Victor Laguardia,es ESP,DF,Alavés,29,29.5,16,0.54,3,0.10,25,17,13,39.4,214,25.7,45,17,774,75.4,2,7,1316,3,60.0,3055,1,8,1,0,78
193,274,Diego Lainez,mx MEX,MFFW,Betis,19,3.9,4,1.03,0,0.00,7,5,3,30.0,66,22.7,9,0,89,74.8,0,2,182,18,66.7,1045,0,6,2,0,72
194,276,Toni Lato,es ESP,DFMF,Osasuna,21,5.2,7,1.34,1,0.19,20,12,5,71.4,111,28.8,13,4,168,65.6,0,4,326,10,90.9,682,1,4,2,0,73
195,277,Robin Le Normand,fr FRA,DF,Real Sociedad,22,26.6,11,0.41,1,0.04,46,27,22,61.1,189,43.9,22,14,1516,89.4,0,5,1944,0,,8006,1,12,2,0,75
196,279,Iñigo Lekue,es ESP,FWDF,Athletic Club,26,6.9,14,2.02,2,0.29,23,15,13,59.1,118,32.2,12,1,195,68.9,1,9,388,11,29.7,1142,0,3,0,0,74
197,280,Thomas Lemar,fr FRA,MF,Atlético Madrid,23,10.3,20,1.95,1,0.10,12,9,4,33.3,196,24.5,18,5,319,78.8,0,6,524,21,55.3,2175,0,11,3,3,81
198,281,Clement Lenglet,fr FRA,DF,Barcelona,24,26.9,14,0.52,3,0.11,50,38,12,41.4,282,43.3,44,15,1989,92.6,1,5,2375,5,55.6,9738,2,10,3,0,85
199,282,Pedro Leon,es ESP,MFFW,Eibar,32,21.1,67,3.18,5,0.24,27,15,7,31.8,382,26.7,30,13,416,58.0,2,43,945,20,52.6,2413,1,38,14,6,79
200,283,Sergio Leon,es ESP,FW,Levante,30,7.5,8,1.07,1,0.13,6,4,2,28.6,108,23.1,6,2,63,58.3,0,2,190,2,20.0,421,1,22,5,0,74
201,285,Diego Llorente,es ESP,DF,Real Sociedad,25,25.9,14,0.54,2,0.08,32,21,16,55.2,205,37.1,30,19,1410,88.2,1,4,1842,6,75.0,8187,1,10,4,0,76
202,286,Marcos Llorente,es ESP,MFFW,Atlético Madrid,24,15.2,27,1.78,7,0.46,33,22,8,30.8,309,31.7,30,6,395,77.9,3,15,676,25,75.8,2614,3,14,5,0,82
203,288,Renan Lodi,br BRA,DF,Atlético Madrid,21,26.6,31,1.16,2,0.08,72,46,37,48.1,363,27.8,63,22,926,74.3,2,20,1569,14,46.7,4194,1,16,3,0,81
204,290,Adrian Lopez,es ESP,FWMF,Osasuna,31,16.0,42,2.62,3,0.19,10,6,4,20.0,184,29.9,10,6,358,70.6,0,22,657,15,50.0,2889,2,18,7,0,75
205,293,Javi Lopez,es ESP,DF,Espanyol,33,15.4,20,1.30,0,0.00,47,26,17,43.6,197,31.0,25,11,534,74.4,0,10,888,14,66.7,2449,0,3,0,0,58
206,293,Javi Lopez,es ESP,DF,Espanyol,33,15.4,20,1.30,0,0.00,47,26,17,43.6,197,31.0,25,11,534,74.4,0,10,888,14,66.7,2449,0,3,0,0,61
207,294,Javi Lopez,es ESP,DF,Alavés,17,1.0,1,1.00,0,0.00,5,3,1,50.0,18,50.0,1,0,18,60.0,0,0,45,0,,94,0,0,0,0,58
208,294,Javi Lopez,es ESP,DF,Alavés,17,1.0,1,1.00,0,0.00,5,3,1,50.0,18,50.0,1,0,18,60.0,0,0,45,0,,94,0,0,0,0,61
209,296,Roberto Lopez,es ESP,MFFW,Real Sociedad,19,0.6,3,5.29,2,3.53,3,2,0,0.0,16,31.3,2,0,36,78.3,1,1,55,3,100.0,170,0,0,0,0,64
210,297,Unai Lopez,es ESP,MF,Athletic Club,23,19.9,48,2.42,5,0.25,38,27,9,21.4,339,29.8,19,13,1004,83.0,4,36,1374,19,82.6,4633,1,28,9,5,77
211,298,Losada,es ESP,MFFW,Celta Vigo,17,0.1,0,0.00,0,0.00,0,0,0,,0,,0,0,7,77.8,0,0,12,0,,37,1,1,1,0,68
212,299,Pol Lozano,es ESP,MFFW,Espanyol,19,1.9,1,0.52,0,0.00,5,4,2,33.3,47,38.3,6,0,82,89.1,0,0,105,1,100.0,396,0,0,0,0,70
213,300,Jose Luis Gayà,es ESP,DF,Valencia,24,22.1,22,1.00,3,0.14,43,24,18,45.0,249,30.5,33,10,815,78.4,1,13,1255,31,60.8,5202,0,9,2,0,83
214,301,Jose Luis Morales,es ESP,FWMF,Levante,32,28.0,66,2.36,6,0.21,15,7,6,18.8,354,22.0,25,11,472,67.4,2,33,999,51,49.0,4125,4,39,14,0,79
215,303,Darwin Machis,ve VEN,FWMF,Granada,26,23.7,84,3.55,10,0.42,28,19,12,36.4,358,26.3,36,12,361,62.0,5,39,896,51,58.6,4354,7,72,27,2,78
216,305,Abdallahi Mahmoud,mr MTN,MF,Alavés,19,1.7,0,0.00,0,0.00,5,5,1,16.7,39,30.8,1,4,33,86.8,0,0,61,3,75.0,143,0,0,0,0,62
217,306,Nemanja Maksimović,rs SRB,MF,Getafe,24,32.2,37,1.15,3,0.09,53,34,15,26.8,698,29.5,47,40,534,73.2,0,13,988,8,57.1,2076,2,32,11,0,79
218,307,Hugo Mallo,es ESP,DF,Celta Vigo,28,21.8,28,1.28,2,0.09,63,28,20,40.0,292,27.1,53,14,998,76.7,1,13,1570,8,66.7,3667,0,6,3,0,78
219,308,Aïssa Mandi,dz ALG,DF,Betis,27,28.6,17,0.59,1,0.03,33,16,16,48.5,175,30.9,46,24,1626,91.5,0,7,2047,6,66.7,6496,0,10,3,0,79
220,309,Eliaquim Mangala,fr FRA,DF,Valencia,28,7.5,0,0.00,0,0.00,6,4,3,75.0,44,36.4,11,2,254,87.9,0,0,353,0,0.0,905,0,1,0,0,74
221,310,Marcelo,br BRA,DF,Real Madrid,31,14.4,50,3.47,7,0.49,20,12,10,30.3,137,32.8,21,15,882,82.4,2,26,1212,10,76.9,3996,1,17,6,0,83
222,311,Oscar de Marcos,es ESP,DFFW,Athletic Club,30,6.0,11,1.83,1,0.17,5,0,2,40.0,72,15.3,13,4,168,73.7,1,9,275,2,50.0,853,0,1,0,0,78
223,312,Miguel Mari,es ESP,MF,Eibar,22,0.1,0,0.00,0,0.00,1,0,0,,4,0.0,1,0,1,50.0,0,0,5,0,,3,0,0,0,0,70
224,313,Jose Maria Gimenez,uy URU,DF,Atlético Madrid,24,19.5,9,0.46,0,0.00,24,11,8,57.1,98,31.6,25,9,753,88.3,0,0,1040,1,100.0,2904,0,11,2,0,84
225,314,Mariano,do DOM,FW,Real Madrid,25,0.5,2,4.00,1,2.00,0,0,0,0.0,14,21.4,1,0,11,73.3,0,1,23,2,100.0,82,1,5,2,0,77
226,315,Adrian Marin,es ESP,DF,Alavés,22,9.5,11,1.16,0,0.00,19,6,3,50.0,87,25.3,23,10,253,71.3,0,5,466,8,36.4,1037,0,3,0,0,73
227,317,Roger Marti,es ESP,FW,Levante,28,25.2,41,1.63,4,0.16,20,11,5,21.7,451,18.8,20,7,284,63.4,1,22,710,12,46.2,1806,11,53,20,0,77
228,318,Daniel Martin,es ESP,GK,Betis,21,5.9,2,0.34,0,0.00,0,0,0,,0,,0,0,146,75.3,0,1,201,0,,449,0,0,0,0,70
229,319,Alex Martinez,es ESP,DF,Granada,28,0.2,0,0.00,0,0.00,0,0,0,,1,0.0,0,0,5,50.0,0,0,10,0,,46,0,1,0,1,74
230,320,Iñigo Martinez,es ESP,DF,Athletic Club,28,33.0,24,0.73,3,0.09,55,31,20,52.6,249,36.1,43,26,1190,79.3,1,7,1904,8,72.7,7177,1,27,4,4,80
231,321,Javi Martinez,es ESP,MF,Osasuna,19,0.1,1,9.00,0,0.00,0,0,0,,1,100.0,0,0,4,80.0,0,0,9,0,,22,0,0,0,0,61
232,322,Pablo Martinez,es ESP,MFFW,Levante,21,0.4,1,2.73,0,0.00,2,2,0,0.0,25,24.0,1,1,14,77.8,0,1,31,0,0.0,53,0,1,0,1,62
233,323,Jordi Masip,es ESP,GK,Valladolid,30,35.0,7,0.20,0,0.00,0,0,0,0.0,4,0.0,0,0,540,51.2,0,1,1107,0,,2795,0,0,0,0,81
234,324,Jaime Mata,es ESP,FW,Getafe,30,30.5,68,2.23,9,0.29,26,12,4,22.2,455,24.0,22,4,508,64.3,3,30,1136,18,48.6,2292,11,51,20,0,79
235,325,Borja Mayoral,es ESP,FW,Levante,22,23.8,61,2.57,11,0.46,9,4,1,7.7,322,26.1,14,7,447,79.7,2,23,782,30,52.6,2607,8,45,18,0,76
236,327,Gonzalo Melero,es ESP,MF,Levante,25,13.7,19,1.38,1,0.07,28,16,7,30.4,256,27.0,18,7,458,83.6,1,9,703,12,54.5,1951,2,17,7,0,75
237,329,Brais Mendez,es ESP,MFFW,Celta Vigo,22,16.4,36,2.19,5,0.30,22,13,12,33.3,314,21.7,19,5,519,75.7,2,16,907,25,59.5,2527,0,24,8,0,75
238,330,Edgar Mendez,es ESP,MFFW,Alavés,29,9.6,13,1.35,0,0.00,15,8,3,30.0,143,22.4,18,3,134,68.0,0,6,317,12,70.6,990,1,9,4,0,73
239,331,Ferland Mendy,fr FRA,DF,Real Madrid,24,20.1,42,2.09,7,0.35,31,16,10,52.6,169,32.0,38,17,1075,85.2,3,20,1489,52,72.2,5023,1,7,2,0,83
240,333,Mikel Merino,es ESP,MF,Real Sociedad,23,34.9,80,2.29,8,0.23,82,63,22,27.2,668,30.2,58,34,1519,77.0,1,33,2407,34,58.6,6682,5,44,14,1,80
241,335,Roque Mesa,es ESP,MF,Leganés,30,22.4,54,2.42,7,0.31,45,29,12,35.3,478,28.0,32,7,724,80.0,3,28,1152,32,58.2,5624,1,26,9,1,77
242,336,Lionel Messi,ar ARG,FWMF,Barcelona,32,32.0,219,6.84,35,1.09,14,10,0,0.0,287,30.3,7,4,1700,79.4,21,86,2615,183,66.8,11525,25,154,63,43,93
243,337,Michel,es ESP,MF,Valladolid,31,24.2,57,2.36,5,0.21,47,32,20,29.0,525,25.0,35,27,1096,78.1,2,31,1613,18,69.2,4564,1,11,2,2,73
244,338,Miguel,es ESP,FW,Valladolid,19,2.6,3,1.16,0,0.00,2,1,2,50.0,50,30.0,1,0,22,51.2,0,2,72,4,80.0,178,0,2,1,0,67
245,339,Eder Militão,br BRA,DF,Real Madrid,21,11.4,4,0.35,0,0.00,23,14,5,50.0,101,33.7,14,14,599,87.7,0,1,803,1,50.0,2758,0,3,1,0,80
246,340,Santi Mina,es ESP,FWMF,Celta Vigo,23,21.6,49,2.27,7,0.32,14,8,4,10.5,405,24.9,24,11,500,70.8,3,19,996,11,36.7,2239,6,48,14,1,76
247,341,Jorge Miramon,es ESP,DF,Levante,30,27.0,37,1.37,5,0.19,63,32,26,53.1,303,29.7,65,40,994,78.7,3,24,1542,22,64.7,4580,0,9,2,0,76
248,342,Luka Modrić,hr CRO,MF,Real Madrid,33,22.2,89,4.01,16,0.72,34,17,14,41.2,403,23.3,22,15,1278,86.5,7,42,1696,40,62.5,7098,3,30,13,0,87
249,343,Jorge Molina,es ESP,FW,Getafe,37,21.0,60,2.86,10,0.48,9,6,2,14.3,213,26.3,13,4,401,66.8,3,23,837,22,64.7,1873,5,30,7,0,78
250,344,Jon Moncayola,es ESP,MFDF,Osasuna,21,16.6,22,1.32,1,0.06,55,31,25,42.4,365,27.7,40,7,504,76.8,0,7,831,11,68.8,1617,1,14,3,0,73
251,345,Nacho Monreal,es ESP,DF,Real Sociedad,33,26.6,28,1.05,1,0.04,40,24,24,45.3,304,26.6,58,23,1136,82.3,0,12,1640,10,66.7,3857,2,16,5,0,80
252,346,Joan Monterde,es ESP,MF,Levante,21,0.1,0,0.00,0,0.00,0,0,0,,3,66.7,0,0,6,100.0,0,0,8,1,100.0,42,0,0,0,0,62
253,347,Angel Montoro,es ESP,MF,Granada,31,10.8,36,3.33,6,0.55,17,11,2,15.4,156,26.9,20,8,441,76.0,5,19,683,6,60.0,2127,2,14,5,1,77
254,348,Alvaro Morata,es ESP,FW,Atlético Madrid,26,23.3,55,2.36,5,0.21,19,15,2,18.2,328,25.9,17,4,335,66.9,2,23,850,19,57.6,2386,12,64,27,0,82
255,349,Alberto Moreno,es ESP,DF,Villarreal,27,16.3,19,1.16,2,0.12,33,21,9,29.0,232,31.9,34,11,841,85.7,0,12,1159,11,47.8,3259,0,9,3,0,77
256,350,Alex Moreno,es ESP,DF,Betis,26,25.2,58,2.30,5,0.20,40,24,7,20.0,376,28.7,47,17,1009,78.5,4,24,1622,48,58.5,6223,0,25,8,0,77
257,351,Gerard Moreno,es ESP,FWMF,Villarreal,27,30.5,95,3.12,17,0.56,17,14,7,14.6,392,23.0,30,8,743,72.3,5,50,1447,61,60.4,4763,18,85,32,0,83
258,353,Loren Moron,es ESP,FW,Betis,25,22.6,36,1.60,5,0.22,15,10,3,18.8,373,24.1,31,6,217,70.2,3,16,576,20,58.8,1498,10,49,18,0,78
259,355,Javi Moyano,es ESP,DF,Valladolid,33,24.7,31,1.25,1,0.04,29,15,5,35.7,202,27.7,41,16,777,73.5,0,13,1273,19,86.4,2859,0,6,0,0,71
260,356,Iker Muniain,es ESP,FWMF,Athletic Club,26,26.5,76,2.87,6,0.23,34,23,4,16.0,333,26.4,17,10,903,82.6,2,36,1358,54,58.1,5085,5,28,13,1,83
261,357,Aihen Muñoz,es ESP,DF,Real Sociedad,21,10.9,8,0.73,1,0.09,24,9,11,45.8,134,41.0,19,2,508,77.4,0,0,754,6,46.2,1849,0,0,0,0,73
262,359,Jeison Murillo,co COL,DF,Celta Vigo,27,17.0,2,0.12,0,0.00,37,17,16,55.2,152,31.6,21,5,618,88.3,0,0,892,1,50.0,2264,1,9,6,0,77
263,360,Nacho,es ESP,DF,Valladolid,30,21.0,47,2.23,6,0.29,51,28,15,30.6,298,32.2,51,19,822,72.5,2,28,1354,13,52.0,3559,0,10,2,1,78
264,360,Nacho,es ESP,DF,Valladolid,30,21.0,47,2.23,6,0.29,51,28,15,30.6,298,32.2,51,19,822,72.5,2,28,1354,13,52.0,3559,0,10,2,1,61
265,361,Nacho,es ESP,DF,Real Madrid,29,4.9,7,1.44,0,0.00,12,6,4,33.3,52,26.9,14,7,253,86.3,0,3,354,1,20.0,774,1,6,1,0,78
266,361,Nacho,es ESP,DF,Real Madrid,29,4.9,7,1.44,0,0.00,12,6,4,33.3,52,26.9,14,7,253,86.3,0,3,354,1,20.0,774,1,6,1,0,61
267,363,Marc Navarro,es ESP,DF,Leganés,24,2.4,1,0.41,0,0.00,3,2,2,100.0,23,8.7,2,0,55,69.6,0,0,102,2,100.0,260,0,5,0,0,63
268,364,Ximo Navarro,es ESP,DF,Alavés,29,21.1,6,0.28,0,0.00,47,27,11,37.9,269,30.1,49,26,643,75.8,0,3,1119,14,66.7,3049,0,7,1,0,74
269,365,Jesus Navas,es ESP,DF,Sevilla,33,37.4,95,2.54,14,0.37,34,19,18,52.9,230,27.4,54,22,2077,78.3,7,63,2957,47,70.1,11924,0,10,2,0,84
270,366,Raul Navas,es ESP,DF,Osasuna,31,7.9,3,0.38,0,0.00,15,11,3,21.4,67,43.3,19,7,218,80.4,0,3,351,5,83.3,1046,0,0,0,0,73
271,367,Neto,br BRA,GK,Barcelona,30,2.0,1,0.50,0,0.00,0,0,0,,0,,0,0,55,88.7,0,0,64,0,,116,0,0,0,0,82
272,368,Carlos Neva,es ESP,DF,Granada,23,24.5,16,0.65,3,0.12,17,8,8,47.1,264,23.1,52,17,624,69.3,1,11,1112,6,50.0,2706,0,7,4,0,76
273,369,Saul Ñiguez,es ESP,MFDF,Atlético Madrid,24,34.1,52,1.52,2,0.06,98,65,33,36.3,602,31.9,102,22,1376,79.4,0,18,2170,24,64.9,5552,6,41,8,2,71
274,370,Fernando Niño,es ESP,FW,Villarreal,18,0.9,1,1.08,0,0.00,3,1,0,0.0,14,28.6,0,0,13,61.9,0,0,33,2,100.0,96,1,1,1,0,65
275,371,Nolito,es ESP,FWMF,Celta Vigo,32,3.6,15,4.17,2,0.56,6,4,0,0.0,73,30.1,6,1,115,70.1,1,5,210,1,16.7,555,2,6,4,2,76
276,372,Nolito,es ESP,FW,Sevilla,32,10.0,32,3.21,2,0.20,12,9,6,25.0,141,26.2,10,2,263,76.2,0,13,438,12,75.0,1518,3,28,12,0,76
277,373,Unai Nuñez,es ESP,DF,Athletic Club,22,17.5,5,0.29,1,0.06,13,10,5,27.8,112,33.9,30,12,587,86.1,0,3,874,6,85.7,2770,0,8,3,0,78
278,374,Allan Nyom,cm CMR,DFMF,Getafe,31,26.9,18,0.67,2,0.07,49,20,17,47.2,336,28.9,38,15,587,63.7,0,10,1170,13,46.4,2919,2,13,5,0,75
279,375,Jan Oblak,si SVN,GK,Atlético Madrid,26,37.7,2,0.05,0,0.00,0,0,0,,1,0.0,0,0,558,58.1,0,0,1011,1,100.0,2325,0,0,0,0,91
280,377,Lucas Ocampos,ar ARG,FW,Sevilla,25,30.5,65,2.13,8,0.26,52,32,21,28.8,503,28.6,55,15,728,74.9,3,23,1524,83,49.4,6792,14,81,31,0,82
281,378,Martin Ødegaard,no NOR,MF,Real Sociedad,20,28.1,116,4.13,15,0.53,28,18,6,16.7,517,24.2,20,15,1308,80.9,6,60,1904,63,67.0,8462,4,49,17,4,83
282,379,Alvaro Odriozola,es ESP,DF,Real Madrid,23,3.8,10,2.62,2,0.52,8,4,7,63.6,39,33.3,5,3,153,86.9,1,5,212,9,69.2,856,0,2,0,0,79
283,380,Lucas Olaza,uy URU,DF,Celta Vigo,25,34.9,59,1.69,6,0.17,64,36,29,54.7,379,30.3,65,16,1496,74.4,3,36,2302,15,57.7,5821,1,19,5,7,77
