,ID,NAME,NATION,POSITION,TEAM,AGE,90S,SCA,SCA90,GCA,GCA90,TACKLES,TACKLESWIN,VSDRIBLETACKLE,%VSDRIBLETACKLE,PRESSURE,%PRESSUREWIN,BLOCKS,INTERCEPTIONS,TOTALPASSES,%TOTALPASSES,ASSIST,SHOTPASSES,TOTALTOUCHES,TOTALDRIBBLES,%TOTALDRIBBLES,DISTANCE,GOALS,SHOTS,SHOTSONTARGET,FREEKICKS,VAL
10,29,Mauro Arambarri,uy URU,MF,Getafe,25,29.6,70,2.37,11,0.37,64,37,17,29.8,634,25.6,54,47,947,75.0,5,40,1585,39,69.6,4990,0,37,8,2,80
11,31,Ronald Araujo,uy URU,DF,Barcelona,22,25.2,13,0.51,0,0.00,49,33,23,76.7,220,38.6,50,37,1485,90.4,0,6,1871,6,50.0,7654,4,19,10,0,83
12,32,Jesus Areso,es ESP,DF,Osasuna,22,2.1,2,0.96,0,0.00,5,3,1,50.0,24,45.8,1,1,49,66.2,0,1,94,0,0.0,202,0,0,0,0,67
13,34,Santiago Arias,co COL,DF,Granada,29,4.9,8,1.64,0,0.00,13,6,4,40.0,75,34.7,11,4,164,73.5,0,5,273,3,42.9,616,1,3,1,0,79
14,35,Santiago Arzamendia,py PAR,MFDF,Cádiz,23,5.2,4,0.77,0,0.00,14,12,7,43.8,97,30.9,9,8,109,64.1,0,1,238,2,20.0,615,1,6,1,0,70
15,36,Sergio Asenjo,es ESP,GK,Villarreal,32,6.0,1,0.17,0,0.00,0,0,0,,0,,0,0,183,82.4,0,0,246,0,,544,0,0,0,0,79
16,38,Marco Asensio,es ESP,FWMF,Real Madrid,25,19.2,65,3.38,7,0.36,16,10,7,35.0,184,23.9,15,25,740,81.9,0,30,1091,20,51.3,4718,10,64,31,1,83
17,40,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,32,12.0,15,1.25,2,0.17,2,2,0,0.0,194,21.6,17,5,184,75.4,1,7,353,6,75.0,747,11,38,20,0,85
18,42,Serge Aurier,ci CIV,DF,Villarreal,28,11.2,13,1.16,1,0.09,21,14,6,60.0,136,30.9,22,23,627,85.4,1,7,869,10,58.8,2018,0,11,2,0,79
19,43,Ezequiel Avila,ar ARG,FWMF,Osasuna,27,20.8,37,1.78,6,0.29,16,9,12,46.2,268,29.1,26,24,307,56.3,1,17,804,12,38.7,2530,6,60,15,4,79
20,44,Iddrisu Baba,gh GHA,MF,Mallorca,25,21.5,18,0.84,1,0.05,71,51,21,56.8,388,32.7,34,36,623,80.4,0,8,1023,15,55.6,3211,2,22,8,0,75
21,48,Alejandro Balde,es ESP,DFFW,Barcelona,17,2.1,3,1.44,0,0.00,4,2,0,,38,23.7,5,2,140,92.1,0,1,182,2,33.3,684,0,1,0,0,68
22,50,Mikel Balenziaga,es ESP,DF,Athletic Club,33,22.5,20,0.89,1,0.04,50,36,26,57.8,270,29.3,55,52,766,76.3,0,8,1233,9,60.0,2538,0,6,2,0,75
23,51,Ivan Balliu,al ALB,DF,Rayo Vallecano,29,35.0,77,2.20,5,0.14,32,15,11,40.7,316,29.4,49,58,1373,76.4,2,43,2135,26,44.8,5458,1,15,3,0,75
24,52,Barbero,es ESP,MFFW,Osasuna,22,0.2,1,4.29,0,0.00,1,1,0,,10,10.0,0,0,6,46.2,0,1,19,1,100.0,23,0,0,0,0,67
25,58,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,19,6.1,16,2.63,3,0.49,21,15,7,38.9,130,29.2,5,7,136,72.7,1,8,288,17,48.6,1308,1,8,2,0,74
26,59,Marc Bartra,es ESP,DF,Betis,30,22.1,11,0.50,0,0.00,44,20,20,48.8,203,33.5,50,43,919,82.9,0,6,1378,7,87.5,4174,1,15,3,0,81
27,60,Alvaro Bastida,es ESP,MF,Cádiz,17,2.2,0,0.00,0,0.00,5,2,2,66.7,44,18.2,0,4,42,79.2,0,0,63,0,0.0,112,0,0,0,0,65
28,63,Bebe,cv CPV,FWMF,Rayo Vallecano,31,9.6,41,4.26,6,0.62,10,5,3,30.0,134,23.9,21,8,211,61.7,2,16,513,31,59.6,3091,1,49,7,10,74
29,68,Pedro Benito,es ESP,FW,Cádiz,21,0.3,0,0.00,0,0.00,0,0,0,0.0,15,13.3,0,0,4,66.7,0,0,8,0,0.0,29,0,0,0,0,62
30,69,Karim Benzema,fr FRA,FW,Real Madrid,33,28.8,124,4.30,21,0.73,11,5,2,22.2,261,29.1,10,7,1058,84.7,12,61,1521,35,71.4,5190,27,118,47,3,91
31,70,Yuri Berchiche,es ESP,DF,Athletic Club,31,11.3,19,1.68,3,0.27,29,18,8,50.0,155,31.6,29,28,509,79.4,2,6,776,4,40.0,2764,1,8,3,0,82
32,71,Alex Berenguer,es ESP,MFFW,Athletic Club,26,24.1,71,2.95,8,0.33,47,31,11,23.4,596,24.3,55,24,559,64.5,6,44,1246,31,40.8,4091,3,46,14,1,80
33,73,Blanco,es ESP,MF,Real Madrid,21,0.3,1,2.90,1,2.90,0,0,0,0.0,9,22.2,1,2,17,94.4,0,0,23,2,100.0,97,0,0,0,0,71
34,74,Yassine Bounou,ma MAR,GK,Sevilla,30,31.0,4,0.13,2,0.06,0,0,0,,1,0.0,0,0,811,75.7,2,2,1138,1,100.0,2229,0,0,0,0,84
35,75,Lucas Boye,ar ARG,FW,Elche,25,19.0,43,2.26,9,0.47,28,17,7,41.2,327,25.7,22,10,326,73.3,3,18,845,45,58.4,2602,7,49,15,2,77
36,76,Martin Braithwaite,dk DEN,FW,Barcelona,30,2.6,3,1.15,1,0.38,1,1,0,,32,46.9,4,0,46,80.7,1,2,92,3,60.0,248,2,7,3,0,76
37,78,Claudio Bravo,cl CHI,GK,Betis,38,16.2,3,0.19,0,0.00,0,0,0,,3,0.0,0,0,325,64.1,0,1,537,0,,1298,0,0,0,0,78
38,81,Ante Budimir,hr CRO,FW,Osasuna,30,19.3,31,1.61,4,0.21,23,11,4,26.7,403,26.8,24,7,225,62.2,2,9,620,9,33.3,1109,8,44,18,0,76
39,82,Sergio Busquets,es ESP,MF,Barcelona,33,35.5,85,2.39,3,0.08,95,72,46,54.1,633,34.3,58,57,2462,88.0,0,33,3109,18,90.0,7059,2,14,4,0,85
40,85,Leandro Cabrera,uy URU,DF,Espanyol,30,37.0,26,0.70,4,0.11,43,27,21,51.2,279,30.8,46,65,1405,75.9,0,7,2268,5,71.4,5114,2,17,6,0,75
41,88,Calderon,es ESP,DF,Betis,21,0.7,1,1.38,0,0.00,1,1,0,0.0,2,0.0,2,1,43,91.5,0,1,53,0,,224,0,0,0,0,60
42,90,Victor Camarasa,es ESP,MFFW,Betis,27,1.2,1,0.83,0,0.00,1,1,0,0.0,19,21.1,3,3,47,85.5,0,0,74,0,0.0,345,0,1,0,0,71
43,91,Eduardo Camavinga,fr FRA,MF,Real Madrid,18,13.7,31,2.26,3,0.22,50,32,18,54.5,345,26.4,28,18,758,90.1,1,13,1015,21,65.6,3688,2,12,5,0,79
44,93,Sergio Canales,es ESP,FWMF,Betis,30,31.0,117,3.77,13,0.42,31,27,10,31.3,318,30.2,20,19,1551,83.1,8,62,2128,28,53.8,9976,5,55,23,3,84
45,95,Ander Capa,es ESP,DF,Athletic Club,29,0.0,0,0.00,0,0.00,0,0,0,,1,100.0,0,0,1,50.0,0,0,3,0,,21,0,1,0,0,77
46,96,Etienne Capoue,fr FRA,MF,Villarreal,33,25.4,25,0.98,3,0.12,50,34,12,44.4,341,36.4,24,36,1178,88.2,1,5,1600,31,67.4,6231,1,14,5,0,80
47,101,Carmona,es ESP,DF,Sevilla,19,0.3,0,0.00,0,0.00,0,0,0,,2,100.0,0,1,6,50.0,0,0,15,1,100.0,33,0,0,0,0,60
48,102,Yannick Carrasco,be BEL,DFMF,Atlético Madrid,27,28.7,115,4.01,12,0.42,36,23,22,47.8,340,31.8,23,37,977,76.1,6,55,1643,73,57.9,6817,6,49,10,1,63
49,104,Dani Carvajal,es ESP,DF,Real Madrid,29,17.2,38,2.21,6,0.35,35,22,12,38.7,233,27.9,33,34,1040,86.3,3,26,1375,8,40.0,3420,1,10,2,0,84
50,105,William Carvalho,pt POR,MF,Betis,29,20.1,50,2.49,7,0.35,48,34,18,47.4,291,30.2,23,22,1164,88.2,3,21,1555,38,71.7,5087,2,33,10,0,80
51,106,Casemiro,br BRA,MF,Real Madrid,29,28.5,63,2.21,11,0.39,90,64,32,45.7,445,40.2,65,59,1714,86.4,3,24,2373,13,54.2,5345,1,41,9,1,89
52,108,Catena,es ESP,DF,Rayo Vallecano,26,36.0,25,0.69,3,0.08,36,22,20,55.6,190,35.8,50,55,1383,82.7,2,7,2024,6,60.0,5596,2,22,6,0,76
53,109,Dani Ceballos,es ESP,MF,Real Madrid,24,3.1,13,4.24,2,0.65,12,6,5,62.5,66,30.3,6,7,238,90.5,0,3,312,3,42.9,1356,0,10,3,1,77
54,111,Chapela,es ESP,MFFW,Cádiz,22,4.4,5,1.13,1,0.23,7,3,0,0.0,85,22.4,7,6,56,62.2,0,2,134,2,40.0,547,0,3,0,0,66
55,113,Denis Cheryshev,ru RUS,MF,Valencia,30,6.3,15,2.40,3,0.48,10,5,5,35.7,111,22.5,11,13,108,63.9,1,3,259,6,46.2,741,0,11,4,0,75
56,114,Samuel Chukwueze,ng NGA,MFFW,Villarreal,22,14.8,50,3.38,7,0.47,11,7,5,62.5,160,31.9,6,15,344,72.7,3,27,695,58,53.2,3685,3,34,7,0,79
57,115,Victor Chust,es ESP,DF,Cádiz,21,20.3,7,0.34,0,0.00,23,14,7,46.7,186,41.4,31,30,699,86.7,0,0,990,6,85.7,4681,0,9,2,0,74
58,117,Pathe Ciss,sn SEN,MF,Rayo Vallecano,27,12.2,24,1.97,1,0.08,33,19,12,46.2,198,31.8,26,31,447,83.6,1,4,703,9,75.0,2080,2,20,5,2,73
59,120,Alex Collado,es ESP,MFFW,Granada,22,11.3,33,2.91,2,0.18,33,18,9,32.1,362,21.0,29,24,280,74.9,1,15,561,21,52.5,2039,2,17,8,1,68
60,121,Eray Cömert,ch SUI,DF,Valencia,23,4.5,3,0.66,0,0.00,5,2,3,60.0,39,28.2,4,6,158,83.2,0,0,220,0,,882,0,3,1,0,71
61,122,Santi Comesaña,es ESP,MF,Rayo Vallecano,24,29.8,54,1.81,5,0.17,91,64,34,35.4,790,31.3,61,54,1241,83.4,2,28,1844,37,61.7,5445,1,34,5,1,75
62,123,Diego Conde,es ESP,GK,Getafe,22,0.1,0,0.00,0,0.00,0,0,0,,0,,0,0,0,0.0,0,0,6,0,,14,0,0,0,0,65
63,124,Francis Coquelin,fr FRA,MF,Villarreal,30,9.2,17,1.84,1,0.11,28,14,11,64.7,158,41.8,14,16,424,88.3,1,10,605,15,71.4,1947,2,5,2,0,80
64,125,Jesus Corona,mx MEX,FWDF,Sevilla,28,12.9,38,2.96,6,0.47,13,7,3,42.9,131,31.3,8,13,476,77.8,4,23,765,18,47.4,2615,2,12,4,0,81
65,126,Angel Correa,ar ARG,FWMF,Atlético Madrid,26,20.6,57,2.76,10,0.48,24,15,7,29.2,406,27.6,29,15,483,73.7,5,24,937,26,49.1,2728,12,50,22,0,83
66,127,Thierry Correia,pt POR,DF,Valencia,22,15.7,22,1.40,1,0.06,49,31,12,42.9,339,28.9,31,35,450,69.4,1,9,840,10,33.3,2257,0,3,1,0,76
67,130,Thibaut Courtois,be BEL,GK,Real Madrid,29,36.0,3,0.08,1,0.03,0,0,0,0.0,4,0.0,0,0,936,82.2,0,0,1209,0,,2927,0,0,0,0,90
68,133,Juan Cruz Armada,es ESP,DF,Osasuna,29,21.5,6,0.28,0,0.00,28,15,11,55.0,155,35.5,26,44,786,82.6,0,2,1105,8,72.7,3836,0,3,0,0,66
69,135,Jorge Cuenca,es ESP,DF,Getafe,21,29.8,7,0.23,1,0.03,54,26,20,66.7,238,32.4,51,60,747,69.8,0,2,1414,7,87.5,2892,1,16,6,0,73
70,136,Matheus Cunha,br BRA,FW,Atlético Madrid,22,11.8,22,1.86,7,0.59,26,17,3,25.0,260,27.7,15,8,167,71.7,4,8,415,7,53.8,1259,6,36,14,0,81
71,137,Sergi Darder,es ESP,MF,Espanyol,27,34.7,88,2.53,14,0.40,43,26,12,24.5,530,24.0,34,44,1442,82.6,9,41,2045,42,65.6,9412,3,44,17,0,82
72,138,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,27,23.9,85,3.56,5,0.21,56,30,23,46.0,505,24.4,35,31,1125,79.2,1,52,1687,24,60.0,6585,3,23,9,0,84
73,139,Thomas Delaney,dk DEN,MF,Sevilla,29,17.2,15,0.87,2,0.12,43,24,9,37.5,267,28.5,30,21,632,78.9,1,10,981,6,66.7,2190,2,17,5,0,81
74,140,Ousmane Dembele,fr FRA,FW,Barcelona,24,15.7,82,5.24,16,1.02,26,19,8,34.8,236,27.5,11,13,609,74.1,13,46,1037,57,62.0,6005,1,49,9,2,83
75,141,Yusuf Demir,at AUT,FW,Barcelona,18,2.1,5,2.34,0,0.00,2,1,0,0.0,39,48.7,5,0,77,90.6,0,1,116,5,50.0,317,0,1,0,0,65
76,142,Memphis Depay,nl NED,FW,Barcelona,27,20.6,76,3.70,11,0.53,12,7,2,20.0,210,29.5,13,6,725,75.1,2,45,1253,34,51.5,3553,12,56,29,6,85
77,143,Sergiño Dest,us USA,DFFW,Barcelona,20,16.8,39,2.32,3,0.18,36,24,19,67.9,237,34.6,26,17,880,88.0,3,19,1199,31,52.5,4798,0,12,3,0,77
78,144,Boulaye Dia,sn SEN,FW,Villarreal,24,14.1,32,2.27,7,0.50,10,9,1,20.0,209,26.8,11,8,195,75.9,5,17,413,13,56.5,1355,5,37,11,0,79
79,145,Mouctar Diakhaby,gn GUI,DF,Valencia,24,21.6,9,0.42,1,0.05,45,32,17,68.0,241,34.9,50,57,542,77.4,1,3,970,12,70.6,3035,0,8,1,0,73
80,148,Landry Dimata,be BEL,FWMF,Espanyol,23,6.0,16,2.66,0,0.00,3,2,0,0.0,90,27.8,2,3,71,71.7,0,5,181,4,50.0,554,0,8,0,0,72
81,149,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,27,30.8,3,0.10,0,0.00,0,0,0,,2,0.0,0,0,538,56.3,0,0,1028,0,,2427,0,0,0,0,78
82,153,Marko Dmitrović,rs SRB,GK,Sevilla,29,6.0,0,0.00,0,0.00,0,0,0,,0,,0,0,187,83.5,0,0,238,0,,341,0,0,0,0,80
83,157,John Donald,es ESP,DF,Elche,20,2.0,3,1.50,0,0.00,8,6,2,40.0,34,41.2,6,3,78,87.6,0,1,113,0,,333,0,2,1,0,60
84,158,Domingos Duarte,pt POR,DF,Granada,26,18.7,7,0.37,0,0.00,20,9,6,60.0,122,33.6,33,26,548,78.1,0,1,896,1,33.3,2345,1,6,1,0,77
85,161,Unai Dufur,es ESP,DF,Osasuna,22,1.0,0,0.00,0,0.00,1,1,0,,7,42.9,1,3,37,74.0,0,0,59,0,,127,0,1,0,0,62
86,162,Hugo Duro,es ESP,FWMF,Valencia,21,20.4,32,1.57,7,0.34,31,20,11,27.5,524,26.7,30,8,282,72.1,1,14,657,13,54.2,1067,7,31,15,0,77
87,163,Hugo Duro,es ESP,DFMF,Getafe,21,0.1,0,0.00,0,0.00,0,0,0,,1,0.0,0,0,3,75.0,0,0,6,0,,5,0,2,1,0,77
88,164,Aritz Elustondo,es ESP,DF,Real Sociedad,27,23.4,10,0.43,1,0.04,26,16,6,42.9,168,36.9,32,50,991,85.1,1,2,1391,7,70.0,5218,4,16,7,0,82
89,165,Adri Embarba,es ESP,FWMF,Espanyol,29,22.1,81,3.67,6,0.27,42,25,14,29.8,349,24.9,42,29,491,61.8,2,36,1133,32,45.7,4091,0,49,16,15,75
90,167,Youssef En-Nesyri,ma MAR,FW,Sevilla,24,14.2,12,0.85,4,0.28,9,5,3,25.0,226,22.6,13,5,126,68.9,1,6,334,6,37.5,579,5,36,12,0,80
91,170,Sergio Escudero,es ESP,DFMF,Granada,31,15.9,37,2.32,4,0.25,47,23,20,43.5,235,31.9,36,33,524,72.7,1,10,924,3,23.1,1917,2,21,3,4,75
92,171,Alfonso Espino,uy URU,DF,Cádiz,29,37.0,72,1.95,4,0.11,113,78,43,37.1,725,30.8,84,91,1124,63.2,2,40,2233,23,57.5,6164,2,27,8,0,78
93,173,Pervis Estupiñan,ec ECU,DF,Villarreal,23,17.5,25,1.43,3,0.17,38,20,18,62.1,231,35.9,37,48,836,79.1,1,13,1249,18,64.3,3791,0,14,4,0,79
94,174,Abdessamad Ezzalzouli,ma MAR,FWDF,Barcelona,19,6.4,11,1.71,1,0.16,15,10,5,62.5,101,32.7,6,11,138,73.0,0,5,306,29,61.7,1819,1,16,3,0,70
95,175,Radamel Falcao,co COL,FW,Rayo Vallecano,35,9.3,14,1.50,3,0.32,3,1,0,0.0,148,31.1,5,0,133,76.4,0,5,295,3,50.0,513,6,33,15,2,76
96,178,Ansu Fati,es ESP,FW,Barcelona,18,3.7,10,2.68,2,0.54,4,2,0,,71,29.6,5,3,136,82.9,0,2,230,6,40.0,849,4,18,8,1,79
97,180,Nabil Fekir,fr FRA,MF,Betis,28,31.0,161,5.19,19,0.61,48,34,5,18.5,602,25.9,17,16,1216,80.7,8,83,1964,57,55.3,8072,6,84,31,10,85
98,181,Felipe,br BRA,DF,Atlético Madrid,32,16.7,9,0.54,1,0.06,22,16,8,50.0,142,35.9,25,32,659,83.1,1,5,965,4,100.0,3145,2,11,4,0,81
99,182,João Felix,pt POR,FWMF,Atlético Madrid,21,14.0,44,3.14,10,0.71,6,5,0,0.0,133,28.6,4,8,342,74.3,4,19,661,26,52.0,2542,8,39,15,1,84
100,183,Aitor Fernandez,es ESP,GK,Levante,30,13.0,0,0.00,0,0.00,1,1,1,100.0,3,33.3,0,0,267,70.1,0,0,415,0,,627,0,0,0,0,77
101,184,Alex Fernandez,es ESP,MF,Cádiz,28,22.8,38,1.67,2,0.09,49,32,18,37.5,512,24.4,42,38,816,79.8,2,18,1256,10,45.5,4272,3,19,6,0,82
102,185,Fernando,br BRA,MFDF,Sevilla,34,20.6,23,1.12,3,0.15,29,23,10,27.0,201,36.8,35,42,1121,89.8,1,5,1420,6,66.7,4004,1,7,1,0,83
103,186,Fidel,es ESP,MFFW,Elche,31,25.1,72,2.87,10,0.40,38,20,13,27.1,386,29.0,15,18,813,74.2,6,40,1362,23,41.8,4793,5,16,7,1,77
104,188,Dimitri Foulquier,fr FRA,DF,Valencia,28,26.0,23,0.88,4,0.15,48,26,13,56.5,401,25.7,51,53,705,70.0,1,10,1268,16,64.0,3937,0,16,5,0,75
105,189,Dimitri Foulquier,fr FRA,DF,Granada,28,2.0,2,1.00,0,0.00,2,2,1,33.3,18,16.7,1,2,52,68.4,0,1,92,1,100.0,162,0,0,0,0,75
106,190,Juan Foyth,ar ARG,DF,Villarreal,23,21.4,27,1.26,1,0.05,72,46,32,62.7,331,32.6,45,34,1000,84.7,1,11,1414,20,66.7,5166,1,6,2,0,79
107,196,Alvaro Garcia,es ESP,FW,Rayo Vallecano,28,33.3,86,2.58,7,0.21,52,36,8,22.2,445,30.3,55,61,645,62.3,4,49,1390,20,44.4,5958,7,67,24,0,76
108,197,Dani Garcia,es ESP,MF,Athletic Club,31,24.2,28,1.16,1,0.04,38,26,11,26.2,326,30.1,33,21,803,77.1,0,8,1229,5,62.5,2127,0,12,2,0,75
109,199,Eric Garcia,es ESP,DF,Barcelona,20,22.7,23,1.02,1,0.04,29,16,10,37.0,216,38.9,36,52,1550,93.0,0,5,1839,2,100.0,8524,0,6,4,0,76
110,201,Joan Garcia,es ESP,GK,Espanyol,20,1.2,0,0.00,0,0.00,0,0,0,,0,,0,0,25,75.8,0,0,34,0,,78,0,0,0,0,66
111,203,Raul Garcia,es ESP,FW,Athletic Club,35,20.0,42,2.10,5,0.25,24,18,8,26.7,454,25.6,33,17,373,62.8,2,16,813,8,57.1,1396,6,44,12,0,80
112,204,Ruben Garcia,es ESP,FWMF,Osasuna,28,26.4,89,3.37,10,0.38,44,24,14,29.8,417,27.8,51,22,891,71.5,6,54,1550,24,58.5,4185,1,30,9,4,79
113,208,Oscar Gil,es ESP,DF,Espanyol,23,18.8,20,1.07,2,0.11,55,30,22,48.9,348,26.7,53,32,626,84.6,2,16,990,12,35.3,2362,0,6,1,0,76
114,211,Maxi Gomez,uy URU,FW,Valencia,24,21.7,51,2.35,4,0.18,10,6,3,50.0,228,22.8,9,4,265,63.9,1,18,644,6,30.0,1412,5,42,12,5,78
115,214,Sergi Gomez,es ESP,DF,Espanyol,29,30.2,11,0.36,2,0.07,32,15,15,57.7,194,36.6,50,48,1148,86.5,2,3,1629,1,100.0,4129,1,7,3,0,74
116,216,Diego Gonzalez,es ESP,DF,Elche,26,19.9,4,0.20,0,0.00,34,15,12,63.2,188,27.7,30,37,591,83.9,0,1,900,3,75.0,2641,0,4,1,0,71
117,217,Edgar Gonzalez,es ESP,DF,Betis,24,16.3,9,0.55,1,0.06,23,16,13,48.1,142,36.6,30,40,797,90.3,1,2,1069,6,100.0,3007,1,5,2,0,76
118,219,Nicolas Gonzalez,es ESP,MF,Barcelona,19,12.4,33,2.67,3,0.24,35,26,12,44.4,279,30.1,14,9,620,90.2,1,13,847,27,75.0,3599,2,17,3,0,75
119,220,Peter Gonzalez,do DOM,MFDF,Real Madrid,19,0.3,5,16.67,0,0.00,1,1,0,,7,57.1,0,1,16,84.2,0,2,29,2,66.7,137,0,2,1,0,65
120,222,Gori,es ESP,MF,Espanyol,19,0.1,1,10.00,0,0.00,0,0,0,,3,0.0,1,0,4,80.0,0,0,6,0,,56,0,0,0,0,64
121,225,Dominik Greif,sk SVK,GK,Mallorca,24,1.0,0,0.00,0,0.00,0,0,0,,0,,0,0,20,64.5,0,0,33,0,,25,0,0,0,0,72
122,227,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,30,18.8,51,2.71,11,0.58,29,20,12,41.4,405,27.9,18,18,560,78.9,4,26,916,19,59.4,2844,3,45,13,3,83
123,228,Antoine Griezmann,fr FRA,FW,Barcelona,30,2.9,5,1.71,1,0.34,9,6,2,33.3,67,41.8,5,6,85,85.9,0,0,146,3,50.0,513,0,4,0,0,83
124,230,Andres Guardado,mx MEX,MF,Betis,34,15.5,28,1.81,2,0.13,33,22,18,58.1,212,24.1,26,27,782,83.7,1,11,1099,6,66.7,3684,0,14,3,0,77
125,232,Nemanja Gudelj,rs SRB,MFDF,Sevilla,29,11.6,8,0.69,0,0.00,22,16,9,81.8,131,35.1,23,18,601,89.8,0,2,781,0,,2581,0,4,2,1,79
126,234,Ander Guevara,es ESP,MF,Real Sociedad,24,9.6,9,0.93,0,0.00,20,10,10,52.6,176,31.3,23,14,531,87.9,0,5,696,1,100.0,2248,0,2,0,0,76
127,236,Hugo Guillamon,es ESP,MFDF,Valencia,21,26.2,27,1.03,3,0.11,47,35,18,42.9,400,29.8,34,50,897,82.4,0,12,1342,7,50.0,3354,1,7,2,0,74
128,239,Raul Guti,es ESP,MF,Elche,24,18.1,18,1.00,2,0.11,26,15,8,30.8,237,30.0,17,35,661,83.9,0,7,944,9,45.0,3036,0,18,5,0,72
129,241,Miguel Gutierrez,es ESP,DF,Real Madrid,20,2.9,5,1.73,2,0.69,5,4,2,50.0,23,30.4,1,5,168,89.8,1,3,209,4,66.7,901,0,0,0,0,68
130,242,Munir El Haddadi,ma MAR,FWMF,Sevilla,25,5.3,11,2.09,1,0.19,6,3,2,33.3,95,26.3,9,8,106,77.4,0,6,212,1,33.3,506,2,13,7,0,79
131,244,Eden Hazard,be BEL,FWMF,Real Madrid,30,8.0,44,5.52,1,0.13,8,6,3,50.0,75,26.7,3,8,366,89.1,1,28,509,19,82.6,2706,0,12,7,0,84
132,245,Kike Hermoso,es ESP,DF,Betis,21,1.0,0,0.00,0,0.00,2,2,1,100.0,8,37.5,5,1,47,92.2,0,0,72,1,100.0,122,1,2,1,0,66
133,246,Mario Hermoso,es ESP,DF,Atlético Madrid,26,20.7,23,1.11,2,0.10,28,15,18,41.9,176,38.6,29,36,1125,85.9,1,8,1468,5,55.6,4618,2,17,4,0,80
134,252,Yangel Herrera,ve VEN,MF,Espanyol,23,18.3,24,1.31,4,0.22,51,45,8,32.0,438,32.0,30,30,717,83.6,1,12,1099,21,67.7,2856,1,15,3,0,76
135,253,Matthew Hoppe,us USA,FW,Mallorca,20,1.5,4,2.75,1,0.69,1,1,0,0.0,36,19.4,0,0,26,72.2,1,3,48,0,0.0,64,0,2,0,0,69
136,254,Robert Ibañez,es ESP,MF,Osasuna,28,1.0,5,4.84,0,0.00,2,0,0,,18,38.9,1,2,34,82.9,0,2,68,1,25.0,207,0,3,0,0,61
137,258,Iglesias,es ESP,DF,Getafe,23,8.0,16,2.00,1,0.13,21,15,5,27.8,148,29.7,21,18,178,52.0,1,8,444,5,45.5,1046,0,5,0,0,59
138,259,Borja Iglesias,es ESP,FW,Betis,28,17.5,33,1.89,4,0.23,6,4,2,25.0,260,17.7,9,7,242,71.2,0,16,519,12,36.4,1420,10,38,17,0,81
139,262,Alexander Isak,se SWE,FW,Real Sociedad,21,23.8,60,2.52,5,0.21,14,9,3,27.3,259,25.5,15,4,332,73.0,2,19,740,42,45.7,2883,6,71,32,3,80
