,ID,NAME,NATION,POSITION,TEAM,AGE,90S,SCA,SCA90,GCA,GCA90,TACKLES,TACKLESWIN,VSDRIBLETACKLE,%VSDRIBLETACKLE,PRESSURE,%PRESSUREWIN,BLOCKS,INTERCEPTIONS,TOTALPASSES,%TOTALPASSES,ASSIST,SHOTPASSES,TOTALTOUCHES,TOTALDRIBBLES,%TOTALDRIBBLES,DISTANCE,GOALS,SHOTS,SHOTSONTARGET,FREEKICKS,VAL
140,263,Isco,es ESP,MFFW,Real Madrid,29,3.7,19,5.17,2,0.54,10,6,3,25.0,75,29.3,1,2,238,88.5,0,9,318,11,73.3,1502,1,11,3,0,82
141,264,Nicolas Jackson,sn SEN,FW,Villarreal,20,1.8,5,2.73,1,0.55,2,1,0,0.0,50,30.0,1,2,41,75.9,0,3,88,3,50.0,368,0,5,1,0,70
142,266,Adnan Januzaj,be BEL,FWMF,Real Sociedad,26,18.1,66,3.66,6,0.33,18,10,3,17.6,190,30.5,22,17,478,64.9,0,33,1053,43,50.6,3848,3,40,13,9,81
143,271,Joaquin,es ESP,FWMF,Betis,40,5.2,31,5.92,2,0.38,5,4,3,50.0,50,38.0,9,6,210,78.1,1,17,340,19,61.3,1405,0,11,4,0,79
144,272,Jofre,es ESP,MFDF,Espanyol,20,0.2,4,18.00,2,9.00,1,1,1,100.0,3,66.7,0,0,6,75.0,1,2,13,0,,117,0,0,0,0,68
145,278,Willian Jose,br BRA,FW,Betis,29,17.8,43,2.41,6,0.34,16,13,2,16.7,226,28.3,8,8,413,77.8,4,19,706,8,44.4,2025,9,32,8,3,78
146,279,Joselu,es ESP,FW,Alavés,31,34.7,71,2.05,9,0.26,17,8,6,22.2,460,27.2,26,11,687,61.2,4,30,1523,16,33.3,1938,14,90,33,3,80
147,284,Juanmi,es ESP,FW,Betis,28,23.7,46,1.94,6,0.25,47,29,16,28.1,461,26.0,28,17,417,80.2,4,19,798,26,60.5,2616,16,55,30,0,79
148,285,Lago Junior,ci CIV,FWMF,Mallorca,30,2.0,3,1.53,0,0.00,3,3,2,66.7,38,23.7,0,3,27,56.3,0,0,86,5,62.5,364,0,6,1,0,72
149,286,Vinicius Junior,br BRA,FW,Real Madrid,21,29.9,170,5.69,25,0.84,47,35,13,26.0,551,27.6,29,14,1090,83.9,10,69,1791,101,44.9,10878,17,81,42,0,86
150,291,Koke,es ESP,MF,Atlético Madrid,29,27.9,54,1.94,7,0.25,50,31,20,31.3,483,32.7,35,30,1508,85.6,2,26,1979,14,60.9,5162,1,12,6,0,83
151,292,Luca Koleosho,ca CAN,FW,Espanyol,16,0.0,0,0.00,0,0.00,0,0,0,,3,33.3,0,0,1,100.0,0,0,2,0,,17,0,0,0,0,60
152,293,Geoffrey Kondogbia,cf CTA,MFDF,Atlético Madrid,28,20.9,23,1.10,4,0.19,75,47,19,43.2,428,35.5,27,55,880,87.3,2,9,1259,17,77.3,4189,1,15,1,0,82
153,294,Jules Kounde,fr FRA,DF,Sevilla,22,30.4,34,1.12,2,0.07,38,22,17,63.0,220,37.3,41,55,1903,89.6,1,15,2420,22,59.5,8894,2,14,3,0,84
154,295,Toni Kroos,de GER,MF,Real Madrid,31,23.4,84,3.59,4,0.17,44,31,22,47.8,367,27.2,13,17,2076,91.9,3,50,2423,8,42.1,7388,1,46,12,4,88
155,296,Takefusa Kubo,jp JPN,FWMF,Mallorca,20,17.8,69,3.87,4,0.22,28,24,8,26.7,339,28.6,32,20,363,70.3,0,31,796,36,52.9,3701,1,49,9,3,74
156,299,Erik Lamela,ar ARG,FW,Sevilla,29,11.3,35,3.10,4,0.35,34,28,9,52.9,226,36.3,15,11,409,85.4,2,20,636,13,46.4,2710,5,22,12,0,79
157,301,Toni Lato,es ESP,DFMF,Valencia,23,6.6,10,1.53,1,0.15,12,6,9,64.3,120,31.7,11,11,234,75.5,1,2,372,8,80.0,860,0,0,0,0,73
158,302,Robin Le Normand,fr FRA,DF,Real Sociedad,24,37.0,6,0.16,2,0.05,46,27,19,54.3,295,35.6,50,59,1888,89.5,1,3,2464,3,75.0,9594,1,18,4,0,81
159,304,Wu Lei,cn CHN,FWMF,Espanyol,29,5.3,11,2.09,0,0.00,4,4,1,20.0,82,29.3,6,5,72,71.3,0,5,152,2,25.0,403,1,7,5,0,73
160,306,Iñigo Lekue,es ESP,DF,Athletic Club,28,21.4,32,1.50,4,0.19,41,25,23,48.9,285,32.6,52,37,887,73.5,2,15,1434,15,48.4,3948,0,7,1,0,75
161,307,Thomas Lemar,fr FRA,MF,Atlético Madrid,25,16.0,62,3.87,11,0.69,26,16,6,31.6,280,31.4,20,18,637,78.6,5,32,989,31,60.8,3964,4,29,8,1,83
162,310,Javier Llabres,,FWMF,Mallorca,,1.5,4,2.73,0,0.00,3,3,1,50.0,15,33.3,1,0,44,69.8,0,2,83,3,60.0,267,0,5,2,0,63
163,311,Marcos Llorente,es ESP,DFMF,Atlético Madrid,26,27.2,41,1.51,4,0.15,52,33,21,48.8,402,34.6,42,42,1060,80.2,2,25,1584,18,64.3,5183,0,16,2,0,84
164,314,Renan Lodi,br BRA,DF,Atlético Madrid,23,13.1,18,1.37,2,0.15,32,17,14,45.2,184,35.3,30,27,502,78.4,2,11,798,17,50.0,2873,2,10,4,0,80
165,315,David Lopez,es ESP,MFDF,Espanyol,31,8.3,12,1.45,1,0.12,25,17,10,58.8,103,34.0,15,11,362,85.8,0,4,515,4,100.0,1377,0,5,4,0,77
166,316,Diego Lopez,es ESP,GK,Espanyol,39,35.3,2,0.06,0,0.00,0,0,0,0.0,1,100.0,1,0,837,73.2,0,1,1246,0,,2715,0,0,0,0,79
167,318,Unai Lopez,es ESP,MF,Rayo Vallecano,25,12.9,46,3.57,2,0.16,28,18,9,32.1,248,29.4,18,21,667,81.5,0,22,955,13,50.0,2636,0,19,7,4,75
168,319,Anthony Lozano,hn HON,FWMF,Cádiz,28,18.6,36,1.94,9,0.48,11,9,2,15.4,251,25.1,18,8,186,61.4,2,10,565,25,51.0,2265,7,49,20,0,72
169,321,Jose Luis Gayà,es ESP,DF,Valencia,26,20.8,39,1.88,8,0.38,32,12,16,43.2,262,25.2,29,39,643,72.6,4,23,1079,15,57.7,2874,2,18,9,1,82
170,322,Jose Luis Morales,es ESP,FWMF,Levante,34,30.2,100,3.31,13,0.43,25,16,12,30.0,488,23.8,30,16,518,66.4,7,40,1212,60,45.8,5114,13,76,32,2,80
171,324,Andriy Lunin,ua UKR,GK,Real Madrid,22,2.0,0,0.00,0,0.00,0,0,0,,1,0.0,0,0,72,87.8,0,0,89,0,,118,0,0,0,0,75
172,326,Pablo Maffeo,es ESP,DF,Mallorca,24,32.7,54,1.65,10,0.31,85,55,31,55.4,415,30.8,79,72,901,68.4,4,24,1763,45,64.3,5157,1,29,7,0,78
173,327,Nemanja Maksimović,rs SRB,MF,Getafe,26,32.6,42,1.29,1,0.03,64,40,21,36.8,618,27.0,75,64,689,78.3,2,20,1190,12,66.7,3013,1,30,5,0,79
174,330,Giorgi Mamardashvili,ge GEO,GK,Valencia,20,18.0,1,0.06,0,0.00,0,0,0,,2,50.0,0,0,288,58.2,0,0,547,0,,1064,0,0,0,0,77
175,331,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,27,14.4,10,0.69,0,0.00,38,22,16,57.1,176,33.5,30,32,543,81.3,0,3,813,4,44.4,2546,0,2,0,0,79
176,334,Nikola Maraš,rs SRB,DF,Rayo Vallecano,25,11.6,3,0.26,0,0.00,12,11,8,50.0,77,46.8,27,16,380,85.0,0,1,570,0,,1630,0,2,0,0,72
177,335,Marcelo,br BRA,DF,Real Madrid,33,5.8,14,2.40,2,0.34,8,4,4,40.0,33,42.4,7,6,385,82.3,2,9,516,9,75.0,1727,0,8,3,0,79
178,337,Oscar de Marcos,es ESP,DF,Athletic Club,32,18.7,33,1.77,5,0.27,52,33,26,59.1,237,27.8,31,25,879,77.6,2,17,1282,7,50.0,3475,1,3,3,0,77
179,339,Jose Maria Gimenez,uy URU,DF,Atlético Madrid,26,22.7,8,0.35,2,0.09,20,16,9,42.9,141,36.2,30,23,820,89.5,1,2,1122,6,66.7,2917,1,18,5,0,83
180,340,Mariano,do DOM,FW,Real Madrid,27,3.8,10,2.63,2,0.53,2,2,0,,63,17.5,1,1,44,75.9,1,5,98,5,62.5,290,1,14,3,0,74
181,345,Ander Martin,es ESP,FWMF,Real Sociedad,20,1.0,5,5.11,0,0.00,1,1,0,0.0,35,25.7,1,3,36,78.3,0,2,63,1,33.3,160,0,4,2,0,65
182,347,Carlos Martin,es ESP,DF,Atlético Madrid,19,0.1,0,0.00,0,0.00,0,0,0,,2,0.0,0,0,1,50.0,0,0,3,0,,7,0,0,0,0,62
183,348,Ivan Martin,es ESP,MF,Alavés,22,1.8,2,1.08,0,0.00,3,1,1,100.0,29,27.6,2,1,54,80.6,0,0,84,0,0.0,355,0,1,0,0,70
184,349,Iñigo Martinez,es ESP,DF,Athletic Club,30,26.0,14,0.54,1,0.04,33,18,15,53.6,184,32.1,37,57,968,80.5,0,3,1491,1,50.0,5403,3,27,9,3,82
185,350,Javi Martinez,es ESP,MF,Osasuna,21,9.8,22,2.25,4,0.41,24,14,9,32.1,206,23.3,12,17,286,71.7,1,11,514,8,53.3,1660,1,9,2,0,70
186,351,Pablo Martinez,es ESP,MF,Levante,23,7.3,10,1.37,1,0.14,13,8,6,37.5,148,20.9,11,14,181,69.6,1,6,354,7,53.8,1212,0,11,1,0,63
187,355,Borja Mayoral,es ESP,FW,Getafe,24,11.6,27,2.33,6,0.52,8,5,3,100.0,158,22.2,15,9,194,77.0,1,12,384,14,46.7,1177,6,16,6,0,74
188,356,Jordi Mboula,es ESP,FW,Mallorca,22,4.8,7,1.45,1,0.21,5,3,1,16.7,80,32.5,10,2,52,57.8,0,2,148,9,64.3,760,0,5,0,0,71
189,360,Brais Mendez,es ESP,MF,Celta Vigo,24,33.6,73,2.17,11,0.33,69,38,24,30.4,769,28.6,67,53,1204,79.3,5,35,2002,39,47.0,5527,4,56,16,3,77
190,362,Ferland Mendy,fr FRA,DF,Real Madrid,26,19.3,53,2.75,3,0.16,26,16,9,45.0,138,37.0,32,33,1247,91.6,1,20,1546,31,60.8,6118,2,12,6,0,83
191,364,Mikel Merino,es ESP,MF,Real Sociedad,25,32.1,69,2.15,10,0.31,76,50,22,36.1,579,30.6,62,37,1367,77.7,2,27,2178,21,56.8,5243,3,44,15,0,83
192,368,Eder Militão,br BRA,DF,Real Madrid,23,33.7,32,0.95,5,0.15,65,40,27,54.0,283,34.6,49,70,1779,89.2,2,11,2338,12,57.1,8642,1,32,8,0,84
193,369,Luis Milla,es ESP,MF,Granada,26,30.8,71,2.30,7,0.23,51,31,17,30.9,518,30.5,38,40,1149,79.4,3,42,1700,22,64.7,6477,3,19,3,3,79
194,370,Pere Milla,es ESP,FWMF,Elche,28,18.3,28,1.53,5,0.27,29,18,11,24.4,396,23.0,26,21,391,73.2,3,12,800,18,46.2,2347,8,29,14,0,76
195,373,Rafa Mir,es ESP,FW,Sevilla,24,20.1,31,1.54,5,0.25,7,7,0,0.0,284,27.8,8,4,242,68.8,0,9,573,14,56.0,1543,10,61,22,0,79
196,375,Juan Miranda,es ESP,DF,Betis,21,8.7,15,1.72,3,0.34,22,13,7,35.0,131,30.5,19,13,394,76.5,2,8,611,2,28.6,1025,0,6,2,2,59
197,376,Stefan Mitrović,rs SRB,DF,Getafe,31,29.6,8,0.27,0,0.00,17,8,8,61.5,141,34.0,38,41,712,78.5,0,2,1130,2,66.7,2887,1,5,1,0,74
198,377,Luka Modrić,hr CRO,MF,Real Madrid,35,22.6,73,3.23,11,0.49,20,13,7,35.0,296,30.1,14,31,1527,88.1,8,38,1909,26,63.4,7590,2,27,10,1,88
199,378,Johan Mojica,co COL,DF,Elche,28,31.7,50,1.58,8,0.25,45,29,21,72.4,350,29.4,45,65,1419,76.4,5,31,2214,26,33.8,7139,2,16,4,0,77
200,379,Jorge Molina,es ESP,FW,Granada,39,21.8,50,2.29,5,0.23,10,6,1,8.3,223,30.5,15,6,344,64.7,5,28,743,5,31.3,1346,10,45,22,0,58
201,380,Jon Moncayola,es ESP,MF,Osasuna,23,32.4,57,1.76,4,0.12,40,19,17,37.8,559,24.9,54,34,1089,77.9,3,34,1655,11,64.7,3667,2,41,12,1,75
202,382,Gonzalo Montiel,ar ARG,DF,Sevilla,24,11.8,21,1.77,3,0.25,13,4,8,50.0,100,38.0,16,15,547,77.7,2,11,794,5,55.6,2398,1,5,1,0,79
203,384,Martin Montoya,es ESP,DF,Betis,30,5.8,4,0.69,1,0.17,18,9,9,45.0,93,29.0,12,12,256,81.8,1,3,393,0,0.0,791,0,5,2,0,75
204,385,Jon Morcillo,es ESP,MF,Athletic Club,22,0.6,0,0.00,0,0.00,0,0,0,0.0,23,30.4,1,0,20,58.8,0,0,42,0,0.0,236,0,1,0,0,71
205,386,Alberto Moreno,es ESP,MFDF,Villarreal,29,13.6,38,2.80,3,0.22,16,12,5,25.0,188,29.3,17,36,500,80.3,2,19,785,8,53.3,2648,3,22,10,1,64
206,387,Alex Moreno,es ESP,DF,Betis,28,26.7,55,2.06,10,0.37,79,44,34,54.0,411,30.4,68,48,1040,74.1,3,22,1805,27,45.0,6046,5,27,8,0,80
207,388,Gerard Moreno,es ESP,FW,Villarreal,29,13.2,49,3.70,6,0.45,7,4,2,28.6,114,31.6,9,7,323,68.4,3,29,637,34,63.0,2175,9,36,13,0,85
208,389,Tete Morente,es ESP,MFFW,Elche,24,18.1,34,1.87,4,0.22,26,14,10,38.5,317,26.2,31,17,418,70.1,3,17,828,27,44.3,3322,3,29,8,0,73
209,391,Manu Morlanes,es ESP,MF,Espanyol,22,12.7,23,1.81,5,0.39,30,20,8,27.6,243,25.9,22,22,562,87.3,0,5,765,11,84.6,2636,2,8,2,0,73
210,394,Cristhian Mosquera,co COL,DF,Valencia,17,2.4,0,0.00,0,0.00,6,3,4,66.7,37,8.1,2,5,67,88.2,0,0,91,0,0.0,300,0,1,0,0,66
211,396,Iker Muniain,es ESP,MF,Athletic Club,28,30.9,172,5.56,21,0.68,35,21,17,43.6,341,24.9,27,23,1246,78.4,10,108,1914,60,56.6,7078,4,38,16,6,84
212,397,Aihen Muñoz,es ESP,DF,Real Sociedad,23,14.9,17,1.14,1,0.07,37,18,18,58.1,209,35.9,20,26,581,76.6,0,6,929,13,48.1,2411,0,7,0,0,75
213,399,Vedat Muriqi,xk KVX,FW,Mallorca,27,16.0,36,2.25,6,0.38,4,3,1,20.0,173,26.6,22,12,264,56.7,3,13,681,8,53.3,1459,5,49,15,0,75
214,400,Yunus Musah,us USA,MFFW,Valencia,18,14.0,24,1.72,2,0.14,25,9,8,36.4,293,23.9,19,14,289,73.4,0,10,564,28,57.1,2801,1,7,2,0,73
215,405,Jesus Navas,es ESP,DF,Sevilla,35,19.8,58,2.92,5,0.25,19,6,8,44.4,146,28.1,35,25,1102,77.7,3,36,1566,3,37.5,4921,0,10,1,0,83
216,406,Loum Ndiaye,sn SEN,MF,Alavés,24,25.7,15,0.58,0,0.00,54,32,22,37.3,558,21.5,42,42,613,74.3,0,4,1178,27,69.2,2931,2,34,8,0,73
217,407,Alvaro Negredo,es ESP,FW,Cádiz,35,24.0,40,1.67,3,0.13,4,2,2,18.2,194,27.3,16,9,323,59.7,2,18,787,15,50.0,1594,7,65,25,0,77
218,411,Fernando Niño,es ESP,FW,Mallorca,20,9.8,22,2.24,0,0.00,11,5,3,30.0,190,25.3,16,4,146,69.9,0,9,340,8,50.0,876,2,23,13,0,71
219,412,Peru Nolaskoain,es ESP,DF,Athletic Club,22,0.0,0,0.00,0,0.00,0,0,0,,1,0.0,0,0,2,100.0,0,0,2,0,,1,0,0,0,0,68
220,417,Jan Oblak,si SVN,GK,Atlético Madrid,28,38.0,1,0.03,0,0.00,0,0,0,,1,0.0,0,0,638,58.3,0,0,1155,2,100.0,2609,0,1,0,0,89
221,418,Lucas Ocampos,ar ARG,FW,Sevilla,27,23.6,46,1.95,7,0.30,54,27,25,46.3,397,27.0,39,28,660,76.7,4,14,1269,41,45.6,4618,6,51,16,0,81
222,419,Lucas Olaza,uy URU,DF,Elche,27,3.3,9,2.75,0,0.00,5,3,1,100.0,35,34.3,7,4,162,77.1,0,6,245,3,100.0,570,1,4,1,0,75
223,424,Pedro Ortiz,es ESP,MF,Sevilla,20,0.1,2,25.71,0,0.00,0,0,0,,3,0.0,0,0,14,100.0,0,1,16,0,,34,0,1,1,0,60
224,425,Milutin Osmajić,me MNE,FWMF,Cádiz,22,2.9,1,0.35,0,0.00,3,2,0,,47,21.3,0,2,27,54.0,0,0,89,1,16.7,146,0,4,0,0,69
225,427,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,24,18.6,63,3.39,6,0.32,23,14,3,17.6,269,27.9,24,16,441,67.6,3,39,872,21,51.2,3136,9,38,12,5,84
226,430,Gavi Paez,es ESP,MFFW,Barcelona,16,25.7,52,2.02,13,0.51,44,32,14,38.9,573,26.0,47,34,1115,87.8,5,18,1634,37,56.9,6657,2,31,8,0,79
227,431,Helibelton Palacios,co COL,DF,Elche,28,21.5,12,0.56,0,0.00,65,34,26,57.8,300,29.7,41,38,721,76.8,0,7,1169,21,77.8,3181,0,1,0,0,73
228,433,Daniel Parejo,es ESP,MF,Villarreal,32,30.0,112,3.73,15,0.50,46,33,15,28.8,484,30.4,49,34,1808,84.1,10,69,2368,20,66.7,6106,2,16,5,3,86
229,435,Javier Pastore,ar ARG,MFFW,Elche,32,5.8,20,3.43,0,0.00,5,3,3,42.9,102,21.6,5,5,224,78.6,0,11,342,7,41.2,1309,0,8,2,0,76
230,436,Gabriel Paulista,br BRA,DF,Valencia,30,17.7,3,0.17,1,0.06,25,12,10,71.4,100,34.0,21,67,484,80.5,1,3,812,2,40.0,2408,2,6,3,0,82
231,437,Alfonso Pedraza,es ESP,DF,Villarreal,25,18.9,40,2.12,8,0.42,34,18,9,26.5,265,29.1,22,55,733,72.9,4,22,1256,30,53.6,4872,4,23,9,0,78
232,438,Pedri,es ESP,MF,Barcelona,18,9.8,39,3.97,6,0.61,18,12,5,23.8,216,32.4,20,11,521,85.0,1,16,727,12,60.0,2807,3,12,5,0,85
233,439,Pedrosa,es ESP,DF,Espanyol,23,30.2,43,1.42,2,0.07,59,35,20,47.6,350,26.9,52,54,967,75.5,1,22,1685,43,54.4,6139,1,25,7,0,76
234,441,Ruben Peña,es ESP,MFFW,Villarreal,30,1.5,8,5.45,1,0.68,3,2,0,0.0,37,35.1,4,6,38,73.1,0,2,85,3,33.3,363,0,3,2,0,78
235,447,Lucas Perez,es ESP,FWMF,Cádiz,32,11.8,39,3.31,2,0.17,6,5,2,13.3,226,23.0,3,2,276,73.0,2,25,454,3,33.3,1441,3,16,5,3,78
236,448,Lucas Perez,es ESP,FW,Elche,32,14.1,25,1.78,3,0.21,2,0,2,25.0,185,23.2,6,5,276,71.3,1,11,497,12,66.7,1569,2,14,5,0,78
237,450,Alex Petxa,es ESP,DFMF,Athletic Club,24,4.6,9,1.97,0,0.00,12,10,4,50.0,77,39.0,9,10,203,74.9,0,1,330,3,25.0,807,0,2,1,0,66
238,451,German Pezzella,ar ARG,DF,Betis,30,22.1,4,0.18,1,0.05,29,20,12,42.9,152,32.2,39,49,911,87.7,0,0,1268,3,100.0,2694,1,19,6,0,77
239,453,Cristiano Piccini,it ITA,DF,Valencia,28,3.6,6,1.68,0,0.00,16,11,7,53.8,72,31.9,4,9,96,68.6,0,2,183,7,87.5,545,1,3,1,0,74
240,456,Yeremi Pino,es ESP,MFFW,Villarreal,18,18.6,46,2.47,10,0.54,31,13,10,34.5,279,26.5,44,19,432,79.7,4,22,806,26,44.1,3044,6,26,15,0,79
241,457,Gerard Pique,es ESP,DF,Barcelona,34,23.2,23,0.99,5,0.22,22,16,7,58.3,164,42.1,33,35,1508,90.6,0,2,1884,6,100.0,7409,1,19,3,1,83
242,458,Ezequiel Ponce,ar ARG,FW,Elche,24,7.4,17,2.29,1,0.13,8,7,2,66.7,128,28.9,6,4,122,73.5,0,6,264,11,50.0,697,1,15,5,0,74
243,460,Portu,es ESP,FWMF,Real Sociedad,29,17.7,34,1.92,4,0.23,20,11,7,28.0,340,24.1,31,11,359,73.9,2,20,673,9,56.3,2352,1,24,9,0,78
244,463,Jose Pozo,es ESP,MF,Rayo Vallecano,25,0.8,8,10.00,0,0.00,1,1,1,50.0,17,23.5,2,1,45,86.5,0,3,67,0,0.0,197,0,3,0,0,73
245,466,Javi Puado,es ESP,FWMF,Espanyol,23,24.9,39,1.56,3,0.12,27,19,12,41.4,356,29.5,24,25,548,83.8,1,21,906,23,44.2,4445,4,40,12,0,78
246,474,Uroš Račić,rs SRB,MF,Valencia,23,13.4,21,1.57,0,0.00,33,25,12,40.0,319,30.4,25,20,380,75.1,0,7,659,10,62.5,1727,0,16,1,0,75
247,477,Antonio Raillo,es ESP,DF,Mallorca,29,17.0,3,0.18,0,0.00,21,12,5,62.5,147,36.7,28,27,532,86.5,0,0,792,0,,3075,2,9,3,0,73
248,478,Ivan Rakitić,hr CRO,MF,Sevilla,33,24.2,75,3.09,10,0.41,40,27,17,44.7,364,28.0,47,26,1396,84.5,6,40,1896,7,33.3,4710,4,29,10,4,82
249,482,Lluis Recasens,es ESP,DF,Espanyol,19,0.5,0,0.00,0,0.00,2,1,0,0.0,6,33.3,0,1,8,66.7,0,0,17,0,,28,0,0,0,0,61
250,484,Karim Rekik,nl NED,DF,Sevilla,26,12.2,16,1.31,2,0.16,19,13,6,54.5,120,40.8,15,15,693,91.5,2,5,864,7,70.0,2381,0,4,0,0,77
251,485,Alex Remiro,es ESP,GK,Real Sociedad,26,35.0,2,0.06,0,0.00,0,0,0,0.0,2,0.0,0,0,943,75.4,0,0,1331,0,,3120,0,0,0,0,82
252,490,Rober,es ESP,DF,Levante,26,22.3,17,0.76,3,0.13,45,28,24,66.7,260,36.5,35,56,846,81.2,0,5,1269,4,80.0,4261,1,8,1,0,69
253,491,Sergi Roberto,es ESP,MFDF,Barcelona,29,4.4,9,2.03,1,0.23,10,6,2,40.0,41,26.8,3,2,241,89.9,1,5,299,5,100.0,935,2,4,3,0,80
254,496,Angel Rodriguez,es ESP,FW,Mallorca,34,17.2,31,1.81,6,0.35,23,13,2,18.2,307,21.8,14,5,198,72.5,2,12,469,14,50.0,1543,3,29,11,0,74
255,497,Oscar Rodriguez Arnaiz,es ESP,MFFW,Getafe,23,10.5,25,2.39,3,0.29,17,12,6,54.5,134,23.1,11,23,321,75.7,1,13,543,11,57.9,1906,0,25,8,9,72
256,498,Oscar Rodriguez Arnaiz,es ESP,FWMF,Sevilla,23,4.6,16,3.45,1,0.22,10,9,2,50.0,61,27.9,5,9,166,79.0,0,7,274,9,56.3,911,0,14,1,1,72
257,499,Dani Rodriguez,es ESP,MFFW,Mallorca,33,31.5,85,2.70,6,0.19,48,38,14,33.3,636,26.9,36,34,741,76.0,3,42,1390,56,58.3,5096,3,43,10,3,76
258,500,Guido Rodriguez,ar ARG,MF,Betis,27,28.1,47,1.67,4,0.14,90,57,40,47.1,636,27.2,61,50,1243,86.6,2,13,1756,21,75.0,4230,1,21,8,0,81
259,501,Rodrygo,br BRA,FW,Real Madrid,20,16.9,65,3.84,11,0.65,20,15,3,17.6,293,23.9,25,18,558,82.9,4,26,903,27,42.9,3846,4,35,15,0,81
260,502,Leonardo Roman,es ESP,GK,Mallorca,21,2.0,0,0.00,0,0.00,0,0,0,,0,,0,0,49,71.0,0,0,77,1,100.0,140,0,0,0,0,65
261,503,Ivan Romero,es ESP,FW,Sevilla,20,2.0,3,1.52,1,0.51,1,1,0,,53,28.3,2,3,30,81.1,0,0,64,1,33.3,179,0,2,1,0,60
262,506,Aitor Ruibal,es ESP,FWDF,Betis,25,9.5,30,3.15,1,0.11,24,15,9,29.0,198,26.8,14,16,262,77.1,0,10,474,15,42.9,1398,0,19,3,0,74
263,508,Victor Ruiz,es ESP,DF,Betis,32,15.8,9,0.57,1,0.06,11,6,4,66.7,90,36.7,29,42,783,87.2,0,5,1056,2,100.0,3347,0,8,1,0,78
264,509,Geronimo Rulli,ar ARG,GK,Villarreal,29,32.0,5,0.16,0,0.00,0,0,0,0.0,6,16.7,0,0,1045,81.6,0,0,1365,0,,3638,0,0,0,0,82
265,512,Youssouf Sabaly,sn SEN,DF,Betis,28,8.8,14,1.60,1,0.11,12,7,6,50.0,81,34.6,23,19,419,84.0,1,8,605,6,37.5,1881,0,4,1,0,76
266,513,Salvi,es ESP,MFFW,Cádiz,30,15.5,20,1.29,3,0.19,18,10,3,18.8,241,22.4,22,8,222,62.4,1,9,507,7,46.7,1982,2,19,8,0,74
267,515,Oihan Sancet,es ESP,FW,Athletic Club,21,15.8,56,3.54,6,0.38,18,11,4,57.1,270,28.5,9,7,356,77.2,4,24,684,19,54.3,2351,6,31,14,0,76
268,521,Jesus Santiago,es ESP,MF,Valencia,17,0.9,0,0.00,0,0.00,2,1,0,0.0,25,20.0,1,0,26,72.2,0,0,43,1,100.0,128,0,0,0,0,60
269,523,Alvaro Sanz,es ESP,MF,Barcelona,20,0.3,1,3.10,0,0.00,0,0,0,,8,25.0,0,1,12,85.7,0,1,16,0,,77,0,0,0,0,65
270,526,Esteban Saveljich,me MNE,DF,Rayo Vallecano,30,18.9,7,0.37,0,0.00,20,12,7,58.3,131,37.4,28,22,495,84.9,0,2,754,0,0.0,2582,0,9,3,0,71
271,527,Stefan Savić,me MNE,DF,Atlético Madrid,30,27.1,9,0.33,0,0.00,43,14,21,56.8,221,31.7,38,37,1148,83.3,0,2,1619,8,100.0,5800,0,16,5,0,84
272,530,Javier Serrano,es ESP,MF,Atlético Madrid,18,0.8,1,1.32,1,1.32,2,1,0,0.0,28,28.6,0,0,35,77.8,0,0,52,0,0.0,96,0,0,0,0,64
273,531,Nicolas Serrano,es ESP,MF,Athletic Club,18,3.5,4,1.14,0,0.00,9,7,4,40.0,98,22.4,10,6,89,69.5,0,3,188,4,57.1,765,1,9,5,0,70
274,533,David Silva,es ESP,MF,Real Sociedad,35,19.1,91,4.76,11,0.58,33,28,5,22.7,316,32.0,19,15,913,87.5,4,40,1234,22,50.0,4851,2,21,6,0,83
275,534,Jonathan Silva,ar ARG,DFMF,Getafe,27,2.5,3,1.19,0,0.00,8,2,2,25.0,59,22.0,8,5,65,67.0,0,2,136,1,50.0,373,0,1,1,0,68
276,535,Rui Silva,pt POR,GK,Betis,27,21.8,2,0.09,0,0.00,0,0,0,0.0,2,0.0,0,0,515,71.1,0,1,779,0,,1592,0,0,0,0,80
277,537,Unai Simon,es ESP,GK,Athletic Club,24,34.0,4,0.12,0,0.00,0,0,0,0.0,2,0.0,0,0,679,72.8,0,1,979,0,,2056,0,0,0,0,83
278,539,Ruben Sobrino,es ESP,FWMF,Cádiz,29,20.7,47,2.27,5,0.24,29,18,3,10.7,453,22.7,27,28,373,74.0,1,14,801,22,46.8,3096,4,34,10,0,73
279,540,Ruben Sobrino,es ESP,MF,Valencia,29,0.2,0,0.00,0,0.00,1,0,0,,8,0.0,1,0,1,100.0,0,0,5,1,100.0,15,0,0,0,0,73
280,541,Alex Sola,es ESP,DFFW,Real Sociedad,22,0.5,1,2.20,0,0.00,1,1,1,50.0,6,16.7,3,1,15,71.4,0,1,33,3,60.0,96,0,1,0,0,68
281,544,Carlos Soler,es ESP,MF,Valencia,24,27.5,79,2.87,8,0.29,29,19,8,23.5,475,29.1,30,18,680,69.1,5,53,1229,17,45.9,3663,11,33,14,6,83
282,546,David Soria,es ESP,GK,Getafe,28,37.9,3,0.08,0,0.00,0,0,0,0.0,0,,0,0,632,53.6,0,1,1272,0,,2611,0,0,0,0,82
