,ID,NAME,NATION,POSITION,TEAM,AGE,90S,SCA,SCA90,GCA,GCA90,TACKLES,TACKLESWIN,VSDRIBLETACKLE,%VSDRIBLETACKLE,PRESSURE,%PRESSUREWIN,BLOCKS,INTERCEPTIONS,TOTALPASSES,%TOTALPASSES,ASSIST,SHOTPASSES,TOTALTOUCHES,TOTALDRIBBLES,%TOTALDRIBBLES,DISTANCE,GOALS,SHOTS,SHOTSONTARGET,FREEKICKS,VAL
30,47,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,16,4.4,16,3.61,2,0.45,8,6,2,25.0,115,22.6,11,2,87,75.7,0,6,177,21,75.0,913,1,5,2,0,67
31,48,Marc Bartra,es ESP,DF,Betis,27,32.5,19,0.58,0,0.00,86,55,25,37.3,391,30.9,60,39,1991,88.4,0,4,2640,15,60.0,10520,1,10,4,1,83
32,54,Fran Beltran,es ESP,MF,Celta Vigo,19,16.9,23,1.36,0,0.00,28,16,16,32.7,506,24.5,19,16,798,90.3,0,11,1028,14,63.6,3511,1,18,4,0,75
33,56,Karim Benzema,fr FRA,FW,Real Madrid,30,32.8,119,3.63,12,0.37,18,13,4,22.2,442,22.6,13,5,1011,83.4,6,48,1551,52,61.2,5618,21,99,41,0,87
34,57,Yuri Berchiche,es ESP,DFFW,Athletic Club,28,34.7,42,1.21,4,0.12,55,42,20,35.7,480,26.5,67,28,1390,80.2,2,18,2110,36,62.1,7405,2,27,6,0,79
35,58,Markel Bergara,es ESP,MF,Getafe,32,0.6,0,0.00,0,0.00,2,1,1,50.0,15,33.3,3,2,15,71.4,0,0,31,0,,43,0,0,0,0,76
36,59,Pedro Bigas,es ESP,DF,Eibar,27,6.5,2,0.31,1,0.15,6,5,3,50.0,48,50.0,3,8,249,81.1,1,1,352,1,100.0,1478,0,3,0,0,73
37,60,Alejandro Blanco,es ESP,FWMF,Alavés,19,0.2,0,0.00,0,0.00,0,0,0,0.0,4,25.0,1,0,4,66.7,0,0,10,1,100.0,35,0,0,0,0,65
38,61,Ruben Blanco,es ESP,GK,Celta Vigo,23,25.0,3,0.12,0,0.00,0,0,0,0.0,3,33.3,1,0,529,65.1,0,2,886,0,,1978,0,0,0,0,76
39,62,Pablo de Blasis,ar ARG,DFMF,Eibar,30,16.9,36,2.13,0,0.00,29,17,14,32.6,294,31.0,29,11,554,69.9,0,21,962,8,38.1,2709,2,12,8,0,74
40,70,Martin Braithwaite,dk DEN,FW,Leganés,27,15.6,23,1.48,6,0.39,7,5,0,0.0,274,25.2,7,1,184,73.9,5,14,423,18,48.6,1221,4,29,10,0,75
41,71,Darko Brašanac,rs SRB,MF,Alavés,26,17.6,24,1.37,1,0.06,32,19,12,35.3,320,23.8,22,13,494,80.1,1,9,777,13,65.0,2626,0,8,1,0,75
42,74,Burgui,es ESP,MFFW,Alavés,24,6.2,24,3.89,2,0.32,7,5,1,25.0,101,24.8,5,0,167,78.8,0,11,262,7,50.0,1029,1,8,2,0,74
43,75,Sergio Busquets,es ESP,MF,Barcelona,30,30.2,51,1.69,5,0.17,80,57,37,37.4,758,28.6,71,35,2163,90.2,1,15,2673,17,81.0,6747,0,6,0,0,89
44,76,Unai Bustinza,es ESP,DF,Leganés,26,22.5,31,1.38,1,0.04,44,32,18,40.9,205,28.8,37,35,708,70.0,1,11,1294,3,60.0,3521,0,5,1,0,76
45,77,Erick Cabaco,uy URU,DF,Levante,23,18.1,9,0.50,1,0.06,27,15,10,33.3,163,31.3,37,23,522,73.3,0,3,896,3,75.0,2811,2,10,3,0,75
46,79,Leandro Cabrera,uy URU,DF,Getafe,27,31.0,13,0.42,0,0.00,47,29,22,40.0,307,32.2,42,38,576,53.7,0,4,1477,4,57.1,2787,2,20,7,0,79
47,80,Jordi Calavera,es ESP,DF,Eibar,22,0.0,0,0.00,0,0.00,0,0,0,,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,71
48,81,Fernando Calero,es ESP,DF,Valladolid,22,34.8,15,0.43,1,0.03,45,28,16,42.1,312,32.4,61,37,1221,85.3,0,5,1781,8,88.9,5010,1,8,2,0,78
49,84,Sergio Camello,es ESP,FW,Atlético Madrid,17,0.5,1,2.00,0,0.00,1,1,0,,4,50.0,0,0,8,80.0,0,1,15,0,0.0,67,1,3,1,0,65
50,85,Jose Campaña,es ESP,MF,Levante,25,35.7,81,2.27,14,0.39,65,49,24,27.3,762,22.2,61,22,1580,80.5,9,51,2296,44,62.9,8803,4,22,8,2,80
51,86,Sergio Canales,es ESP,MFFW,Betis,27,29.5,93,3.15,10,0.34,48,42,13,23.2,496,23.8,34,15,1554,83.6,2,56,2194,66,75.9,10079,7,63,23,14,84
52,87,Ander Capa,es ESP,DF,Athletic Club,26,18.2,30,1.64,2,0.11,43,22,11,33.3,297,21.5,29,20,676,73.2,0,11,1157,21,45.7,3920,0,9,2,0,78
53,88,Marc Cardona,es ESP,FWMF,Eibar,23,6.7,11,1.64,2,0.30,11,7,3,33.3,189,27.0,9,1,128,71.5,1,5,289,10,50.0,725,3,17,8,0,72
54,89,Daniel Carriço,pt POR,DF,Sevilla,29,23.7,16,0.68,2,0.08,35,23,14,50.0,206,27.2,31,26,806,81.5,1,5,1224,9,81.8,3616,1,8,2,0,78
55,91,Dani Carvajal,es ESP,DF,Real Madrid,26,23.4,56,2.39,6,0.26,39,21,13,30.2,364,25.3,51,30,1593,86.9,2,29,2067,38,66.7,6484,1,11,4,0,85
56,92,William Carvalho,pt POR,MF,Betis,26,26.5,58,2.19,9,0.34,42,31,15,44.1,251,25.5,10,16,1705,89.2,5,17,2107,42,75.0,7006,0,10,2,0,83
57,93,Casemiro,br BRA,MF,Real Madrid,26,25.7,45,1.75,3,0.12,82,56,31,31.0,489,33.5,71,36,1438,88.3,0,13,1949,14,77.8,4627,3,40,9,1,87
58,94,Santiago Caseres,ar ARG,MF,Villarreal,21,17.6,30,1.70,1,0.06,72,50,22,36.7,439,26.2,24,9,781,90.7,1,15,1005,12,80.0,3388,0,5,1,0,74
59,96,Santi Cazorla,es ESP,MFFW,Villarreal,33,29.4,120,4.08,13,0.44,71,42,28,31.5,638,24.3,40,23,1413,81.0,10,73,2055,63,73.3,7805,4,27,7,4,82
60,98,Charles,br BRA,FW,Eibar,34,19.3,34,1.76,4,0.21,11,6,4,18.2,296,31.4,13,7,386,68.8,1,16,767,5,41.7,1223,14,59,24,0,80
61,101,Denis Cheryshev,ru RUS,MFFW,Valencia,27,19.0,61,3.22,4,0.21,47,35,16,32.7,599,24.5,42,17,472,65.4,2,35,959,22,57.9,3692,2,29,7,0,79
62,102,Leandro Chichizola,ar ARG,GK,Getafe,28,1.0,0,0.00,0,0.00,0,0,0,,0,,0,0,12,46.2,0,0,27,0,,54,0,0,0,0,76
63,103,Samuel Chukwueze,ng NGA,FWMF,Villarreal,19,19.0,57,3.01,5,0.26,19,11,5,16.1,404,22.8,14,10,387,71.7,2,23,796,59,58.4,3961,5,58,23,0,76
64,104,Jasper Cillessen,nl NED,GK,Barcelona,29,3.0,0,0.00,0,0.00,0,0,0,,0,,0,0,102,88.7,0,0,121,0,,285,0,0,0,0,83
65,105,Coke,es ESP,DF,Levante,31,20.2,27,1.34,5,0.25,37,17,14,28.0,189,31.2,30,19,701,75.6,0,15,1155,19,57.6,3610,4,13,7,0,78
66,106,Alex Collado,es ESP,FW,Barcelona,19,0.9,0,0.00,0,0.00,1,0,0,0.0,40,5.0,3,2,24,85.7,0,0,38,0,,169,0,2,0,0,65
67,109,Francis Coquelin,fr FRA,MF,Valencia,27,19.6,38,1.94,1,0.05,45,35,16,39.0,303,29.4,19,50,840,86.2,1,16,1182,31,77.5,3430,0,10,3,0,80
68,110,Iñigo Cordoba,es ESP,FW,Athletic Club,21,14.7,34,2.32,6,0.41,36,25,11,21.2,395,23.5,36,17,301,66.7,4,15,679,31,48.4,2648,0,22,8,0,77
69,111,Angel Correa,ar ARG,MFFW,Atlético Madrid,23,21.3,81,3.80,13,0.61,38,30,9,16.7,579,25.0,29,22,566,73.9,2,33,1102,65,58.6,3909,3,32,11,0,82
70,112,Diego Costa,es ESP,FW,Atlético Madrid,29,12.4,19,1.54,2,0.16,5,2,2,28.6,236,19.9,6,3,220,70.7,2,9,447,14,56.0,1240,2,16,10,0,83
71,113,Jaume Costa,es ESP,DF,Villarreal,30,16.6,28,1.69,3,0.18,33,17,13,46.4,167,25.1,34,19,781,81.0,0,10,1132,10,71.4,3369,1,13,2,0,78
72,114,David Costas,es ESP,DF,Celta Vigo,23,13.0,3,0.23,0,0.00,27,17,10,50.0,118,33.9,18,8,614,89.1,0,0,831,1,50.0,3007,0,2,2,0,72
73,115,Thibaut Courtois,be BEL,GK,Real Madrid,26,27.0,2,0.07,0,0.00,0,0,0,0.0,3,0.0,0,0,643,77.4,0,0,883,1,100.0,2299,0,1,0,0,88
74,119,Marc Cucurella,es ESP,MFFW,Eibar,20,26.2,66,2.52,8,0.31,44,39,9,36.0,689,32.4,45,15,763,76.5,2,32,1256,17,43.6,3424,1,21,2,0,75
75,120,Ivan Cuellar,es ESP,GK,Leganés,34,33.9,1,0.03,0,0.00,0,0,0,0.0,3,33.3,1,0,576,54.8,0,0,1137,0,,3834,0,0,0,0,77
76,121,Sergi Darder,es ESP,MF,Espanyol,24,30.1,85,2.82,6,0.20,52,31,16,22.2,635,18.9,42,19,1025,78.1,2,35,1600,45,65.2,6645,5,55,16,1,80
77,123,Ousmane Dembele,fr FRA,FWMF,Barcelona,21,18.5,85,4.61,12,0.65,19,10,6,30.0,350,23.4,15,3,790,77.6,5,46,1247,89,67.4,6001,8,38,16,0,84
78,125,Mouctar Diakhaby,gn GUI,DF,Valencia,21,17.6,7,0.40,0,0.00,11,9,3,27.3,117,29.9,33,17,592,86.0,0,0,864,5,83.3,3105,2,12,4,0,77
79,126,Brahim Diaz,es ESP,FW,Real Madrid,18,4.2,21,5.03,4,0.96,11,6,1,25.0,62,33.9,1,0,148,84.6,1,6,249,18,54.5,933,1,7,5,0,73
80,127,Javier Diaz,es ESP,GK,Sevilla,21,1.0,0,0.00,0,0.00,0,0,0,,0,,0,0,14,58.3,0,0,24,0,,62,0,0,0,0,65
81,128,Adrian Dieguez,es ESP,DF,Huesca,22,8.3,3,0.36,0,0.00,16,10,4,26.7,108,24.1,13,11,153,76.5,0,1,305,5,100.0,794,0,1,1,0,76
82,130,Papakouli Diop,sn SEN,MF,Eibar,32,26.1,45,1.72,1,0.04,63,46,19,43.2,485,36.1,29,27,850,74.2,1,9,1410,25,83.3,2932,1,36,6,0,74
83,131,Djene,tg TOG,DF,Getafe,26,33.1,21,0.64,4,0.12,54,36,17,43.6,370,36.8,36,59,705,72.5,0,5,1325,20,87.0,3885,0,12,1,0,83
84,132,Marko Dmitrović,rs SRB,GK,Eibar,26,24.0,2,0.08,1,0.04,0,0,0,0.0,3,33.3,0,0,371,49.6,0,0,822,1,100.0,2382,0,0,0,0,80
85,133,Jaume Domenech,es ESP,GK,Valencia,27,4.0,0,0.00,0,0.00,0,0,0,0.0,0,,0,0,58,61.7,0,0,102,0,,245,0,0,0,0,76
86,134,Cheick Doukoure,ci CIV,MF,Levante,25,3.5,1,0.28,0,0.00,11,10,2,16.7,112,18.8,8,5,85,75.2,0,0,161,2,100.0,389,0,1,1,0,72
87,136,Oscar Duarte,cr CRC,DFMF,Espanyol,29,7.3,5,0.68,0,0.00,12,5,5,62.5,52,21.2,10,8,300,87.7,0,2,417,0,,1301,0,2,1,0,72
88,137,Ruben Duarte,es ESP,DF,Alavés,22,30.8,44,1.43,2,0.06,72,40,31,45.6,357,32.8,90,34,847,68.8,0,21,1625,9,60.0,3853,0,22,7,0,76
89,138,Hugo Duro,es ESP,MFFW,Getafe,18,4.6,4,0.86,1,0.22,8,4,3,33.3,133,26.3,5,2,46,67.6,0,1,115,2,40.0,311,0,6,0,0,67
90,141,Aritz Elustondo,es ESP,DF,Real Sociedad,24,25.0,20,0.80,2,0.08,47,31,20,45.5,266,33.5,42,27,973,79.8,0,8,1524,15,88.2,5596,1,11,5,0,77
91,143,Rodrigo Ely,br BRA,DF,Alavés,24,4.8,1,0.21,0,0.00,6,4,3,37.5,31,38.7,16,4,100,74.1,0,1,219,0,,356,0,3,1,0,75
92,145,Emerson,br BRA,DF,Betis,19,3.5,8,2.27,0,0.00,13,10,3,37.5,71,29.6,11,1,164,81.2,0,5,258,1,16.7,603,0,3,1,0,71
93,146,Youssef En-Nesyri,ma MAR,FW,Leganés,21,23.4,32,1.37,3,0.13,14,11,3,10.7,534,17.6,22,9,278,56.2,2,15,838,34,47.2,1955,9,72,23,0,76
94,147,Sergi Enrich,es ESP,FW,Eibar,28,28.7,58,2.02,12,0.42,30,26,7,23.3,638,27.7,25,5,683,73.8,4,27,1257,23,74.2,2168,7,70,17,0,80
95,148,Javier Eraso,es ESP,MFFW,Leganés,28,7.0,13,1.85,1,0.14,5,3,0,0.0,192,21.9,7,3,175,76.4,0,6,297,7,77.8,861,0,4,2,0,74
96,149,Gonzalo Escalante,ar ARG,MF,Eibar,25,19.9,28,1.41,3,0.15,49,39,14,26.9,405,29.4,38,19,597,77.7,1,9,973,23,74.2,2409,4,22,8,0,77
97,150,Sergio Escudero,es ESP,DFMF,Sevilla,28,17.2,26,1.51,2,0.12,41,20,18,43.9,281,29.9,47,17,752,79.1,1,10,1168,14,51.9,3431,0,25,3,0,79
98,151,Bernardo Espinosa,co COL,DF,Girona,29,30.3,13,0.43,1,0.03,18,12,9,50.0,178,32.6,66,31,1203,88.1,1,5,1726,4,100.0,3907,1,15,7,0,75
99,152,Beñat Etxebarria,es ESP,MF,Athletic Club,31,22.6,57,2.53,1,0.04,46,35,15,22.4,415,24.8,23,21,992,79.9,2,32,1403,12,63.2,3362,1,16,4,3,81
100,153,Xabier Etxeita,es ESP,DF,Huesca,30,29.7,12,0.40,0,0.00,47,28,18,42.9,230,29.6,48,25,659,76.1,0,2,1214,3,75.0,3585,4,23,8,0,73
101,154,Zouhair Feddal,ma MAR,DF,Betis,29,18.9,14,0.74,1,0.05,38,18,13,46.4,151,29.1,33,15,1107,86.1,1,4,1520,12,80.0,5433,1,17,3,0,78
102,155,Aitor Fernandez,es ESP,GK,Levante,27,16.0,2,0.12,0,0.00,0,0,0,,2,0.0,1,0,270,59.2,0,0,508,0,,1011,0,0,0,0,76
103,156,Andres Fernandez,es ESP,GK,Villarreal,31,6.0,2,0.33,0,0.00,0,0,0,0.0,2,50.0,0,0,133,71.1,0,1,207,0,0.0,567,0,0,0,0,78
104,158,Joaquin Fernandez,es ESP,DFMF,Valladolid,22,9.3,3,0.32,0,0.00,15,8,3,27.3,103,25.2,8,11,244,81.3,0,1,405,1,100.0,1097,1,7,2,0,74
105,160,Facundo Ferreyra,ar ARG,FWMF,Espanyol,27,2.3,2,0.95,0,0.00,4,3,0,0.0,40,12.5,1,0,32,68.1,0,0,75,0,,126,1,3,1,0,77
106,161,Junior Firpo,es ESP,DFMF,Betis,21,21.5,35,1.63,4,0.19,38,28,10,33.3,284,27.1,47,15,915,80.9,4,19,1354,23,53.5,4404,3,19,8,0,79
107,166,Ramiro Funes Mori,ar ARG,DFMF,Villarreal,27,29.2,23,0.79,2,0.07,43,26,20,40.8,312,29.5,45,32,995,82.2,1,6,1553,15,75.0,5882,2,26,6,0,77
108,169,Enric Gallego,es ESP,FW,Huesca,31,17.1,32,1.87,2,0.12,20,14,4,28.6,361,18.3,21,8,222,58.0,1,14,617,19,46.3,1240,5,31,11,0,74
109,171,Kevin Gameiro,fr FRA,FW,Valencia,31,17.9,52,2.90,6,0.33,11,9,3,17.6,400,19.0,15,6,334,77.0,1,25,614,14,46.7,2528,6,35,14,0,81
110,172,Cristian Ganea,ro ROU,MF,Athletic Club,26,0.5,2,3.67,0,0.00,0,0,0,0.0,5,40.0,2,2,10,90.9,0,0,16,0,,33,0,0,0,0,71
111,173,Ezequiel Garay,ar ARG,DF,Valencia,31,23.7,12,0.51,0,0.00,22,13,5,31.3,104,39.4,42,12,908,85.2,0,4,1324,1,50.0,5288,2,13,6,0,83
112,174,Borja Garces,es ESP,FW,Atlético Madrid,18,0.2,0,0.00,0,0.00,0,0,0,,8,50.0,0,0,2,50.0,0,0,9,0,,19,1,3,1,0,65
113,179,Dani Garcia,es ESP,MF,Athletic Club,28,27.5,14,0.51,3,0.11,59,40,23,30.3,439,27.1,36,42,1165,83.8,1,5,1619,4,44.4,3649,0,2,0,0,81
114,180,Javi Garcia,es ESP,DFMF,Betis,31,5.8,1,0.17,0,0.00,1,0,0,0.0,47,31.9,11,6,424,94.0,0,0,502,5,100.0,2063,0,0,0,0,77
115,181,Manu Garcia,es ESP,MF,Alavés,32,25.9,31,1.20,1,0.04,86,45,28,31.5,590,22.0,38,20,718,75.5,1,12,1264,13,68.4,2575,2,28,5,0,78
116,182,Raul Garcia,es ESP,DF,Leganés,29,4.2,1,0.24,0,0.00,9,7,5,62.5,44,25.0,9,2,74,56.5,0,0,178,1,100.0,396,0,2,0,0,73
117,182,Raul Garcia,es ESP,DF,Leganés,29,4.2,1,0.24,0,0.00,9,7,5,62.5,44,25.0,9,2,74,56.5,0,0,178,1,100.0,396,0,2,0,0,80
118,183,Raul Garcia,es ESP,DF,Girona,29,9.4,8,0.85,1,0.11,23,14,10,55.6,154,28.6,31,9,352,70.4,1,6,629,10,71.4,2043,0,5,1,0,73
119,183,Raul Garcia,es ESP,DF,Girona,29,9.4,8,0.85,1,0.11,23,14,10,55.6,154,28.6,31,9,352,70.4,1,6,629,10,71.4,2043,0,5,1,0,80
120,184,Raul Garcia,es ESP,MFFW,Athletic Club,32,26.3,54,2.05,9,0.34,68,43,21,29.6,661,24.5,51,22,548,58.4,3,23,1338,15,48.4,2827,9,75,32,0,73
121,184,Raul Garcia,es ESP,MFFW,Athletic Club,32,26.3,54,2.05,9,0.34,68,43,21,29.6,661,24.5,51,22,548,58.4,3,23,1338,15,48.4,2827,9,75,32,0,80
122,186,Mario Gaspar,es ESP,DF,Villarreal,27,28.9,36,1.25,2,0.07,57,29,23,41.1,428,23.4,59,33,1068,80.5,2,17,1639,13,40.6,3782,1,26,7,0,79
123,187,Joris Gnagnon,fr FRA,DFMF,Sevilla,21,5.0,6,1.21,0,0.00,13,10,4,57.1,46,41.3,5,9,231,88.8,0,1,313,4,100.0,1203,0,3,1,0,75
124,189,Ibai Gomez,es ESP,FW,Athletic Club,28,6.4,19,2.95,2,0.31,7,4,3,37.5,97,21.6,10,4,201,68.8,2,14,366,11,52.4,944,0,8,3,0,80
125,190,Ibai Gomez,es ESP,MFFW,Alavés,28,16.1,34,2.11,4,0.25,10,7,6,30.0,198,22.7,14,14,389,68.2,2,18,730,25,53.2,2043,3,43,10,5,80
126,191,Maxi Gomez,uy URU,FW,Celta Vigo,21,32.9,72,2.19,12,0.36,8,8,4,22.2,434,23.7,18,5,516,73.2,5,27,1064,17,45.9,2569,13,81,28,7,80
127,192,Moi Gomez,es ESP,MF,Huesca,24,33.9,90,2.65,11,0.32,42,35,10,20.4,663,23.4,41,28,1234,79.3,7,50,1823,43,70.5,7438,2,25,8,2,73
128,193,Sergi Gomez,es ESP,DF,Sevilla,26,30.7,19,0.62,0,0.00,49,24,15,53.6,294,30.3,49,34,1239,86.2,0,7,1739,3,100.0,5459,0,9,3,0,80
129,196,Bruno Gonzalez,es ESP,DF,Getafe,28,18.9,8,0.42,3,0.16,26,16,7,41.2,182,34.1,16,13,386,72.7,1,3,697,1,100.0,1567,0,6,1,0,78
130,198,Andoni Gorosabel,es ESP,DF,Real Sociedad,21,5.1,7,1.38,0,0.00,17,5,7,53.8,93,15.1,9,6,229,80.9,0,5,354,1,20.0,869,0,2,0,0,70
131,200,Esteban Granero,es ESP,MF,Espanyol,31,22.4,68,3.04,7,0.31,59,35,14,23.7,487,17.7,39,28,983,83.2,1,27,1446,34,82.9,5090,3,29,7,13,79
132,201,Antoine Griezmann,fr FRA,FW,Atlético Madrid,27,35.5,127,3.57,15,0.42,40,24,10,27.0,753,20.5,19,9,1136,75.2,8,72,1867,35,59.3,6061,15,110,45,16,89
133,202,Andres Guardado,mx MEX,MFDF,Betis,31,25.9,65,2.51,6,0.23,28,15,8,16.0,420,25.2,21,24,1442,86.6,4,33,1887,24,77.4,7831,0,26,5,2,81
134,203,Sergi Guardiola,es ESP,FW,Valladolid,27,16.8,38,2.26,4,0.24,21,10,4,22.2,378,18.3,12,3,229,64.0,1,9,599,21,63.6,1634,3,45,15,0,77
135,204,Sergi Guardiola,es ESP,FWMF,Getafe,27,0.3,1,3.00,0,0.00,1,1,0,,19,10.5,0,0,7,50.0,0,0,24,1,100.0,102,0,2,0,0,77
136,205,Gonçalo Guedes,pt POR,MFFW,Valencia,21,16.3,58,3.56,11,0.68,30,18,14,35.9,303,22.8,18,7,466,71.1,3,21,874,46,63.9,4878,5,35,14,1,83
137,206,Javi Guerra,es ESP,FWMF,Rayo Vallecano,36,2.6,13,4.96,2,0.76,2,2,0,0.0,39,25.6,5,1,61,83.6,1,3,102,4,80.0,310,0,7,0,0,66
138,207,Francis Guerrero,es ESP,DFMF,Betis,22,19.8,32,1.62,4,0.20,46,27,16,37.2,249,29.7,35,15,795,79.5,1,15,1221,23,57.5,4461,0,10,4,0,74
139,208,Ander Guevara,es ESP,MF,Real Sociedad,21,1.0,1,1.00,0,0.00,5,3,2,28.6,32,37.5,2,0,43,97.7,0,1,55,2,100.0,181,0,3,0,0,69
