,ID,NAME,NATION,POSITION,TEAM,AGE,90S,SCA,SCA90,GCA,GCA90,TACKLES,TACKLESWIN,VSDRIBLETACKLE,%VSDRIBLETACKLE,PRESSURE,%PRESSUREWIN,BLOCKS,INTERCEPTIONS,TOTALPASSES,%TOTALPASSES,ASSIST,SHOTPASSES,TOTALTOUCHES,TOTALDRIBBLES,%TOTALDRIBBLES,DISTANCE,GOALS,SHOTS,SHOTSONTARGET,FREEKICKS,VAL
140,209,John Guidetti,se SWE,FW,Alavés,26,7.0,14,2.00,2,0.29,3,2,0,0.0,140,23.6,8,1,107,67.7,1,8,227,3,37.5,418,2,10,5,0,76
141,212,Gorka Guruzeta,es ESP,FWMF,Athletic Club,21,0.6,1,1.80,0,0.00,1,1,0,0.0,12,0.0,1,0,8,80.0,0,1,19,0,0.0,25,0,1,0,0,68
142,213,Hacen,mr MTN,FW,Valladolid,20,0.0,0,0.00,0,0.00,0,0,0,,8,12.5,1,0,0,0.0,0,0,6,0,,10,0,0,0,0,67
143,217,Mario Hermoso,es ESP,DF,Espanyol,23,31.2,20,0.64,2,0.06,34,25,16,42.1,168,34.5,48,25,1380,84.6,0,4,1973,12,80.0,5501,3,27,11,7,80
144,220,Yangel Herrera,ve VEN,MFDF,Huesca,20,12.8,21,1.64,2,0.16,47,30,20,47.6,362,27.3,18,15,365,78.2,0,5,655,13,46.4,1454,0,16,2,1,82
145,221,Iago Herrerin,es ESP,GK,Athletic Club,30,31.0,6,0.19,1,0.03,0,0,0,0.0,5,0.0,0,0,564,57.1,1,2,1044,1,50.0,2871,0,0,0,0,79
146,226,Robert Ibañez,es ESP,FWMF,Getafe,25,0.8,2,2.37,0,0.00,1,1,1,33.3,13,30.8,2,0,16,88.9,0,0,35,0,0.0,184,0,4,2,0,72
147,227,Vicente Iborra,es ESP,MFFW,Villarreal,30,18.5,28,1.51,5,0.27,34,26,8,26.7,327,24.8,25,19,632,80.3,1,5,968,12,54.5,2313,3,15,5,0,78
148,228,Borja Iglesias,es ESP,FW,Espanyol,25,34.2,81,2.37,10,0.29,27,21,4,14.8,632,20.3,19,6,481,69.5,3,33,1130,44,61.1,3037,17,87,35,0,83
149,229,Asier Illarramendi,es ESP,MF,Real Sociedad,28,20.2,24,1.19,2,0.10,55,39,18,30.5,372,30.6,41,24,1046,84.2,1,13,1444,7,58.3,5527,1,13,4,2,83
150,232,Takashi Inui,jp JPN,FWMF,Betis,30,4.2,15,3.58,1,0.24,5,1,3,27.3,77,20.8,4,1,109,82.0,0,3,188,8,66.7,759,0,13,3,0,79
151,233,Takashi Inui,jp JPN,MFFW,Alavés,30,9.2,13,1.41,2,0.22,12,6,2,11.1,197,22.3,7,8,188,73.7,0,2,363,11,68.8,1676,2,16,5,0,79
152,235,Carlos Isaac,es ESP,DF,Atlético Madrid,20,1.0,2,2.00,0,0.00,0,0,0,0.0,16,25.0,5,0,43,81.1,0,1,63,1,100.0,230,0,1,0,0,64
153,236,Isco,es ESP,MFFW,Real Madrid,26,13.2,53,4.00,2,0.15,29,20,12,32.4,228,23.2,9,8,837,85.0,2,26,1142,29,67.4,4479,3,24,7,2,86
154,238,Ander Iturraspe,es ESP,MF,Athletic Club,29,1.1,0,0.00,0,0.00,1,1,0,0.0,7,14.3,1,1,70,87.5,0,0,87,0,,218,0,0,0,0,76
155,240,Adnan Januzaj,be BEL,FWMF,Real Sociedad,23,13.9,59,4.23,7,0.50,13,11,2,18.2,198,25.8,13,6,367,66.4,3,25,821,65,57.5,3751,1,33,7,5,79
156,241,Jason,es ESP,MFFW,Levante,24,25.9,55,2.12,8,0.31,42,25,22,30.1,509,21.0,39,41,576,68.7,5,27,1187,31,40.3,4445,2,31,8,3,75
157,244,Joaquin,es ESP,FWDF,Betis,37,18.8,82,4.35,5,0.27,12,8,5,45.5,233,26.2,19,10,798,81.3,0,43,1168,48,75.0,4935,6,25,12,4,80
158,246,Joan Jordan,es ESP,MF,Eibar,24,31.9,123,3.85,9,0.28,69,51,32,35.2,613,29.2,61,32,1505,79.8,4,65,2234,55,74.3,6820,4,58,19,9,78
159,247,Willian Jose,br BRA,FW,Real Sociedad,26,26.3,59,2.24,4,0.15,5,3,3,75.0,337,29.1,13,5,576,74.5,5,33,1047,22,50.0,3047,11,48,20,1,82
160,249,Jozabed,es ESP,MF,Celta Vigo,27,12.8,22,1.71,0,0.00,20,17,8,23.5,300,22.7,18,8,611,84.7,0,9,816,5,71.4,2386,0,11,3,0,74
161,253,Juanmi,es ESP,FWMF,Real Sociedad,25,16.9,28,1.65,6,0.35,17,8,4,15.4,382,18.1,20,12,305,81.3,2,7,586,22,62.9,1790,5,44,19,0,77
162,256,David Juncà,es ESP,DF,Celta Vigo,24,19.5,33,1.69,4,0.21,50,26,23,48.9,242,29.3,53,18,838,80.3,3,14,1274,17,70.8,3522,0,5,1,0,73
163,257,Vinicius Junior,br BRA,FW,Real Madrid,18,9.7,44,4.56,5,0.52,11,5,0,0.0,205,23.4,7,6,229,72.7,0,14,496,40,65.6,3087,2,43,16,0,75
164,259,Nikola Kalinić,hr CRO,FW,Atlético Madrid,30,7.1,8,1.12,2,0.28,3,0,0,0.0,127,22.0,1,2,60,57.7,0,3,167,4,50.0,368,2,9,5,0,79
165,260,Lee Kangin,kr KOR,FWMF,Valencia,17,0.3,1,3.75,0,0.00,2,0,1,33.3,17,5.9,0,1,8,53.3,0,1,20,0,,143,0,1,0,0,76
166,261,Wilfrid Kaptoum,cm CMR,MF,Betis,22,8.6,5,0.58,0,0.00,13,5,3,33.3,163,20.2,9,6,286,86.7,0,2,416,20,69.0,1698,0,3,1,0,70
167,264,Simon Kjær,dk DEN,DF,Sevilla,29,22.3,9,0.40,0,0.00,35,20,14,58.3,159,33.3,42,19,772,85.9,0,5,1166,3,100.0,2913,0,15,3,0,82
168,265,Kenan Kodro,ba BIH,FWMF,Athletic Club,24,1.8,3,1.68,1,0.56,3,2,1,50.0,34,38.2,1,0,38,84.4,0,2,71,1,33.3,155,1,4,1,0,69
169,266,Koke,es ESP,MF,Atlético Madrid,26,28.7,97,3.38,7,0.24,75,46,28,29.5,725,23.0,47,24,1698,82.5,5,59,2324,31,79.5,5872,3,20,5,1,85
170,267,Geoffrey Kondogbia,cf CTA,MF,Valencia,25,13.8,21,1.52,2,0.14,46,35,8,34.8,336,22.3,27,24,638,84.8,1,6,922,25,78.1,3964,1,22,4,0,81
171,268,Vasyl Kravets,ua UKR,DF,Leganés,20,5.3,11,2.06,0,0.00,20,10,6,50.0,65,29.2,8,2,158,71.2,0,6,283,3,50.0,881,0,4,2,0,70
172,269,Toni Kroos,de GER,MF,Real Madrid,28,24.7,100,4.05,9,0.36,56,42,17,27.9,576,25.5,32,14,1966,89.2,4,60,2389,14,77.8,7746,0,30,9,0,88
173,270,Victor Laguardia,es ESP,DF,Alavés,28,36.0,12,0.33,3,0.08,41,25,22,53.7,221,33.5,74,51,919,73.4,2,7,1678,2,66.7,3689,1,16,5,1,79
174,271,Diego Lainez,mx MEX,MFFW,Betis,18,3.9,12,3.06,1,0.25,4,2,1,50.0,54,16.7,4,0,111,83.5,1,6,209,13,54.2,937,0,10,2,0,72
175,274,Robin Le Normand,fr FRA,DF,Real Sociedad,21,3.2,3,0.95,1,0.32,6,4,2,40.0,19,15.8,5,6,200,89.7,1,1,257,2,100.0,1190,0,5,0,0,69
176,275,Wu Lei,cn CHN,FWMF,Espanyol,26,11.8,23,1.95,3,0.25,10,8,4,22.2,202,18.8,15,3,156,70.6,1,9,351,12,63.2,1233,3,29,8,0,79
177,276,Iñigo Lekue,es ESP,DF,Athletic Club,25,2.3,3,1.28,1,0.43,4,4,1,33.3,28,28.6,6,2,90,75.6,0,2,154,3,60.0,397,0,0,0,0,73
178,277,Thomas Lemar,fr FRA,MFFW,Atlético Madrid,22,20.2,59,2.92,6,0.30,30,15,12,29.3,630,17.3,36,23,820,80.9,3,37,1270,60,71.4,5108,2,26,11,1,83
179,278,Clement Lenglet,fr FRA,DF,Barcelona,23,21.5,1,0.05,0,0.00,59,43,20,47.6,256,33.2,42,14,1024,89.4,0,0,1344,4,100.0,4857,1,6,2,0,85
180,279,Pedro Leon,es ESP,MFFW,Eibar,31,4.7,6,1.27,0,0.00,9,7,3,37.5,77,24.7,10,4,93,55.4,0,4,225,1,20.0,634,1,7,2,0,80
181,280,Sergio Leon,es ESP,FWMF,Betis,29,7.1,14,1.97,3,0.42,2,1,1,14.3,87,20.7,8,1,80,75.5,1,6,189,8,40.0,399,0,13,2,0,77
182,281,Diego Llorente,es ESP,DF,Real Sociedad,24,19.5,8,0.41,0,0.00,33,24,17,50.0,164,37.8,32,15,931,85.3,0,2,1307,5,83.3,5760,0,7,1,1,77
183,282,Marcos Llorente,es ESP,MF,Real Madrid,23,6.0,7,1.17,1,0.17,15,9,2,16.7,120,25.8,8,5,345,92.2,0,4,429,5,55.6,2114,0,1,1,0,80
184,284,Stanislav Lobotka,sk SVK,MF,Celta Vigo,23,27.7,49,1.77,5,0.18,42,34,10,22.2,670,22.5,23,26,1284,89.2,1,20,1641,33,75.0,7049,0,11,2,0,79
185,287,David Lopez,es ESP,DF,Espanyol,28,20.2,17,0.84,3,0.15,30,24,14,53.8,152,28.9,23,15,1053,88.5,0,4,1367,4,57.1,5773,0,11,2,0,78
186,288,Diego Lopez,es ESP,GK,Espanyol,36,38.0,2,0.05,0,0.00,0,0,0,0.0,0,,0,0,845,70.2,0,1,1281,1,100.0,3108,0,0,0,0,80
187,289,Javi Lopez,es ESP,DF,Espanyol,32,21.6,37,1.71,3,0.14,71,43,24,35.8,308,26.0,46,38,835,76.9,1,17,1355,25,73.5,4292,0,7,1,0,75
188,290,Lluis Lopez,es ESP,DF,Espanyol,21,5.8,2,0.35,0,0.00,1,1,1,50.0,52,30.8,11,7,198,82.8,0,0,294,2,100.0,870,0,1,1,0,71
189,293,Roberto Lopez,es ESP,MF,Real Sociedad,18,0.3,0,0.00,0,0.00,0,0,0,0.0,5,40.0,1,0,3,60.0,0,0,7,0,,17,0,0,0,0,63
190,294,Unai Lopez,es ESP,MF,Athletic Club,22,3.6,3,0.82,0,0.00,5,3,1,6.7,62,30.6,11,1,214,85.6,0,2,290,6,66.7,1042,0,4,2,0,74
191,295,Anthony Lozano,hn HON,FWMF,Girona,25,8.1,20,2.47,4,0.49,9,4,1,10.0,153,22.9,11,1,125,64.1,0,5,299,6,42.9,1226,0,24,10,0,68
192,297,Jose Luis Gayà,es ESP,DF,Valencia,23,34.9,56,1.61,3,0.09,80,39,37,50.7,442,28.7,69,36,1449,80.0,1,25,2208,47,68.1,7602,1,14,3,1,81
193,298,Jose Luis Morales,es ESP,FWMF,Levante,31,35.5,115,3.24,18,0.51,19,8,9,16.7,620,20.0,35,16,547,67.6,5,41,1262,82,55.8,5625,12,61,27,1,82
194,301,Antonio Luna,es ESP,DF,Levante,27,14.0,21,1.50,4,0.29,19,18,5,27.8,222,26.1,34,12,471,72.7,2,12,787,12,80.0,2626,0,3,1,0,73
195,302,Andriy Lunin,ua UKR,GK,Leganés,19,4.1,0,0.00,0,0.00,0,0,0,,0,,1,0,84,68.9,0,0,137,0,,243,0,0,0,0,76
196,303,Nemanja Maksimović,rs SRB,MF,Getafe,23,35.7,30,0.84,4,0.11,70,45,21,31.3,874,25.6,95,49,583,74.8,0,13,1142,9,50.0,2620,1,35,7,0,78
197,305,Hugo Mallo,es ESP,DF,Celta Vigo,27,34.4,60,1.75,7,0.20,68,43,25,36.8,538,32.0,82,30,1450,72.6,4,29,2414,20,55.6,6247,1,24,9,0,78
198,306,Aïssa Mandi,dz ALG,DF,Betis,26,34.0,32,0.94,2,0.06,54,44,13,41.9,305,31.1,48,39,2413,92.6,1,15,2845,9,75.0,8322,1,6,3,0,80
199,308,Fran Manzanara,es ESP,DFMF,Levante,21,1.7,1,0.57,0,0.00,7,4,4,80.0,28,14.3,5,1,62,88.6,0,0,94,0,,135,0,1,0,0,65
200,309,Marcelo,br BRA,DF,Real Madrid,30,20.6,65,3.16,7,0.34,36,17,14,37.8,220,31.4,33,13,1255,81.5,2,35,1746,39,73.6,5524,2,35,12,0,85
201,310,Oscar de Marcos,es ESP,DFFW,Athletic Club,29,26.9,50,1.86,4,0.15,59,38,26,40.0,383,25.6,54,25,1030,76.7,2,24,1612,11,37.9,4157,1,9,2,0,78
202,311,Miguel Mari,es ESP,MF,Eibar,21,0.8,0,0.00,0,0.00,0,0,0,0.0,16,43.8,1,0,35,89.7,0,0,45,0,,118,0,0,0,0,64
203,312,Jose Maria Gimenez,uy URU,DF,Atlético Madrid,23,19.7,6,0.30,0,0.00,32,18,13,44.8,171,31.6,35,26,596,81.0,0,2,979,8,88.9,2565,0,16,4,0,85
204,313,Mariano,do DOM,FW,Real Madrid,24,5.0,9,1.81,0,0.00,1,1,0,0.0,81,14.8,1,2,72,75.8,0,5,147,4,57.1,375,3,22,8,1,79
205,314,Adrian Marin,es ESP,DFMF,Alavés,21,3.2,0,0.00,0,0.00,10,7,2,33.3,47,29.8,7,4,79,71.2,0,0,156,4,44.4,219,0,2,0,0,72
206,315,Guillermo Maripan,cl CHI,DF,Alavés,24,22.3,13,0.58,5,0.22,46,25,22,59.5,193,34.2,41,23,527,77.6,2,3,964,2,40.0,2310,2,15,5,0,78
207,316,Roger Marti,es ESP,FW,Levante,27,21.0,31,1.48,2,0.10,10,8,1,4.3,371,19.7,16,3,270,69.6,0,13,603,18,58.1,1805,13,68,27,0,77
208,317,Iñigo Martinez,es ESP,DF,Athletic Club,27,32.2,12,0.37,1,0.03,48,30,13,41.9,234,37.2,40,49,1112,79.4,0,5,1764,4,66.7,6339,0,24,5,2,80
209,319,Jordi Masip,es ESP,GK,Valladolid,29,35.0,6,0.17,1,0.03,0,0,0,0.0,0,,1,1,594,51.9,0,2,1206,0,,3024,0,0,0,0,81
210,320,Jaime Mata,es ESP,FWMF,Getafe,29,27.0,37,1.37,6,0.22,35,22,9,32.1,438,27.2,23,10,424,61.4,6,17,1034,25,55.6,2742,14,54,20,0,80
211,321,Borja Mayoral,es ESP,FW,Levante,21,18.0,33,1.83,5,0.28,11,8,3,20.0,270,17.8,8,6,326,83.0,2,22,582,31,52.5,2085,3,24,15,0,77
212,322,Robert Mazaň,sk SVK,DF,Celta Vigo,24,1.0,2,2.00,0,0.00,3,2,3,100.0,20,30.0,1,2,45,81.8,0,1,65,0,,142,0,1,0,0,66
213,323,Alvaro Medran,es ESP,MF,Rayo Vallecano,24,12.8,41,3.21,0,0.00,13,9,4,20.0,191,27.2,14,13,631,80.8,0,28,898,18,72.0,3397,3,24,9,3,75
214,324,Oscar Melendo,es ESP,MFFW,Espanyol,20,22.2,67,3.02,8,0.36,20,12,9,31.0,446,24.0,27,13,760,84.9,5,33,1106,36,81.8,4669,0,9,6,0,80
215,325,Gonzalo Melero,es ESP,MF,Huesca,24,14.9,41,2.74,4,0.27,24,22,10,20.4,366,23.5,18,3,623,87.3,1,21,865,15,55.6,3223,2,20,6,0,75
216,326,Arthur Melo,br BRA,MF,Barcelona,21,15.9,26,1.64,2,0.13,17,15,5,27.8,350,28.0,15,9,1211,93.0,1,17,1405,18,75.0,6263,0,5,3,0,84
217,327,Brais Mendez,es ESP,MFFW,Celta Vigo,21,26.1,80,3.07,14,0.54,58,43,16,25.8,686,26.4,37,15,918,75.0,7,43,1580,36,56.3,4458,6,64,26,1,77
218,329,Mikel Merino,es ESP,MF,Real Sociedad,22,22.8,40,1.75,6,0.26,48,38,16,27.1,656,21.0,41,27,883,79.3,3,15,1401,27,62.8,4450,3,24,10,0,79
219,330,Sabin Merino,es ESP,FWMF,Leganés,26,3.3,5,1.53,0,0.00,2,2,0,0.0,52,23.1,3,0,67,75.3,0,3,138,3,37.5,284,0,10,4,0,74
220,332,Roque Mesa,es ESP,MF,Sevilla,29,19.4,51,2.63,6,0.31,50,36,12,34.3,445,26.1,20,19,828,85.1,2,16,1170,25,78.1,4960,2,29,7,2,79
221,333,Lionel Messi,ar ARG,FW,Barcelona,31,30.1,219,7.27,34,1.13,15,12,3,15.0,324,28.1,14,5,1524,78.6,13,91,2395,149,61.3,10625,36,167,85,41,94
222,334,Michel,es ESP,MF,Valladolid,30,28.4,85,3.00,4,0.14,57,47,19,22.4,596,22.8,49,34,1402,81.0,2,52,1996,34,79.1,6232,1,21,4,3,74
223,335,Miguel,es ESP,MFFW,Valladolid,18,0.1,1,7.50,0,0.00,0,0,0,,7,14.3,0,0,5,71.4,0,0,13,0,0.0,13,0,2,1,0,66
224,337,Santi Mina,es ESP,FW,Valencia,22,20.6,33,1.60,5,0.24,19,14,2,8.0,505,18.6,25,4,350,73.4,5,15,746,15,42.9,1619,7,42,21,0,80
225,339,Jorge Miramon,es ESP,DF,Huesca,29,27.7,49,1.77,1,0.04,70,44,28,41.8,384,32.3,55,43,993,73.2,0,27,1629,38,76.0,5615,1,14,4,0,74
226,340,Luka Modrić,hr CRO,MF,Real Madrid,32,29.0,110,3.80,14,0.48,41,30,8,14.3,562,20.5,23,37,1725,87.0,6,48,2264,62,68.1,9592,3,39,13,0,90
227,342,Jorge Molina,es ESP,FW,Getafe,36,29.4,76,2.58,9,0.31,16,11,0,0.0,411,20.4,31,4,500,66.8,5,39,1118,33,55.0,2270,14,52,20,0,80
228,343,Victor Mollejo,es ESP,FWMF,Atlético Madrid,17,0.7,2,2.77,0,0.00,0,0,0,0.0,11,9.1,0,0,21,87.5,0,1,35,0,0.0,82,0,2,0,0,65
229,344,Francisco Montero,es ESP,DF,Atlético Madrid,19,4.5,0,0.00,0,0.00,8,5,5,71.4,50,30.0,10,7,119,76.3,0,0,213,0,,803,0,0,0,0,68
230,346,Alvaro Morata,es ESP,FW,Atlético Madrid,25,12.0,24,1.99,5,0.42,13,10,2,14.3,267,26.6,9,5,179,63.9,1,7,422,15,62.5,1244,6,26,14,0,83
231,348,Gerard Moreno,es ESP,FW,Villarreal,26,25.7,67,2.60,5,0.19,20,16,7,25.9,389,20.8,27,11,550,72.0,1,34,1109,54,63.5,3530,8,72,32,0,81
232,351,Manu Morlanes,es ESP,MF,Villarreal,19,6.8,14,2.07,4,0.59,18,13,7,35.0,170,20.6,10,3,273,82.7,3,9,387,4,57.1,1195,0,3,0,0,72
233,352,Loren Moron,es ESP,FW,Betis,24,21.7,35,1.61,2,0.09,18,16,6,18.8,411,23.6,28,7,273,74.6,0,12,683,24,41.4,1819,6,59,27,0,80
234,353,Toni Moya,es ESP,DF,Atlético Madrid,20,1.0,1,1.00,0,0.00,2,2,0,0.0,12,41.7,0,0,45,90.0,0,0,54,0,,161,0,0,0,0,64
235,354,Javi Moyano,es ESP,DF,Valladolid,32,23.3,21,0.90,1,0.04,32,24,20,54.1,228,29.4,42,24,725,74.6,0,10,1178,8,88.9,2535,0,7,3,0,70
236,355,Iker Muniain,es ESP,FWMF,Athletic Club,25,26.5,70,2.64,9,0.34,28,23,5,14.3,486,26.5,24,6,1053,84.2,3,29,1545,56,60.9,6092,7,24,11,0,82
237,357,Aihen Muñoz,es ESP,DF,Real Sociedad,20,10.6,12,1.14,0,0.00,17,11,8,53.3,159,24.5,30,8,387,74.3,0,7,639,12,54.5,1834,0,2,0,0,72
238,366,Naldo,br BRA,DF,Espanyol,29,15.1,2,0.13,0,0.00,12,8,5,41.7,106,32.1,25,19,494,82.7,1,1,794,6,85.7,2220,1,6,2,0,78
239,367,Ximo Navarro,es ESP,DF,Alavés,28,28.1,30,1.07,5,0.18,53,23,18,46.2,252,31.7,41,53,779,77.8,2,13,1347,20,71.4,3877,2,12,3,0,75
240,368,Jesus Navas,es ESP,DFMF,Sevilla,32,30.1,76,2.52,10,0.33,30,23,18,54.5,256,27.0,47,24,1361,74.1,5,41,2092,40,67.8,9701,1,31,11,0,82
241,369,Keylor Navas,cr CRC,GK,Real Madrid,31,10.0,1,0.10,1,0.10,0,0,0,,0,,0,0,223,78.2,0,0,314,0,,880,0,0,0,0,87
242,370,Raul Navas,es ESP,DF,Real Sociedad,30,14.6,12,0.82,0,0.00,22,13,13,54.2,96,42.7,25,13,765,87.3,0,5,1013,3,100.0,4696,0,5,0,0,76
243,371,Neto,br BRA,GK,Valencia,29,34.0,3,0.09,0,0.00,0,0,0,0.0,1,0.0,1,0,494,58.7,0,1,907,0,,1965,0,0,0,0,85
244,372,Saul Ñiguez,es ESP,MFDF,Atlético Madrid,23,32.5,43,1.32,5,0.15,81,60,30,34.1,761,23.1,95,30,1246,77.0,1,15,2042,52,67.5,6467,4,52,20,1,72
245,374,Nolito,es ESP,FWMF,Sevilla,31,0.8,2,2.37,0,0.00,4,3,0,0.0,12,50.0,1,0,21,70.0,0,0,46,1,33.3,128,0,3,2,0,78
246,375,Unai Nuñez,es ESP,DF,Athletic Club,21,11.8,5,0.42,0,0.00,20,14,8,61.5,72,41.7,27,13,468,87.6,0,3,670,4,100.0,2121,0,12,3,0,76
247,376,Allan Nyom,cm CMR,DF,Leganés,30,19.0,34,1.79,2,0.11,39,25,17,68.0,306,30.1,25,21,473,74.1,1,26,809,10,43.5,2208,1,5,3,0,74
248,377,Jan Oblak,si SVN,GK,Atlético Madrid,25,37.0,1,0.03,0,0.00,0,0,0,,3,0.0,0,0,468,55.1,0,0,924,1,100.0,2054,0,0,0,0,91
249,378,Alvaro Odriozola,es ESP,DF,Real Madrid,22,13.1,30,2.29,5,0.38,28,17,10,43.5,183,28.4,22,11,667,85.6,2,16,897,13,41.9,3755,0,1,1,0,80
250,380,Lucas Olaza,uy URU,DF,Celta Vigo,24,10.0,13,1.30,3,0.30,31,17,16,84.2,127,33.1,18,4,368,74.9,2,7,570,5,71.4,1614,0,0,0,0,75
251,381,Oier Olazabal,es ESP,GK,Levante,28,21.0,1,0.05,0,0.00,1,0,0,0.0,1,0.0,2,0,343,60.7,0,1,648,0,,1055,0,0,0,0,74
252,382,Kiko Olivas,es ESP,DF,Valladolid,29,34.4,10,0.29,0,0.00,52,40,13,25.5,280,36.8,48,46,1187,87.5,0,5,1703,18,90.0,6328,0,5,1,0,76
253,383,Paulo Oliveira,pt POR,DF,Eibar,26,24.9,4,0.16,1,0.04,49,25,20,48.8,171,29.8,37,19,681,70.6,0,1,1253,1,100.0,3241,0,9,2,0,76
254,384,Mathias Olivera,uy URU,DFMF,Getafe,20,11.2,15,1.34,2,0.18,32,27,11,50.0,237,27.8,30,6,220,56.0,1,6,558,10,47.6,1531,0,7,4,0,74
255,385,Kenneth Omeruo,ng NGA,DF,Leganés,24,27.0,7,0.26,0,0.00,48,32,18,64.3,178,27.0,38,28,768,81.5,0,2,1268,9,100.0,3562,0,3,1,0,75
256,386,Fabian Orellana,cl CHI,MFFW,Eibar,32,30.4,121,3.98,10,0.33,32,23,6,12.0,466,26.4,34,18,973,73.9,5,45,1801,110,54.5,6237,3,72,25,3,79
257,387,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,21,35.0,96,2.74,17,0.49,31,22,11,19.0,764,23.7,75,12,733,72.6,2,42,1483,65,57.0,5731,13,58,23,0,82
258,388,Fernando Pacheco,es ESP,GK,Alavés,26,35.0,4,0.11,0,0.00,0,0,0,0.0,3,33.3,0,0,580,55.7,0,3,1149,0,,2690,0,0,0,0,81
259,389,Ruben Pardo,es ESP,MFFW,Real Sociedad,25,15.2,58,3.82,4,0.26,17,13,6,31.6,299,20.1,25,15,683,77.3,2,39,992,15,78.9,3711,1,19,4,2,74
260,390,Daniel Parejo,es ESP,MF,Valencia,29,34.0,137,4.03,14,0.41,65,50,27,25.7,728,25.1,51,38,1967,81.7,7,79,2720,40,76.9,8058,9,38,15,10,86
261,391,Thomas Partey,gh GHA,MF,Atlético Madrid,25,23.0,51,2.22,9,0.39,62,41,14,27.5,498,29.5,47,37,1170,83.2,4,18,1665,47,83.9,5827,3,36,7,2,82
262,392,Gabriel Paulista,br BRA,DF,Valencia,27,29.1,14,0.48,3,0.10,29,17,10,35.7,122,39.3,51,53,1142,88.6,1,4,1618,2,40.0,5383,0,10,2,0,82
263,393,Alfonso Pedraza,es ESP,DFFW,Villarreal,22,23.3,44,1.89,7,0.30,65,41,31,36.0,528,24.4,57,20,726,73.2,3,25,1299,40,59.7,4593,3,34,14,0,69
264,394,Pedrosa,es ESP,DF,Espanyol,20,8.5,8,0.94,0,0.00,17,12,8,36.4,133,21.1,17,9,244,78.7,0,7,422,11,61.1,1368,1,6,1,0,74
265,395,Ruben Peña,es ESP,DF,Eibar,27,29.7,77,2.59,6,0.20,73,46,27,39.1,484,36.0,61,32,1312,68.0,2,44,2279,62,62.0,8247,1,20,5,0,79
266,396,Carles Perez,es ESP,FW,Barcelona,20,0.2,0,0.00,0,0.00,0,0,0,,4,0.0,1,0,6,85.7,0,0,10,1,100.0,30,0,1,0,0,67
267,397,Hernan Perez,py PAR,FWMF,Espanyol,29,8.8,28,3.17,2,0.23,20,17,7,21.2,162,17.9,12,6,178,65.4,2,17,415,21,48.8,1960,1,15,6,0,74
268,398,Ruben Perez,es ESP,MF,Leganés,29,27.5,40,1.46,5,0.18,76,50,27,30.3,526,26.4,56,33,1110,80.3,0,15,1632,20,71.4,4376,0,13,3,0,76
269,399,Pablo Piatti,ar ARG,FWMF,Espanyol,29,8.3,32,3.88,0,0.00,23,22,7,31.8,198,22.7,15,2,193,65.0,0,13,433,21,67.7,1808,1,15,6,1,78
270,400,Cristiano Piccini,it ITA,DF,Valencia,25,20.8,24,1.16,1,0.05,40,27,15,53.6,295,29.8,37,19,805,78.5,0,6,1240,28,57.1,4644,1,12,2,0,77
271,401,Tomas Pina Isla,es ESP,MF,Alavés,30,26.0,45,1.73,2,0.08,57,38,14,27.5,434,28.6,38,28,886,83.7,0,19,1289,13,68.4,3279,2,13,2,0,77
272,402,Gerard Pique,es ESP,DF,Barcelona,31,35.0,25,0.71,6,0.17,45,27,20,54.1,273,31.9,63,32,2230,91.8,2,8,2760,16,76.2,10931,4,20,11,0,88
273,404,Oscar Plano,es ESP,MFFW,Valladolid,27,29.9,68,2.27,8,0.27,59,42,15,24.2,567,27.2,38,21,666,75.1,4,32,1238,28,60.9,4965,3,46,14,1,75
274,405,Stiven Plaza,ec ECU,FWMF,Valladolid,19,0.4,1,2.37,0,0.00,0,0,0,,4,0.0,0,0,5,71.4,0,0,9,0,,25,0,0,0,0,69
275,406,Pere Pons,es ESP,MF,Girona,25,31.0,39,1.26,3,0.10,83,57,27,27.0,726,27.0,61,31,964,78.5,2,14,1581,31,47.7,4476,1,19,7,0,76
276,407,Pedro Porro,es ESP,DFMF,Girona,18,24.6,42,1.71,7,0.28,50,32,26,32.9,423,22.5,58,40,859,69.8,4,23,1537,41,54.7,5913,0,22,6,0,73
277,408,Francisco Portillo,es ESP,MFFW,Getafe,28,22.2,61,2.75,11,0.50,20,10,7,21.9,472,25.4,29,12,592,73.3,4,23,1039,45,58.4,4041,1,8,4,0,76
278,409,Portu,es ESP,FWMF,Girona,26,31.3,71,2.27,8,0.26,30,20,8,21.1,574,23.0,32,6,508,70.7,2,33,1055,35,47.3,4297,9,43,19,0,80
279,410,Sergio Postigo,es ESP,DF,Levante,29,16.1,8,0.50,1,0.06,26,16,12,46.2,69,40.6,24,18,392,79.0,1,4,657,2,66.7,1886,1,2,1,0,75
280,411,Jose Pozo,es ESP,MFFW,Rayo Vallecano,22,18.0,65,3.62,3,0.17,17,12,6,24.0,306,24.2,6,6,617,80.3,0,29,971,57,68.7,4878,3,23,9,0,69
281,412,Sanjin Prcić,ba BIH,MF,Levante,24,5.9,7,1.18,0,0.00,17,11,6,50.0,80,25.0,18,6,231,82.5,0,2,346,6,85.7,1200,0,8,1,0,74
