,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,,-additional
419,Thomas Partey,gh GHA,MF,Atlético Madrid,27,1993,2.2,0,5,0,0.0,2.25,0.00,0.00,,35.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,529f49ab
420,Gabriel Paulista,br BRA,DF,Valencia,29,1990,30.2,4,14,6,42.9,0.46,0.20,0.29,0.67,14.8,0,0,0,0.9,0.9,0.07,+3.1,+3.1,Matches,b7ca5c51
421,Alfonso Pedraza,es ESP,DF,Villarreal,24,1996,23.3,1,22,8,36.4,0.95,0.34,0.05,0.13,17.8,0,0,0,1.8,1.8,0.09,-0.8,-0.8,Matches,63f04c6c
422,Pedri,es ESP,MF,Barcelona,17,2002,26.8,3,25,7,28.0,0.93,0.26,0.12,0.43,15.7,0,0,0,3.9,3.8,0.15,-0.9,-0.8,Matches,0d9b2d31
423,Facundo Pellistri,uy URU,MFFW,Alavés,18,2001,6.0,0,5,2,40.0,0.83,0.33,0.00,0.00,20.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,ac7e7b1c
424,Rubén Peña,es ESP,DFMF,Villarreal,29,1991,12.4,1,6,2,33.3,0.48,0.16,0.17,0.50,15.6,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches,1f079188
425,Pepe,es ESP,DF,Granada,20,2000,2.8,0,1,0,0.0,0.36,0.00,0.00,,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,6583a8a9
426,Alberto Perea,es ESP,MF,Cádiz,29,1990,17.2,2,29,6,20.7,1.68,0.35,0.07,0.33,21.0,4,0,0,1.3,1.3,0.05,+0.7,+0.7,Matches,5496cc91
427,Iñigo Pérez,es ESP,MFDF,Osasuna,32,1988,15.0,0,9,2,22.2,0.60,0.13,0.00,0.00,25.4,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,bc61cc65
428,Juan Pérez,es ESP,GK,Osasuna,24,1996,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8f29e08b
429,Kike Pérez,es ESP,MF,Valladolid,23,1997,12.9,0,16,4,25.0,1.24,0.31,0.00,0.00,21.2,1,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches,237a3851
430,Lucas Pérez,es ESP,FW,Alavés,31,1988,19.5,4,28,10,35.7,1.43,0.51,0.04,0.10,18.1,3,3,4,6.5,3.5,0.13,-2.5,-2.5,Matches,a300ac7e
431,Luis Pérez,es ESP,DF,Valladolid,25,1995,14.4,0,2,0,0.0,0.14,0.00,0.00,,23.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,b7c04927
432,Nehuén Pérez,ar ARG,DF,Granada,20,2000,8.2,0,5,1,20.0,0.61,0.12,0.00,0.00,8.1,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches,f7c491f1
433,Pablo Piatti,ar ARG,MFFW,Elche,31,1989,4.0,0,4,3,75.0,1.00,0.75,0.00,0.00,21.2,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches,48e89655
434,Cristiano Piccini,it ITA,DF,Valencia,27,1992,0.7,0,1,0,0.0,1.34,0.00,0.00,,58.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,32c0491f
435,Tomás Pina Isla,es ESP,MF,Alavés,32,1987,28.6,1,9,1,11.1,0.31,0.03,0.11,1.00,17.3,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches,e54bd0a2
436,Yeremi Pino,es ESP,FWMF,Villarreal,17,2002,8.9,3,14,5,35.7,1.58,0.56,0.21,0.60,14.8,0,0,0,1.5,1.5,0.10,+1.5,+1.5,Matches,540ec57b
437,Gerard Piqué,es ESP,DF,Barcelona,33,1987,16.5,0,8,2,25.0,0.49,0.12,0.00,0.00,9.3,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,adfc9123
438,Miralem Pjanić,ba BIH,MF,Barcelona,30,1990,7.0,0,16,3,18.8,2.30,0.43,0.00,0.00,21.0,2,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches,ad6df2d5
439,Óscar Plano,es ESP,MFFW,Valladolid,29,1991,28.0,5,41,10,24.4,1.47,0.36,0.12,0.50,16.4,0,0,0,4.3,4.3,0.11,+0.7,+0.7,Matches,7c388b20
440,Dani Plomer,es ESP,FW,Granada,21,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0d298637
441,Jorge Pombo,es ESP,FWMF,Cádiz,26,1994,5.8,1,14,4,28.6,2.41,0.69,0.07,0.25,20.7,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches,0a8bcb23
442,Pere Pons,es ESP,MF,Alavés,27,1993,13.2,2,9,4,44.4,0.68,0.30,0.22,0.50,18.1,0,0,0,0.8,0.8,0.09,+1.2,+1.2,Matches,29b61deb
443,Francisco Portillo,es ESP,MFFW,Getafe,30,1990,4.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8e010ff4
444,Portu,es ESP,FWMF,Real Sociedad,28,1992,24.3,8,32,12,37.5,1.32,0.49,0.25,0.67,13.0,0,0,0,5.5,5.5,0.17,+2.5,+2.5,Matches,1bda5842
445,Sergio Postigo,es ESP,DF,Levante,31,1988,18.0,0,1,0,0.0,0.06,0.00,0.00,,11.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,474ecac8
446,Darío Poveda,es ESP,FW,Getafe,23,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cbdf7d5c
447,Alejandro Pozo Pozo,es ESP,DFMF,Eibar,21,1999,24.3,0,11,1,9.1,0.45,0.04,0.00,0.00,22.6,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,3c16d927
448,Antonio Puertas,es ESP,FWMF,Granada,28,1992,24.1,3,28,11,39.3,1.16,0.46,0.11,0.27,15.1,0,0,0,4.1,4.1,0.15,-1.1,-1.1,Matches,c77a8043
449,Riqui Puig,es ESP,MF,Barcelona,20,1999,3.2,1,4,2,50.0,1.23,0.62,0.25,0.50,17.0,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches,f090a37a
450,Jorge Pulido,es ESP,DF,Huesca,29,1991,32.1,1,17,2,11.8,0.53,0.06,0.06,0.50,13.2,0,0,0,2.6,2.6,0.17,-1.6,-1.6,Matches,978cd030
451,Domingos Quina,pt POR,MF,Granada,20,1999,3.8,2,8,3,37.5,2.11,0.79,0.25,0.67,21.3,0,0,0,0.3,0.3,0.04,+1.7,+1.7,Matches,41fb0f4e
452,Quini,es ESP,DF,Granada,30,1989,13.2,1,8,3,37.5,0.60,0.23,0.13,0.33,25.2,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches,7a538238
453,Quique,es ESP,FWMF,Eibar,30,1990,1.9,0,4,1,25.0,2.16,0.54,0.00,0.00,14.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,c966fce1
454,Dani Raba,es ESP,MF,Villarreal,24,1995,1.7,0,6,1,16.7,3.60,0.60,0.00,0.00,17.1,1,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,ea6a7ab4
455,Uroš Račić,rs SRB,MF,Valencia,22,1998,24.3,1,35,10,28.6,1.44,0.41,0.03,0.10,22.2,0,0,0,1.6,1.6,0.04,-0.6,-0.6,Matches,faed84db
456,Nemanja Radoja,rs SRB,MF,Levante,27,1993,12.5,0,7,0,0.0,0.56,0.00,0.00,,22.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,b5dd3469
457,Ivan Rakitić,hr CRO,MF,Sevilla,32,1988,24.8,4,38,8,21.1,1.53,0.32,0.05,0.25,19.2,2,2,2,5.2,3.7,0.10,-1.2,-1.7,Matches,89f951b5
458,Jonás Ramalho,es ESP,DF,Osasuna,27,1993,3.4,0,2,1,50.0,0.59,0.30,0.00,0.00,14.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,be3a0121
459,Sandro Ramírez,es ESP,FWMF,Huesca,25,1995,14.3,5,30,19,63.3,2.10,1.33,0.17,0.26,19.4,4,0,0,2.4,2.4,0.08,+2.6,+2.6,Matches,833fb62e
460,Sergio Ramos,es ESP,DF,Real Madrid,34,1986,14.2,2,15,4,26.7,1.06,0.28,0.00,0.00,12.1,3,2,2,3.8,2.3,0.15,-1.8,-2.3,Matches,08511d65
461,Recio,es ESP,MF,Eibar,29,1991,8.2,1,13,2,15.4,1.59,0.25,0.00,0.00,21.2,1,1,1,1.2,0.5,0.04,-0.2,-0.5,Matches,54073b28
462,Francisco Reis Ferreira,pt POR,DF,Valencia,23,1997,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4b3c863f
463,Karim Rekik,nl NED,DF,Sevilla,25,1994,7.3,0,3,0,0.0,0.41,0.00,0.00,,8.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,3376a776
464,Álex Remiro,es ESP,GK,Real Sociedad,25,1995,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,374ee424
465,Oriol Rey,es ESP,MF,Valladolid,22,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e8a0d2f7
466,Ricard,es ESP,DF,Atlético Madrid,20,2000,0.3,0,1,0,0.0,3.00,0.00,0.00,,19.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,fce521d7
467,Mikel Rico,es ESP,MF,Huesca,35,1984,24.3,1,20,6,30.0,0.82,0.25,0.05,0.17,15.1,0,0,0,2.3,2.3,0.12,-1.3,-1.3,Matches,def69cd0
468,Emiliano Rigoni,ar ARG,MFFW,Elche,27,1993,12.7,1,17,7,41.2,1.34,0.55,0.06,0.14,20.3,4,0,0,2.6,2.6,0.15,-1.6,-1.6,Matches,a1216563
469,Luis Rioja,es ESP,MFDF,Alavés,26,1993,23.2,4,25,10,40.0,1.08,0.43,0.16,0.40,17.7,0,0,0,3.5,3.5,0.14,+0.5,+0.5,Matches,eb3dd471
470,Rober,es ESP,DFMF,Levante,25,1995,15.8,0,6,0,0.0,0.38,0.00,0.00,,15.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,c00097d2
471,Roberto,es ESP,GK,Valladolid,34,1986,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ba3ca78f
472,Sergi Roberto,es ESP,DFMF,Barcelona,28,1992,10.5,1,5,1,20.0,0.48,0.10,0.20,1.00,17.2,0,0,0,0.5,0.5,0.11,+0.5,+0.5,Matches,335fa267
473,Joel Robles,es ESP,GK,Betis,30,1990,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cda0b317
474,Rubén Rochina,es ESP,MF,Levante,29,1991,15.6,0,36,8,22.2,2.31,0.51,0.00,0.00,24.4,0,0,0,1.7,1.7,0.05,-1.7,-1.7,Matches,ecd8c01e
475,Rodrigo,es ESP,FWMF,Betis,20,2000,6.0,0,4,0,0.0,0.67,0.00,0.00,,22.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,85bed4ee
476,Kévin Rodrigues,pt POR,MFDF,Eibar,26,1994,12.2,1,9,4,44.4,0.74,0.33,0.11,0.25,22.1,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches,f1bed920
477,Ángel Rodríguez,es ESP,FWMF,Getafe,33,1987,15.3,5,35,12,34.3,2.29,0.79,0.11,0.33,16.2,0,1,2,5.5,4.0,0.11,-0.5,0.0,Matches,8cfc2f69
478,Óscar Rodríguez Arnaiz,es ESP,MFFW,Sevilla,22,1998,5.7,0,10,2,20.0,1.76,0.35,0.00,0.00,23.7,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,19709006
479,Guido Rodríguez,ar ARG,MF,Betis,26,1994,31.8,1,30,9,30.0,0.94,0.28,0.03,0.11,19.0,0,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches,34e393f2
480,Miguel Rodríguez,es ESP,FWMF,Celta Vigo,17,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,958d67bb
481,Víctor Rodríguez,es ESP,MF,Elche,31,1989,4.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,15781606
482,Rodrygo,br BRA,FW,Real Madrid,19,2001,10.9,1,26,5,19.2,2.38,0.46,0.04,0.20,15.8,1,0,0,2.5,2.5,0.10,-1.5,-1.5,Matches,8f5e92a6
483,Facundo Roncaglia,ar ARG,DF,Osasuna,33,1987,13.7,1,13,2,15.4,0.95,0.15,0.08,0.50,25.0,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches,51e3954c
484,Rubén,es ESP,GKMF,Osasuna,36,1984,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,24279b8b
485,Waldo Rubio,es ESP,FWMF,Valladolid,24,1995,4.2,1,8,1,12.5,1.92,0.24,0.00,0.00,23.1,0,1,1,1.0,0.3,0.03,0.0,-0.3,Matches,ccaa5728
486,Aitor Ruibal,es ESP,FWMF,Betis,24,1996,17.7,2,34,13,38.2,1.92,0.73,0.06,0.15,17.3,0,0,0,2.6,2.6,0.08,-0.6,-0.6,Matches,a55d8df5
487,Isma Ruiz,es ESP,MF,Granada,19,2001,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6e36226f
488,Víctor Ruiz,es ESP,DF,Betis,31,1989,24.0,2,4,4,100.0,0.17,0.17,0.50,0.50,10.5,0,0,0,1.2,1.2,0.29,+0.8,+0.8,Matches,b3dc6eca
489,Gerónimo Rulli,ar ARG,GK,Villarreal,28,1992,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,625c144a
490,Modibo Sagnan,fr FRA,DFMF,Real Sociedad,21,1999,6.9,0,5,1,20.0,0.72,0.14,0.00,0.00,24.1,1,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches,76d679c7
491,Borja Sainz,es ESP,MFFW,Alavés,19,2001,5.0,1,8,4,50.0,1.59,0.79,0.13,0.25,16.0,0,0,0,1.1,1.1,0.14,-0.1,-0.1,Matches,1b40049a
492,Salvi,es ESP,MFFW,Cádiz,29,1991,21.5,2,16,5,31.3,0.74,0.23,0.13,0.40,18.2,0,0,0,1.9,1.9,0.12,+0.1,+0.1,Matches,405f267a
493,Fede San Emeterio,es ESP,MF,Valladolid,23,1997,16.2,0,3,0,0.0,0.18,0.00,0.00,,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,efecd633
494,Antonio Sanabria,py PAR,FW,Betis,24,1996,10.4,3,24,12,50.0,2.32,1.16,0.13,0.25,11.6,0,0,0,4.3,4.3,0.18,-1.3,-1.3,Matches,0a447501
495,Oihan Sancet,es ESP,FWMF,Athletic Club,20,2000,11.5,2,18,6,33.3,1.57,0.52,0.11,0.33,12.1,0,0,0,2.9,2.9,0.16,-0.9,-0.9,Matches,bdb624a3
496,Germán Sánchez,es ESP,DF,Granada,33,1986,29.3,3,14,5,35.7,0.48,0.17,0.21,0.60,8.4,0,0,0,1.9,1.9,0.14,+1.1,+1.1,Matches,ea9b2ef9
497,Javi Sánchez,es ESP,DF,Valladolid,23,1997,10.2,0,3,0,0.0,0.29,0.00,0.00,,8.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,60359288
498,Manuel Sánchez,es ESP,DF,Osasuna,19,2000,10.8,0,3,1,33.3,0.28,0.09,0.00,0.00,18.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,ffacd3d5
499,Manuel Sánchez,es ESP,DF,Atlético Madrid,19,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ffacd3d5
500,Juan Sánchez Miño,ar ARG,DFMF,Elche,30,1990,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3ae7e4ea
501,Oier Sanjurjo,es ESP,MF,Osasuna,34,1986,23.2,0,15,4,26.7,0.65,0.17,0.00,0.00,14.9,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,466824fb
502,Ivan Šaponjić,rs SRB,FW,Cádiz,22,1997,4.3,1,10,5,50.0,2.32,1.16,0.00,0.00,10.6,0,1,1,1.7,0.9,0.09,-0.7,-0.9,Matches,d2aea9ac
503,Stefan Savić,me MNE,DF,Atlético Madrid,29,1991,32.8,1,7,2,28.6,0.21,0.06,0.14,0.50,5.0,0,0,0,0.9,0.9,0.13,+0.1,+0.1,Matches,f6ac68c1
504,Jaime Seoane,es ESP,MF,Huesca,23,1997,22.9,1,24,9,37.5,1.05,0.39,0.04,0.11,20.8,0,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches,a62b4888
505,Edgar Sevikyan,ru RUS,MF,Levante,18,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3e8bb8ce
506,Sidnei,br BRA,DF,Betis,30,1989,7.7,0,1,0,0.0,0.13,0.00,0.00,,5.1,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches,b14d0c5d
507,David Silva,es ESP,MF,Real Sociedad,34,1986,15.5,2,20,3,15.0,1.29,0.19,0.10,0.67,13.4,2,0,0,2.9,2.9,0.14,-0.9,-0.9,Matches,e2716bd0
508,Gastón Silva,uy URU,DF,Huesca,26,1994,6.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,47d493c3
509,Rui Silva,pt POR,GK,Granada,26,1994,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ea83bfa6
510,Unai Simón,es ESP,GK,Athletic Club,23,1997,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5dcf3e90
511,Dimitris Siovas,gr GRE,DF,Huesca,31,1988,34.1,2,29,8,27.6,0.85,0.23,0.07,0.25,10.5,0,0,0,1.9,1.9,0.07,+0.1,+0.1,Matches,92d38e6c
512,Antonio Sivera,es ESP,GK,Alavés,23,1996,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9970da54
513,Rafa Soares,pt POR,DF,Eibar,25,1995,12.6,0,2,0,0.0,0.16,0.00,0.00,,19.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,062fc2e6
514,Rubén Sobrino,es ESP,MFFW,Valencia,28,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,19b776e9
515,Rubén Sobrino,es ESP,FWMF,Cádiz,28,1992,12.4,1,9,5,55.6,0.73,0.40,0.11,0.20,12.1,0,0,0,2.4,2.4,0.26,-1.4,-1.4,Matches,19b776e9
516,Augusto Solari,ar ARG,MF,Celta Vigo,28,1992,5.4,2,5,3,60.0,0.93,0.56,0.40,0.67,23.5,0,0,0,1.3,1.3,0.25,+0.7,+0.7,Matches,3ca6106c
517,Roberto Soldado,es ESP,FW,Granada,35,1985,16.0,9,29,10,34.5,1.82,0.63,0.24,0.70,15.9,2,2,2,5.8,4.4,0.15,+3.2,+2.6,Matches,9d66fbe3
518,Carlos Soler,es ESP,MF,Valencia,23,1997,30.4,11,29,9,31.0,0.95,0.30,0.14,0.44,25.8,8,7,9,9.5,2.7,0.09,+1.5,+1.3,Matches,fed17f5a
519,Son,es ESP,DFMF,Levante,26,1994,12.3,0,8,5,62.5,0.65,0.41,0.00,0.00,18.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,037dbd30
520,David Soria,es ESP,GK,Getafe,27,1993,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8f8c6934
521,Alberto Soro,es ESP,FWMF,Granada,21,1999,4.4,1,2,1,50.0,0.46,0.23,0.50,1.00,9.9,0,0,0,0.8,0.8,0.39,+0.2,+0.2,Matches,452c3055
522,Hugo Sotelo,es ESP,MF,Celta Vigo,16,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3aa74860
523,Damián Suárez,uy URU,DF,Getafe,32,1988,27.0,1,10,2,20.0,0.37,0.07,0.10,0.50,32.1,2,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches,ba5004e1
524,Denis Suárez,es ESP,MF,Celta Vigo,26,1994,31.7,0,16,3,18.8,0.50,0.09,0.00,0.00,21.8,1,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches,12c50af5
525,Luis Suárez,uy URU,FW,Atlético Madrid,33,1987,27.9,21,98,41,41.8,3.52,1.47,0.18,0.44,16.3,7,3,3,15.6,13.3,0.14,+5.4,+4.7,Matches,a6154613
526,Suso,es ESP,FW,Sevilla,26,1993,24.6,3,48,17,35.4,1.95,0.69,0.06,0.18,22.9,2,0,0,2.1,2.1,0.04,+0.9,+0.9,Matches,4e219ad2
527,Tachi,es ESP,DF,Alavés,22,1997,9.4,0,3,0,0.0,0.32,0.00,0.00,,8.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,8b625720
528,Renato Tapia,pe PER,MF,Celta Vigo,25,1995,30.0,0,18,5,27.8,0.60,0.17,0.00,0.00,19.0,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches,34269bdf
529,Tomás Tavares,pt POR,MFDF,Alavés,19,2001,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0dce3356
530,Álvaro Tejero,es ESP,DF,Eibar,24,1996,1.2,0,2,1,50.0,1.64,0.82,0.00,0.00,26.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,868ce848
531,Cristian Tello,es ESP,FWMF,Betis,28,1991,14.3,5,35,14,40.0,2.46,0.98,0.14,0.36,20.4,1,0,0,2.3,2.3,0.06,+2.7,+2.7,Matches,72a99e38
532,Marc-André ter Stegen,de GER,GK,Barcelona,28,1992,31.0,0,1,0,0.0,0.03,0.00,0.00,,18.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,6f51e382
533,David Timor,es ESP,MFDF,Getafe,30,1989,15.5,0,18,5,27.8,1.16,0.32,0.00,0.00,33.3,9,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches,174651c8
534,Toño,es ESP,DF,Levante,30,1989,8.1,0,2,0,0.0,0.25,0.00,0.00,,26.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,d4ef9ac5
535,Lucas Torreira,uy URU,MFFW,Atlético Madrid,24,1996,5.8,1,3,1,33.3,0.52,0.17,0.33,1.00,34.6,0,0,0,0.2,0.2,0.08,+0.8,+0.8,Matches,52611641
536,Óliver Torres,es ESP,MFFW,Sevilla,25,1994,15.6,0,10,3,30.0,0.64,0.19,0.00,0.00,18.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches,58a9a4d9
537,Pau Torres,es ESP,DF,Villarreal,23,1997,33.0,2,8,3,37.5,0.24,0.09,0.25,0.67,7.3,0,0,0,1.2,1.2,0.16,+0.8,+0.8,Matches,532e1e4f
538,Roberto Torres,es ESP,MFFW,Osasuna,31,1989,21.0,7,42,9,21.4,2.00,0.43,0.07,0.33,24.3,3,4,5,6.2,2.4,0.06,+0.8,+0.6,Matches,d733aa38
539,Lucas Torró,es ESP,MF,Osasuna,26,1994,17.2,0,17,7,41.2,0.99,0.41,0.00,0.00,21.2,1,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches,0e4fef6e
540,Manu Trigueros,es ESP,MF,Villarreal,28,1991,28.1,1,30,8,26.7,1.07,0.28,0.03,0.13,21.7,0,0,0,2.7,2.7,0.09,-1.7,-1.7,Matches,963829d0
541,Francisco Trincão,pt POR,FWMF,Barcelona,20,1999,7.8,3,23,12,52.2,2.93,1.53,0.13,0.25,16.6,0,0,0,3.1,3.1,0.14,-0.1,-0.1,Matches,77e39b04
542,Kieran Trippier,eng ENG,DF,Atlético Madrid,29,1990,27.5,0,3,1,33.3,0.11,0.04,0.00,0.00,19.0,1,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,21512407
543,Samuel Umtiti,fr FRA,DF,Barcelona,26,1993,7.2,0,2,1,50.0,0.28,0.14,0.00,0.00,8.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,3eed9821
544,Enes Ünal,tr TUR,FW,Getafe,23,1997,14.6,4,36,9,25.0,2.46,0.61,0.08,0.33,13.3,2,1,1,4.1,3.3,0.09,-0.1,-0.3,Matches,f8eca1b6
545,Tomáš Vaclík,cz CZE,GK,Sevilla,31,1989,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7b456af7
546,Eugeni Valderrama,es ESP,FWMF,Huesca,26,1994,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a75b4071
547,Jesús Vallejo,es ESP,DF,Granada,23,1997,15.0,0,1,0,0.0,0.07,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,c2111b45
548,Manu Vallejo,es ESP,FWMF,Valencia,23,1997,10.6,5,18,13,72.2,1.71,1.23,0.28,0.38,11.7,0,0,0,4.5,4.5,0.25,+0.5,+0.5,Matches,0bc4e720
549,Federico Valverde,uy URU,MF,Real Madrid,22,1998,14.8,3,23,8,34.8,1.56,0.54,0.13,0.38,21.4,0,0,0,2.0,2.0,0.09,+1.0,+1.0,Matches,0959c2a2
550,Raphaël Varane,fr FRA,DF,Real Madrid,27,1993,30.2,2,17,4,23.5,0.56,0.13,0.12,0.50,8.9,0,0,0,2.1,2.1,0.13,-0.1,-0.1,Matches,9f8e9423
551,Denis Vavro,sk SVK,DF,Huesca,24,1996,6.8,0,8,2,25.0,1.18,0.29,0.00,0.00,28.2,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,08990838
552,Franco Vázquez,ar ARG,FWMF,Sevilla,31,1989,1.8,1,3,1,33.3,1.65,0.55,0.33,1.00,13.8,0,0,0,0.3,0.3,0.11,+0.7,+0.7,Matches,467bae22
553,Kevin Vázquez,es ESP,DF,Celta Vigo,27,1993,6.2,0,1,0,0.0,0.16,0.00,0.00,,23.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,ee923664
554,Lucas Vázquez,es ESP,DFFW,Real Madrid,29,1991,20.5,2,22,8,36.4,1.07,0.39,0.09,0.25,18.9,0,0,0,2.2,2.2,0.10,-0.2,-0.2,Matches,fd51b456
555,Koke Vegas,es ESP,GK,Levante,24,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bfb15d99
556,Gabriel Veiga,es ESP,MFDF,Celta Vigo,18,2002,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,35a6e5c7
557,Unai Vencedor Paris,es ESP,MF,Athletic Club,19,2000,18.9,0,9,1,11.1,0.48,0.05,0.00,0.00,22.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,4112ace5
558,Gonzalo Verdú,es ESP,DF,Elche,31,1988,32.7,0,12,4,33.3,0.37,0.12,0.00,0.00,12.8,2,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,1c2c55fc
559,Mikel Vesga,es ESP,MF,Athletic Club,27,1993,19.1,0,23,5,21.7,1.20,0.26,0.00,0.00,16.0,0,0,0,1.6,1.6,0.07,-1.6,-1.6,Matches,b0fce72c
