,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
342,Martín Merquelanz,es ESP,FWMF,Real Sociedad,25,1995,6.1,20,3.28,12,6,0,1,0,1,1,0.16,0,1,0,0,0,0,Matches,ddd5348b
343,Roque Mesa,es ESP,MF,Valladolid,31,1989,19.6,42,2.15,32,4,4,0,2,0,0,0.00,0,0,0,0,0,0,Matches,7c4243d4
344,Lionel Messi,ar ARG,FWMF,Barcelona,33,1987,33.6,241,7.17,140,19,39,11,30,2,38,1.13,24,1,8,3,2,0,Matches,d70ce98e
345,Omenuke Mfulu,cd COD,MF,Elche,26,1994,8.8,2,0.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bdc14559
346,Míchel,es ESP,MF,Valladolid,32,1988,10.5,31,2.95,22,6,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches,418f8f61
347,Éder Militão,br BRA,DF,Real Madrid,22,1998,12.6,7,0.56,7,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches,2784f898
348,Luis Milla,es ESP,MF,Granada,25,1994,13.9,31,2.23,21,7,1,1,0,1,4,0.29,3,0,0,0,0,1,Matches,19c36442
349,Pere Milla,es ESP,FWMF,Elche,27,1992,22.0,39,1.77,20,0,2,7,8,2,8,0.36,5,0,1,1,1,0,Matches,335039a2
350,Álex Millán,es ESP,FW,Villarreal,20,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,29ad0dd4
351,Santi Mina,es ESP,FW,Celta Vigo,24,1995,26.8,38,1.42,21,0,3,5,8,1,9,0.34,4,0,0,1,4,0,Matches,0b90bb97
352,Óscar Mingueza,es ESP,DF,Barcelona,21,1999,21.1,20,0.95,17,0,0,1,1,1,5,0.24,5,0,0,0,0,0,Matches,056269d7
353,Rafa Mir,es ESP,FW,Huesca,23,1997,32.0,28,0.88,18,1,2,2,2,3,2,0.06,1,0,0,0,1,0,Matches,bbf5c11b
354,Jorge Miramón,es ESP,DF,Levante,31,1989,19.2,38,1.97,34,1,1,1,1,0,6,0.31,5,0,0,0,1,0,Matches,7f4c7c9f
355,Juan Miranda,es ESP,DF,Betis,20,2000,18.4,21,1.14,16,3,0,1,1,0,3,0.16,3,0,0,0,0,0,Matches,ead61f73
356,Luka Modrić,hr CRO,MF,Real Madrid,34,1985,30.4,95,3.13,74,11,6,1,1,2,7,0.23,6,0,1,0,0,0,Matches,6025fab1
357,Johan Mojica,co COL,DF,Elche,27,1992,13.4,14,1.05,11,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches,608f2092
358,Guillem Molina,es ESP,DF,Valencia,20,2000,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0bbab654
359,Jorge Molina,es ESP,FWMF,Granada,38,1982,17.9,40,2.23,35,0,1,0,4,0,7,0.39,6,0,1,0,0,0,Matches,43f71e77
360,Victor Mollejo,es ESP,MFDF,Getafe,19,2001,0.8,5,6.25,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches,23fffc06
361,Jon Moncayola,es ESP,MF,Osasuna,22,1998,29.6,32,1.08,30,1,0,1,0,0,2,0.07,2,0,0,0,0,0,Matches,9939e168
362,Nacho Monreal,es ESP,DF,Real Sociedad,34,1986,23.1,20,0.86,19,0,0,1,0,0,2,0.09,2,0,0,0,0,0,Matches,d4cb83cc
363,Ángel Montoro,es ESP,MF,Granada,32,1988,15.1,40,2.64,21,14,0,1,3,1,1,0.07,1,0,0,0,0,0,Matches,719384c1
364,Martín Montoya,es ESP,DF,Betis,29,1991,2.7,5,1.88,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,5cec2487
365,Emre Mor,tr TUR,FWMF,Celta Vigo,23,1997,5.6,5,0.90,2,1,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0c3f7197
366,Jon Morcillo,es ESP,MFFW,Athletic Club,21,1998,15.1,42,2.77,28,10,1,0,2,1,4,0.26,3,1,0,0,0,0,Matches,b7d7f3bf
367,Alberto Moreno,es ESP,DF,Villarreal,28,1992,2.1,5,2.33,1,0,2,2,0,0,0,0.00,0,0,0,0,0,0,Matches,11b9265b
368,Álex Moreno,es ESP,DF,Betis,27,1993,19.8,31,1.56,25,0,5,0,0,1,4,0.20,3,0,1,0,0,0,Matches,16e9d0ea
369,Gerard Moreno,es ESP,FWMF,Villarreal,28,1992,29.7,81,2.73,62,0,9,7,2,1,18,0.61,12,0,3,2,0,1,Matches,81f0781e
370,Tete Morente,es ESP,MFFW,Elche,23,1996,22.4,34,1.52,20,3,5,1,5,0,9,0.40,5,1,1,1,1,0,Matches,004d185e
371,Ilaix Moriba,gn GUI,MF,Barcelona,17,2003,6.0,14,2.32,10,0,2,1,1,0,3,0.50,2,0,1,0,0,0,Matches,f4c69aa6
372,Loren Morón,es ESP,FWMF,Betis,26,1993,11.0,19,1.73,10,0,4,1,3,1,1,0.09,0,0,0,0,1,0,Matches,3aa4a3be
373,Pedro Mosquera,es ESP,MF,Huesca,32,1988,22.8,23,1.01,20,1,0,1,1,0,3,0.13,2,0,0,1,0,0,Matches,c5fa58ea
374,Javi Moyano,es ESP,DF,Valladolid,34,1986,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,933e8c8a
375,Iker Muniain,es ESP,MFFW,Athletic Club,27,1992,21.6,76,3.52,48,11,5,2,10,0,12,0.56,6,1,1,1,3,0,Matches,c05dfb74
376,Aihen Muñoz,es ESP,DF,Real Sociedad,22,1997,13.4,16,1.19,14,0,0,0,2,0,3,0.22,2,0,0,0,1,0,Matches,228b0d9d
377,Joaquín Muñoz,es ESP,FW,Huesca,21,1999,0.5,2,4.39,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,e9fbcc21
378,Jeison Murillo,co COL,DF,Celta Vigo,28,1992,30.0,9,0.30,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b233e8e4
379,Yunus Musah,us USA,MF,Valencia,17,2002,17.0,25,1.47,16,1,5,1,1,1,1,0.06,1,0,0,0,0,0,Matches,b51b1b9c
380,Yoshinori Mutō,jp JPN,FWMF,Eibar,28,1992,12.5,28,2.25,13,0,3,3,6,3,2,0.16,1,0,0,0,1,0,Matches,5343eb4e
381,Nacho,es ESP,DF,Valladolid,31,1989,20.1,44,2.18,37,4,0,0,3,0,3,0.15,2,0,0,0,1,0,Matches,e29d1111
382,Nacho,es ESP,DF,Real Madrid,30,1990,22.2,14,0.63,14,0,0,0,0,0,4,0.18,4,0,0,0,0,0,Matches,2946f9a1
383,Nano,es ESP,FW,Cádiz,25,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,217011a0
384,Roberto Navarro,es ESP,MF,Real Sociedad,18,2002,0.4,1,2.57,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c997b942
385,Ximo Navarro,es ESP,DF,Alavés,30,1990,26.4,22,0.83,16,3,1,0,2,0,4,0.15,1,1,1,0,1,0,Matches,8db394aa
386,Jesús Navas,es ESP,DF,Sevilla,34,1985,31.4,98,3.12,91,2,3,1,1,0,9,0.29,8,0,1,0,0,0,Matches,3f10bd22
387,Raúl Navas,es ESP,DF,Osasuna,32,1988,1.9,2,1.07,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,ad178594
388,Álvaro Negredo,es ESP,FW,Cádiz,34,1985,24.4,35,1.43,26,1,4,3,0,1,8,0.33,6,0,0,1,0,1,Matches,63b0ca6b
389,Neto,br BRA,GK,Barcelona,31,1989,7.0,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a9dc785c
390,Carlos Neva,es ESP,DF,Granada,24,1996,20.0,15,0.75,10,2,0,2,0,1,2,0.10,1,1,0,0,0,0,Matches,8d47bb39
391,Mamor Niang,sn SEN,FWMF,Getafe,18,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,64a76620
392,Nieto,es ESP,FWMF,Cádiz,22,1998,0.2,1,6.43,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,3afeb49f
393,Saúl Ñíguez,es ESP,MFDF,Atlético Madrid,25,1994,22.6,35,1.55,31,0,2,1,1,0,3,0.13,3,0,0,0,0,0,Matches,c14bc029
394,Nino,es ESP,MFFW,Elche,40,1980,3.2,3,0.95,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,03dc5b1f
395,Fernando Niño,es ESP,FW,Villarreal,19,2000,6.6,8,1.21,6,0,0,1,1,0,1,0.15,1,0,0,0,0,0,Matches,81d5c497
396,Nolito,es ESP,MFFW,Celta Vigo,33,1986,28.9,71,2.46,50,7,2,4,4,4,13,0.45,10,0,0,1,1,1,Matches,b2d0ec1b
397,Unai Núñez,es ESP,DF,Athletic Club,23,1997,23.4,11,0.47,10,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches,be170419
398,Kelechi Nwakali,ng NGA,MFFW,Huesca,22,1998,1.6,4,2.55,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,877f31c2
399,Allan Nyom,cm CMR,MFDF,Getafe,32,1988,25.8,32,1.24,29,2,1,0,0,0,4,0.15,3,0,1,0,0,0,Matches,97572117
400,Jan Oblak,si SVN,GK,Atlético Madrid,27,1993,38.0,2,0.05,1,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,ee8508c0
401,Lucas Ocampos,ar ARG,FW,Sevilla,26,1994,29.2,79,2.70,48,1,12,6,10,2,9,0.31,5,0,1,1,1,1,Matches,a08b974a
402,Martin Ødegaard,no NOR,MFFW,Real Madrid,21,1998,2.6,6,2.31,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,79300479
403,Álvaro Odriozola,es ESP,DF,Real Madrid,24,1995,9.2,18,1.95,16,0,0,0,2,0,1,0.11,1,0,0,0,0,0,Matches,1d1691ad
404,Shinji Okazaki,jp JPN,FWMF,Huesca,34,1986,12.5,15,1.20,10,0,2,3,0,0,2,0.16,1,0,0,1,0,0,Matches,68796d61
405,Lucas Olaza,uy URU,DF,Valladolid,26,1994,14.0,29,2.07,19,6,1,1,1,1,2,0.14,2,0,0,0,0,0,Matches,4cee5954
406,Lucas Olaza,uy URU,DF,Celta Vigo,26,1994,17.9,29,1.62,21,4,1,0,3,0,6,0.33,5,0,0,0,1,0,Matches,4cee5954
407,Christian Oliva,uy URU,MF,Valencia,24,1996,2.2,5,2.27,4,0,1,0,0,0,4,1.82,3,0,1,0,0,0,Matches,d3b888e3
408,Kiko Olivas,es ESP,DFMF,Valladolid,31,1988,2.0,2,1.02,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,72b07a9c
409,Paulo Oliveira,pt POR,DF,Eibar,28,1992,29.3,9,0.31,8,0,0,1,0,0,1,0.03,1,0,0,0,0,0,Matches,a8fbae1d
410,Mathías Olivera,uy URU,DF,Getafe,22,1997,29.0,40,1.38,29,3,4,2,0,2,0,0.00,0,0,0,0,0,0,Matches,41c12f75
411,Javier Ontiveros,es ESP,FWMF,Huesca,22,1997,10.2,44,4.31,19,6,12,1,6,0,1,0.10,0,0,1,0,0,0,Matches,a83d8b0c
412,Fabián Orellana,cl CHI,MFFW,Valladolid,34,1986,23.8,69,2.90,41,10,5,4,8,1,4,0.17,4,0,0,0,0,0,Matches,c90977db
413,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,23,1997,26.8,101,3.77,52,27,6,8,5,3,19,0.71,12,3,1,3,0,0,Matches,8c3c640c
414,Fernando Pacheco,es ESP,GK,Alavés,28,1992,37.2,3,0.08,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,97852360
415,Jon Pacheco,es ESP,DF,Real Sociedad,19,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,44150beb
416,Helibelton Palacios,co COL,DF,Elche,27,1993,8.3,8,0.97,5,1,1,0,1,0,1,0.12,1,0,0,0,0,0,Matches,ac8b2421
417,Ante Palaversa,hr CRO,MF,Getafe,20,2000,0.1,2,20.00,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cd9b37a3
418,Daniel Parejo,es ESP,MF,Villarreal,31,1989,34.6,102,2.95,69,29,1,1,0,2,12,0.35,8,2,1,1,0,0,Matches,7460ca0d
419,Thomas Partey,gh GHA,MF,Atlético Madrid,27,1993,2.2,5,2.25,3,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches,529f49ab
420,Gabriel Paulista,br BRA,DF,Valencia,29,1990,30.2,17,0.56,16,0,0,0,1,0,3,0.10,2,0,0,0,1,0,Matches,b7ca5c51
421,Alfonso Pedraza,es ESP,DF,Villarreal,24,1996,23.3,55,2.37,44,0,5,2,3,1,9,0.39,4,0,1,1,3,0,Matches,63f04c6c
422,Pedri,es ESP,MF,Barcelona,17,2002,26.8,79,2.94,64,3,5,2,4,1,8,0.30,4,0,0,1,2,1,Matches,0d9b2d31
423,Facundo Pellistri,uy URU,MFFW,Alavés,18,2001,6.0,5,0.83,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ac7e7b1c
424,Rubén Peña,es ESP,DFMF,Villarreal,29,1991,12.4,16,1.29,13,0,2,0,1,0,4,0.32,2,0,2,0,0,0,Matches,1f079188
425,Pepe,es ESP,DF,Granada,20,2000,2.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6583a8a9
426,Alberto Perea,es ESP,MF,Cádiz,29,1990,17.2,45,2.61,25,2,11,4,2,1,8,0.46,7,0,1,0,0,0,Matches,5496cc91
427,Iñigo Pérez,es ESP,MFDF,Osasuna,32,1988,15.0,25,1.67,15,7,1,0,1,1,2,0.13,0,2,0,0,0,0,Matches,bc61cc65
428,Juan Pérez,es ESP,GK,Osasuna,24,1996,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8f29e08b
429,Kike Pérez,es ESP,MF,Valladolid,23,1997,12.9,25,1.94,19,0,2,1,3,0,3,0.23,2,0,0,0,1,0,Matches,237a3851
430,Lucas Pérez,es ESP,FW,Alavés,31,1988,19.5,88,4.50,37,37,5,4,5,0,10,0.51,4,5,0,0,1,0,Matches,a300ac7e
431,Luis Pérez,es ESP,DF,Valladolid,25,1995,14.4,11,0.76,9,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,b7c04927
432,Nehuén Pérez,ar ARG,DF,Granada,20,2000,8.2,1,0.12,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,f7c491f1
433,Pablo Piatti,ar ARG,MFFW,Elche,31,1989,4.0,5,1.25,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,48e89655
434,Cristiano Piccini,it ITA,DF,Valencia,27,1992,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,32c0491f
435,Tomás Pina Isla,es ESP,MF,Alavés,32,1987,28.6,20,0.70,17,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches,e54bd0a2
436,Yeremi Pino,es ESP,FWMF,Villarreal,17,2002,8.9,23,2.60,14,0,4,0,5,0,2,0.23,1,0,1,0,0,0,Matches,540ec57b
437,Gerard Piqué,es ESP,DF,Barcelona,33,1987,16.5,5,0.30,5,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches,adfc9123
438,Miralem Pjanić,ba BIH,MF,Barcelona,30,1990,7.0,32,4.59,29,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,ad6df2d5
439,Óscar Plano,es ESP,MFFW,Valladolid,29,1991,28.0,48,1.72,34,1,1,2,10,0,6,0.21,4,1,1,0,0,0,Matches,7c388b20
440,Dani Plomer,es ESP,FW,Granada,21,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0d298637
441,Jorge Pombo,es ESP,FWMF,Cádiz,26,1994,5.8,14,2.41,9,0,1,2,1,1,1,0.17,1,0,0,0,0,0,Matches,0a8bcb23
442,Pere Pons,es ESP,MF,Alavés,27,1993,13.2,24,1.82,18,0,0,1,4,1,1,0.08,1,0,0,0,0,0,Matches,29b61deb
443,Francisco Portillo,es ESP,MFFW,Getafe,30,1990,4.6,11,2.37,10,0,0,0,1,0,1,0.22,1,0,0,0,0,0,Matches,8e010ff4
444,Portu,es ESP,FWMF,Real Sociedad,28,1992,24.3,50,2.06,39,2,3,3,2,1,8,0.33,5,0,1,0,1,1,Matches,1bda5842
445,Sergio Postigo,es ESP,DF,Levante,31,1988,18.0,10,0.55,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,474ecac8
446,Darío Poveda,es ESP,FW,Getafe,23,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cbdf7d5c
447,Alejandro Pozo Pozo,es ESP,DFMF,Eibar,21,1999,24.3,30,1.23,21,1,3,1,2,2,4,0.16,3,0,0,0,0,1,Matches,3c16d927
448,Antonio Puertas,es ESP,FWMF,Granada,28,1992,24.1,40,1.66,29,1,5,0,4,1,7,0.29,6,0,1,0,0,0,Matches,c77a8043
449,Riqui Puig,es ESP,MF,Barcelona,20,1999,3.2,12,3.70,12,0,0,0,0,0,2,0.62,2,0,0,0,0,0,Matches,f090a37a
450,Jorge Pulido,es ESP,DF,Huesca,29,1991,32.1,19,0.59,14,1,1,2,0,1,2,0.06,2,0,0,0,0,0,Matches,978cd030
451,Domingos Quina,pt POR,MF,Granada,20,1999,3.8,11,2.90,7,0,1,0,2,1,0,0.00,0,0,0,0,0,0,Matches,41fb0f4e
452,Quini,es ESP,DF,Granada,30,1989,13.2,15,1.13,14,0,0,0,0,1,1,0.08,1,0,0,0,0,0,Matches,7a538238
453,Quique,es ESP,FWMF,Eibar,30,1990,1.9,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c966fce1
454,Dani Raba,es ESP,MF,Villarreal,24,1995,1.7,8,4.80,7,0,1,0,0,0,1,0.60,1,0,0,0,0,0,Matches,ea6a7ab4
455,Uroš Račić,rs SRB,MF,Valencia,22,1998,24.3,34,1.40,24,1,2,5,2,0,4,0.16,4,0,0,0,0,0,Matches,faed84db
456,Nemanja Radoja,rs SRB,MF,Levante,27,1993,12.5,8,0.64,8,0,0,0,0,0,3,0.24,3,0,0,0,0,0,Matches,b5dd3469
457,Ivan Rakitić,hr CRO,MF,Sevilla,32,1988,24.8,54,2.18,45,4,0,1,2,2,3,0.12,3,0,0,0,0,0,Matches,89f951b5
458,Jonás Ramalho,es ESP,DF,Osasuna,27,1993,3.4,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,be3a0121
459,Sandro Ramírez,es ESP,FWMF,Huesca,25,1995,14.3,28,1.96,17,0,2,4,4,1,4,0.28,3,0,0,0,0,1,Matches,833fb62e
460,Sergio Ramos,es ESP,DF,Real Madrid,34,1986,14.2,9,0.64,6,0,0,2,1,0,1,0.07,0,0,0,0,1,0,Matches,08511d65
461,Recio,es ESP,MF,Eibar,29,1991,8.2,28,3.43,13,11,0,3,0,1,0,0.00,0,0,0,0,0,0,Matches,54073b28
462,Francisco Reis Ferreira,pt POR,DF,Valencia,23,1997,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4b3c863f
463,Karim Rekik,nl NED,DF,Sevilla,25,1994,7.3,8,1.10,7,1,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches,3376a776
464,Álex Remiro,es ESP,GK,Real Sociedad,25,1995,38.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,374ee424
465,Oriol Rey,es ESP,MF,Valladolid,22,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e8a0d2f7
466,Ricard,es ESP,DF,Atlético Madrid,20,2000,0.3,2,6.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,fce521d7
467,Mikel Rico,es ESP,MF,Huesca,35,1984,24.3,46,1.90,38,2,1,1,3,1,7,0.29,7,0,0,0,0,0,Matches,def69cd0
468,Emiliano Rigoni,ar ARG,MFFW,Elche,27,1993,12.7,18,1.42,10,5,0,2,0,1,2,0.16,1,0,0,1,0,0,Matches,a1216563
469,Luis Rioja,es ESP,MFDF,Alavés,26,1993,23.2,51,2.20,37,2,5,2,3,2,10,0.43,4,1,2,0,1,2,Matches,eb3dd471
470,Rober,es ESP,DFMF,Levante,25,1995,15.8,7,0.44,7,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches,c00097d2
471,Roberto,es ESP,GK,Valladolid,34,1986,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ba3ca78f
472,Sergi Roberto,es ESP,DFMF,Barcelona,28,1992,10.5,18,1.71,17,0,0,0,0,1,2,0.19,2,0,0,0,0,0,Matches,335fa267
473,Joel Robles,es ESP,GK,Betis,30,1990,18.0,2,0.11,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cda0b317
474,Rubén Rochina,es ESP,MF,Levante,29,1991,15.6,46,2.95,30,4,2,0,6,4,3,0.19,2,0,0,0,0,1,Matches,ecd8c01e
475,Rodrigo,es ESP,FWMF,Betis,20,2000,6.0,14,2.35,11,2,0,0,1,0,1,0.17,1,0,0,0,0,0,Matches,85bed4ee
476,Kévin Rodrigues,pt POR,MFDF,Eibar,26,1994,12.2,21,1.73,15,4,1,0,1,0,1,0.08,1,0,0,0,0,0,Matches,f1bed920
477,Ángel Rodríguez,es ESP,FWMF,Getafe,33,1987,15.3,25,1.64,16,0,0,4,5,0,3,0.20,1,0,0,1,1,0,Matches,8cfc2f69
478,Óscar Rodríguez Arnaiz,es ESP,MFFW,Sevilla,22,1998,5.7,21,3.70,12,5,1,1,1,1,1,0.18,1,0,0,0,0,0,Matches,19709006
479,Guido Rodríguez,ar ARG,MF,Betis,26,1994,31.8,38,1.19,28,0,4,2,2,2,1,0.03,0,0,0,1,0,0,Matches,34e393f2
480,Miguel Rodríguez,es ESP,FWMF,Celta Vigo,17,2003,0.3,3,9.00,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,958d67bb
481,Víctor Rodríguez,es ESP,MF,Elche,31,1989,4.7,8,1.69,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,15781606
482,Rodrygo,br BRA,FW,Real Madrid,19,2001,10.9,40,3.66,30,0,5,1,3,1,9,0.82,7,0,2,0,0,0,Matches,8f5e92a6
483,Facundo Roncaglia,ar ARG,DF,Osasuna,33,1987,13.7,14,1.02,11,1,1,1,0,0,2,0.15,1,0,0,1,0,0,Matches,51e3954c
484,Rubén,es ESP,GKMF,Osasuna,36,1984,2.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,24279b8b
485,Waldo Rubio,es ESP,FWMF,Valladolid,24,1995,4.2,6,1.44,4,0,0,1,0,1,1,0.24,1,0,0,0,0,0,Matches,ccaa5728
486,Aitor Ruibal,es ESP,FWMF,Betis,24,1996,17.7,54,3.05,38,0,9,3,2,2,3,0.17,3,0,0,0,0,0,Matches,a55d8df5
487,Isma Ruiz,es ESP,MF,Granada,19,2001,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6e36226f
488,Víctor Ruiz,es ESP,DF,Betis,31,1989,24.0,5,0.21,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b3dc6eca
489,Gerónimo Rulli,ar ARG,GK,Villarreal,28,1992,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,625c144a
490,Modibo Sagnan,fr FRA,DFMF,Real Sociedad,21,1999,6.9,4,0.58,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,76d679c7
491,Borja Sainz,es ESP,MFFW,Alavés,19,2001,5.0,5,0.99,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,1b40049a
492,Salvi,es ESP,MFFW,Cádiz,29,1991,21.5,29,1.35,18,7,1,0,3,0,1,0.05,1,0,0,0,0,0,Matches,405f267a
493,Fede San Emeterio,es ESP,MF,Valladolid,23,1997,16.2,9,0.55,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,efecd633
494,Antonio Sanabria,py PAR,FW,Betis,24,1996,10.4,16,1.55,14,0,0,2,0,0,3,0.29,3,0,0,0,0,0,Matches,0a447501
495,Oihan Sancet,es ESP,FWMF,Athletic Club,20,2000,11.5,25,2.17,20,0,1,0,2,2,4,0.35,4,0,0,0,0,0,Matches,bdb624a3
496,Germán Sánchez,es ESP,DF,Granada,33,1986,29.3,5,0.17,3,0,0,1,1,0,1,0.03,1,0,0,0,0,0,Matches,ea9b2ef9
497,Javi Sánchez,es ESP,DF,Valladolid,23,1997,10.2,5,0.49,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,60359288
498,Manuel Sánchez,es ESP,DF,Osasuna,19,2000,10.8,25,2.31,20,1,2,0,1,1,4,0.37,4,0,0,0,0,0,Matches,ffacd3d5
499,Manuel Sánchez,es ESP,DF,Atlético Madrid,19,2000,0.5,1,1.84,1,0,0,0,0,0,1,1.84,1,0,0,0,0,0,Matches,ffacd3d5
500,Juan Sánchez Miño,ar ARG,DFMF,Elche,30,1990,5.5,2,0.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3ae7e4ea
501,Oier Sanjurjo,es ESP,MF,Osasuna,34,1986,23.2,27,1.17,21,0,0,0,2,4,4,0.17,3,0,0,0,0,1,Matches,466824fb
502,Ivan Šaponjić,rs SRB,FW,Cádiz,22,1997,4.3,6,1.39,3,0,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches,d2aea9ac
503,Stefan Savić,me MNE,DF,Atlético Madrid,29,1991,32.8,13,0.40,12,0,0,1,0,0,3,0.09,2,0,0,1,0,0,Matches,f6ac68c1
504,Jaime Seoane,es ESP,MF,Huesca,23,1997,22.9,29,1.26,23,1,1,1,2,1,1,0.04,1,0,0,0,0,0,Matches,a62b4888
505,Edgar Sevikyan,ru RUS,MF,Levante,18,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3e8bb8ce
506,Sidnei,br BRA,DF,Betis,30,1989,7.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b14d0c5d
507,David Silva,es ESP,MF,Real Sociedad,34,1986,15.5,64,4.12,48,5,6,3,2,0,12,0.77,10,0,2,0,0,0,Matches,e2716bd0
508,Gastón Silva,uy URU,DF,Huesca,26,1994,6.7,6,0.90,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,47d493c3
509,Rui Silva,pt POR,GK,Granada,26,1994,32.0,5,0.16,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ea83bfa6
510,Unai Simón,es ESP,GK,Athletic Club,23,1997,37.0,4,0.11,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,5dcf3e90
511,Dimitris Siovas,gr GRE,DF,Huesca,31,1988,34.1,17,0.50,12,0,0,4,1,0,1,0.03,0,0,0,1,0,0,Matches,92d38e6c
512,Antonio Sivera,es ESP,GK,Alavés,23,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9970da54
513,Rafa Soares,pt POR,DF,Eibar,25,1995,12.6,20,1.59,16,4,0,0,0,0,2,0.16,2,0,0,0,0,0,Matches,062fc2e6
