,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
342,Luka Modrić,hr CRO,MF,Real Madrid,33,1985,22.2,89,4.01,68,9,5,3,3,1,16,0.72,11,1,0,1,3,0,Matches,6025fab1
343,Jorge Molina,es ESP,FW,Getafe,37,1982,21.0,60,2.86,44,1,6,1,8,0,10,0.48,4,1,4,0,1,0,Matches,43f71e77
344,Jon Moncayola,es ESP,MFDF,Osasuna,21,1998,16.6,22,1.32,18,1,1,0,1,1,1,0.06,1,0,0,0,0,0,Matches,9939e168
345,Nacho Monreal,es ESP,DF,Real Sociedad,33,1986,26.6,28,1.05,21,3,2,0,2,0,1,0.04,1,0,0,0,0,0,Matches,d4cb83cc
346,Joan Monterde,es ESP,MF,Levante,21,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0ff67313
347,Ángel Montoro,es ESP,MF,Granada,31,1988,10.8,36,3.33,18,12,0,2,4,0,6,0.55,2,3,0,0,1,0,Matches,719384c1
348,Álvaro Morata,es ESP,FW,Atlético Madrid,26,1992,23.3,55,2.36,41,0,4,6,4,0,5,0.21,4,0,0,0,1,0,Matches,129af0db
349,Alberto Moreno,es ESP,DF,Villarreal,27,1992,16.3,19,1.16,16,2,0,0,1,0,2,0.12,1,0,0,0,1,0,Matches,11b9265b
350,Álex Moreno,es ESP,DF,Betis,26,1993,25.2,58,2.30,44,2,8,3,1,0,5,0.20,3,0,1,1,0,0,Matches,16e9d0ea
351,Gerard Moreno,es ESP,FWMF,Villarreal,27,1992,30.5,95,3.12,70,2,10,6,4,3,17,0.56,9,0,3,3,2,0,Matches,81f0781e
352,Manu Morlanes,es ESP,MFFW,Villarreal,20,1999,2.8,8,2.85,8,0,0,0,0,0,1,0.36,1,0,0,0,0,0,Matches,a0255c67
353,Loren Morón,es ESP,FW,Betis,25,1993,22.6,36,1.60,21,0,4,2,6,3,5,0.22,4,0,0,1,0,0,Matches,3aa4a3be
354,Toni Moya,es ESP,MF,Atlético Madrid,21,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9e098912
355,Javi Moyano,es ESP,DF,Valladolid,33,1986,24.7,31,1.25,25,0,2,0,4,0,1,0.04,1,0,0,0,0,0,Matches,933e8c8a
356,Iker Muniain,es ESP,FWMF,Athletic Club,26,1992,26.5,76,2.87,55,5,8,1,6,1,6,0.23,5,0,0,1,0,0,Matches,c05dfb74
357,Aihen Muñoz,es ESP,DF,Real Sociedad,21,1997,10.9,8,0.73,7,0,0,0,1,0,1,0.09,1,0,0,0,0,0,Matches,228b0d9d
358,Javier Muñoz,es ESP,MF,Alavés,24,1995,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ec7c84c2
359,Jeison Murillo,co COL,DF,Celta Vigo,27,1992,17.0,2,0.12,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b233e8e4
360,Nacho,es ESP,DF,Valladolid,30,1989,21.0,47,2.23,39,3,1,0,2,2,6,0.29,4,0,0,0,1,1,Matches,e29d1111
361,Nacho,es ESP,DF,Real Madrid,29,1990,4.9,7,1.44,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2946f9a1
362,Naldo,br BRA,DF,Espanyol,30,1988,14.8,8,0.54,6,0,0,2,0,0,3,0.20,1,0,0,2,0,0,Matches,a2609621
363,Marc Navarro,es ESP,DF,Leganés,24,1995,2.4,1,0.41,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,c2846353
364,Ximo Navarro,es ESP,DF,Alavés,29,1990,21.1,6,0.28,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8db394aa
365,Jesús Navas,es ESP,DF,Sevilla,33,1985,37.4,95,2.54,84,5,3,1,2,0,14,0.37,11,0,2,0,1,0,Matches,3f10bd22
366,Raúl Navas,es ESP,DF,Osasuna,31,1988,7.9,3,0.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ad178594
367,Neto,br BRA,GK,Barcelona,30,1989,2.0,1,0.50,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a9dc785c
368,Carlos Neva,es ESP,DF,Granada,23,1996,24.5,16,0.65,13,1,0,2,0,0,3,0.12,2,0,0,1,0,0,Matches,8d47bb39
369,Saúl Ñíguez,es ESP,MFDF,Atlético Madrid,24,1994,34.1,52,1.52,40,1,2,5,2,2,2,0.06,1,1,0,0,0,0,Matches,c14bc029
370,Fernando Niño,es ESP,FW,Villarreal,18,2000,0.9,1,1.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,81d5c497
371,Nolito,es ESP,FWMF,Celta Vigo,32,1986,3.6,15,4.17,11,4,0,0,0,0,2,0.56,2,0,0,0,0,0,Matches,b2d0ec1b
372,Nolito,es ESP,FW,Sevilla,32,1986,10.0,32,3.21,20,2,4,4,1,1,2,0.20,0,0,1,0,1,0,Matches,b2d0ec1b
373,Unai Núñez,es ESP,DF,Athletic Club,22,1997,17.5,5,0.29,4,0,0,0,1,0,1,0.06,1,0,0,0,0,0,Matches,be170419
374,Allan Nyom,cm CMR,DFMF,Getafe,31,1988,26.9,18,0.67,14,1,1,1,1,0,2,0.07,1,0,1,0,0,0,Matches,97572117
375,Jan Oblak,si SVN,GK,Atlético Madrid,26,1993,37.7,2,0.05,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ee8508c0
376,Rafael Obrador,es ESP,DF,Mallorca,15,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,949c3655
377,Lucas Ocampos,ar ARG,FW,Sevilla,25,1994,30.5,65,2.13,42,0,10,3,9,1,8,0.26,5,0,2,0,1,0,Matches,a08b974a
378,Martin Ødegaard,no NOR,MF,Real Sociedad,20,1998,28.1,116,4.13,75,29,7,3,2,0,15,0.53,11,2,1,1,0,0,Matches,79300479
379,Álvaro Odriozola,es ESP,DF,Real Madrid,23,1995,3.8,10,2.62,7,0,2,0,1,0,2,0.52,2,0,0,0,0,0,Matches,1d1691ad
380,Lucas Olaza,uy URU,DF,Celta Vigo,25,1994,34.9,59,1.69,39,14,0,3,3,0,6,0.17,2,1,0,1,2,0,Matches,4cee5954
381,Oier Olazábal,es ESP,GK,Espanyol,29,1989,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b5bdf144
382,Kiko Olivas,es ESP,DF,Valladolid,30,1988,32.7,13,0.40,8,1,0,2,2,0,1,0.03,0,0,0,1,0,0,Matches,72b07a9c
383,Paulo Oliveira,pt POR,DF,Eibar,27,1992,23.2,6,0.26,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,a8fbae1d
384,Mathías Olivera,uy URU,DF,Getafe,21,1997,20.8,22,1.06,14,1,3,0,2,2,3,0.14,1,1,1,0,0,0,Matches,41c12f75
385,Kenneth Omeruo,ng NGA,DF,Leganés,25,1993,20.8,7,0.34,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0f0aa5b4
386,Javier Ontiveros,es ESP,FWMF,Villarreal,21,1997,9.9,33,3.34,19,4,5,1,3,1,4,0.40,3,0,0,0,1,0,Matches,a83d8b0c
387,Fabián Orellana,cl CHI,MFFW,Eibar,33,1986,26.6,96,3.62,47,25,13,3,7,1,14,0.53,6,2,2,1,2,1,Matches,c90977db
388,Aimar Oroz,es ESP,FW,Osasuna,17,2001,0.1,1,8.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7c363088
389,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,22,1997,33.9,87,2.57,70,7,5,1,3,1,16,0.47,13,2,0,0,0,1,Matches,8c3c640c
390,Fernando Pacheco,es ESP,GK,Alavés,27,1992,26.2,4,0.15,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,97852360
391,Jon Pacheco,es ESP,DF,Real Sociedad,18,2001,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,44150beb
392,Daniel Parejo,es ESP,MF,Valencia,30,1989,33.6,107,3.18,59,37,1,3,5,2,11,0.33,6,3,0,0,2,0,Matches,7460ca0d
393,Miquel Parera,es ESP,GK,Mallorca,23,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f9b42381
394,Thomas Partey,gh GHA,MF,Atlético Madrid,26,1993,28.3,50,1.77,37,3,6,2,1,1,9,0.32,5,0,2,2,0,0,Matches,529f49ab
395,Paulino,es ESP,MF,Alavés,22,1997,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f20fce1b
396,Gabriel Paulista,br BRA,DF,Valencia,28,1990,31.1,6,0.19,6,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,b7ca5c51
397,Alfonso Pedraza,es ESP,DF,Betis,23,1996,15.0,27,1.80,18,1,4,1,2,1,0,0.00,0,0,0,0,0,0,Matches,63f04c6c
398,Marc Pedraza,es ESP,MF,Mallorca,32,1987,1.4,1,0.69,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ff8f26ef
399,Pedrosa,es ESP,DFMF,Espanyol,21,1998,12.1,23,1.90,18,1,3,0,1,0,2,0.17,1,0,1,0,0,0,Matches,112521d1
400,Rubén Peña,es ESP,DF,Villarreal,28,1991,21.2,29,1.37,26,0,2,1,0,0,4,0.19,3,0,1,0,0,0,Matches,1f079188
401,Luis Perea,es ESP,FWMF,Osasuna,21,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8dc6dbb3
402,Victor Perea,es ESP,DF,Espanyol,19,2000,14.1,26,1.84,17,4,0,0,3,2,0,0.00,0,0,0,0,0,0,Matches,b7de5bad
403,Carles Pérez,es ESP,FW,Barcelona,21,1998,5.3,15,2.84,13,0,0,2,0,0,6,1.13,5,0,0,1,0,0,Matches,a8f21b9f
404,Iñigo Pérez,es ESP,MF,Osasuna,31,1988,12.0,30,2.50,20,10,0,0,0,0,4,0.33,3,1,0,0,0,0,Matches,bc61cc65
405,Juan Pérez,es ESP,GK,Osasuna,23,1996,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8f29e08b
406,Kike Pérez,es ESP,MFFW,Valladolid,22,1997,2.4,8,3.30,5,0,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches,237a3851
407,Lucas Pérez,es ESP,FW,Alavés,30,1988,27.7,91,3.28,44,33,4,6,4,0,9,0.32,6,2,1,0,0,0,Matches,a300ac7e
408,Rubén Pérez,es ESP,MF,Leganés,30,1989,24.4,22,0.90,17,4,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches,3c7bc9bd
409,Samu Pérez,es ESP,GK,Valladolid,22,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,aae17c81
410,Pablo Piatti,ar ARG,DFMF,Espanyol,30,1989,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,48e89655
411,Cristiano Piccini,it ITA,DF,Valencia,26,1992,0.8,1,1.20,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,32c0491f
412,Tomás Pina Isla,es ESP,MF,Alavés,31,1987,14.9,10,0.67,9,0,0,0,1,0,1,0.07,0,0,0,0,1,0,Matches,e54bd0a2
413,Pipa,es ESP,DF,Espanyol,21,1998,5.3,10,1.90,7,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,10f1cd17
414,Gerard Piqué,es ESP,DF,Barcelona,32,1987,34.4,12,0.35,12,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,adfc9123
415,Óscar Plano,es ESP,MF,Valladolid,28,1991,27.8,43,1.54,34,0,1,1,6,1,3,0.11,2,0,0,0,1,0,Matches,7c388b20
416,Pere Pons,es ESP,MF,Alavés,26,1993,12.1,10,0.83,9,0,0,0,1,0,2,0.17,1,0,0,0,1,0,Matches,29b61deb
417,Pedro Porro,es ESP,DFMF,Valladolid,19,1999,8.2,8,0.97,8,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches,27d0a506
418,Francisco Portillo,es ESP,MF,Getafe,29,1990,4.2,14,3.35,12,0,0,0,2,0,3,0.72,2,0,0,0,1,0,Matches,8e010ff4
419,Portu,es ESP,FWMF,Real Sociedad,27,1992,26.6,70,2.63,55,4,4,5,1,1,12,0.45,9,0,2,0,0,1,Matches,1bda5842
420,Sergio Postigo,es ESP,DF,Levante,30,1988,26.4,11,0.42,10,0,1,0,0,0,2,0.08,2,0,0,0,0,0,Matches,474ecac8
421,Florent Poulolo,mq MTQ,MF,Getafe,22,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,07129f3c
422,Darío Poveda,es ESP,FW,Atlético Madrid,22,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cbdf7d5c
423,Alejandro Pozo Pozo,es ESP,FWMF,Sevilla,20,1999,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3c16d927
424,Alejandro Pozo Pozo,es ESP,DF,Mallorca,20,1999,16.6,29,1.74,25,0,2,0,2,0,3,0.18,2,0,1,0,0,0,Matches,3c16d927
425,Abdón Prats,es ESP,FWMF,Mallorca,26,1992,3.1,2,0.65,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d1b060e2
426,Antonio Puertas,es ESP,FWMF,Granada,27,1992,28.5,59,2.07,38,2,10,3,5,1,8,0.28,6,0,1,1,0,0,Matches,c77a8043
427,Riqui Puig,es ESP,MF,Barcelona,19,1999,5.7,20,3.53,16,1,0,0,3,0,2,0.35,2,0,0,0,0,0,Matches,f090a37a
428,Quini,es ESP,DF,Granada,29,1989,8.0,12,1.50,10,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,7a538238
429,Xavi Quintillà,es ESP,DF,Villarreal,22,1996,17.5,31,1.77,28,3,0,0,0,0,2,0.11,2,0,0,0,0,0,Matches,84fb6aff
430,Quique,es ESP,FW,Eibar,29,1990,5.4,14,2.57,10,0,2,0,2,0,2,0.37,1,0,1,0,0,0,Matches,c966fce1
431,Nemanja Radoja,rs SRB,MF,Levante,26,1993,22.1,21,0.95,15,0,3,0,2,1,3,0.14,2,0,1,0,0,0,Matches,b5dd3469
432,Rafinha,br BRA,MF,Celta Vigo,26,1993,23.5,63,2.69,48,0,5,2,7,1,6,0.26,4,0,0,0,2,0,Matches,0c2ac3cb
433,Rafinha,br BRA,FWMF,Barcelona,26,1993,2.1,13,6.29,6,3,3,0,1,0,0,0.00,0,0,0,0,0,0,Matches,0c2ac3cb
434,Baba Rahman,gh GHA,DF,Mallorca,25,1994,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e4086af3
435,Antonio Raillo,es ESP,DF,Mallorca,27,1991,30.8,13,0.42,11,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches,b857bd29
436,Ivan Rakitić,hr CRO,MF,Barcelona,31,1988,17.7,42,2.38,33,5,0,0,3,1,5,0.28,5,0,0,0,0,0,Matches,89f951b5
437,Sandro Ramírez,es ESP,FWMF,Valladolid,24,1995,14.5,34,2.34,20,2,5,1,5,1,2,0.14,2,0,0,0,0,0,Matches,833fb62e
438,Iván Ramis,es ESP,DF,Eibar,34,1984,5.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d2be40f2
439,Adrián Ramos,co COL,FW,Granada,33,1986,2.5,4,1.59,2,0,0,1,1,0,1,0.40,0,0,0,1,0,0,Matches,c693cf7c
440,Sergio Ramos,es ESP,DF,Real Madrid,33,1986,33.5,20,0.60,17,0,2,0,1,0,2,0.06,1,0,0,0,1,0,Matches,08511d65
441,Raúl,es ESP,FWMF,Betis,18,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,18f0a9f0
442,Recio,es ESP,MF,Leganés,28,1991,17.4,27,1.55,20,1,2,1,3,0,0,0.00,0,0,0,0,0,0,Matches,54073b28
443,Sergio Reguilón,es ESP,DF,Sevilla,22,1996,27.9,67,2.40,54,2,3,3,2,3,8,0.29,5,1,0,1,1,0,Matches,3353737a
444,Manolo Reina,es ESP,GK,Mallorca,34,1985,36.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,605eb473
445,Álex Remiro,es ESP,GK,Real Sociedad,24,1995,25.0,4,0.16,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,374ee424
446,Nico Ribaudo,es ESP,FWMF,Espanyol,18,2001,2.0,6,2.97,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,ce8039aa
447,Luis Rioja,es ESP,MF,Alavés,25,1993,18.2,27,1.49,18,4,1,0,3,1,1,0.06,1,0,0,0,0,0,Matches,eb3dd471
448,Rodrigo Riquelme,es ESP,MF,Atlético Madrid,19,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,65154df0
449,Cristian Rivera,es ESP,MF,Leganés,22,1997,3.5,2,0.58,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8ef81d2d
450,Rober,es ESP,DF,Levante,24,1995,2.1,2,0.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c00097d2
451,Roberto,es ESP,GK,Alavés,33,1986,8.8,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ba3ca78f
452,Sergi Roberto,es ESP,DFMF,Barcelona,27,1992,26.0,52,2.00,49,0,1,0,2,0,9,0.35,9,0,0,0,0,0,Matches,335fa267
453,Joel Robles,es ESP,GK,Betis,29,1990,32.1,3,0.09,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cda0b317
454,Marc Roca,es ESP,MF,Espanyol,22,1996,33.4,60,1.80,45,10,2,2,0,1,4,0.12,3,1,0,0,0,0,Matches,da27e268
455,Rubén Rochina,es ESP,MF,Levante,28,1991,20.8,59,2.83,42,3,2,4,5,3,7,0.34,5,0,0,1,1,0,Matches,ecd8c01e
456,Rodrigo,es ESP,FW,Valencia,28,1991,20.9,44,2.11,38,0,1,1,4,0,12,0.57,9,0,1,0,2,0,Matches,1fb1c435
457,Kévin Rodrigues,pt POR,DFMF,Leganés,25,1994,21.5,52,2.42,31,11,4,2,4,0,3,0.14,2,1,0,0,0,0,Matches,f1bed920
458,Kévin Rodrigues,pt POR,DF,Real Sociedad,25,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f1bed920
459,Ángel Rodríguez,es ESP,FW,Getafe,32,1987,15.6,35,2.24,23,0,3,2,7,0,6,0.38,3,0,2,0,1,0,Matches,8cfc2f69
460,Óscar Rodríguez Arnaiz,es ESP,MFFW,Leganés,21,1998,21.3,69,3.24,44,9,7,2,6,1,5,0.24,3,0,0,1,1,0,Matches,19709006
461,Dani Rodríguez,es ESP,MFFW,Mallorca,31,1988,33.8,78,2.31,53,9,4,3,9,0,9,0.27,3,0,0,2,4,0,Matches,70f8e0bd
462,Guido Rodríguez,ar ARG,MF,Betis,25,1994,10.4,9,0.87,7,0,0,0,1,1,1,0.10,1,0,0,0,0,0,Matches,34e393f2
463,James Rodríguez,co COL,MF,Real Madrid,28,1991,4.7,24,5.16,18,4,0,0,2,0,1,0.21,1,0,0,0,0,0,Matches,715bf047
464,Mario Rodriguez,es ESP,FW,Granada,22,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a5cdedc7
465,Rodrygo,br BRA,FW,Real Madrid,18,2001,11.3,31,2.74,27,1,1,0,2,0,1,0.09,1,0,0,0,0,0,Matches,8f5e92a6
466,Luka Romero,ar ARG,MF,Mallorca,14,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ca6edaa0
467,Facundo Roncaglia,ar ARG,DF,Osasuna,32,1987,14.2,10,0.70,7,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches,51e3954c
468,Roberto Rosales,ve VEN,DF,Leganés,30,1988,20.8,44,2.12,29,12,1,2,0,0,4,0.19,4,0,0,0,0,0,Matches,81069528
469,Rubén,es ESP,GK,Osasuna,35,1984,17.6,2,0.11,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,24279b8b
470,Waldo Rubio,es ESP,MFFW,Valladolid,23,1995,9.8,35,3.59,22,0,7,2,2,2,3,0.31,1,0,0,2,0,0,Matches,ccaa5728
471,Aitor Ruibal,es ESP,DFFW,Leganés,23,1996,13.6,32,2.36,21,1,6,3,1,0,1,0.07,1,0,0,0,0,0,Matches,a55d8df5
472,Jorge Sáenz,es ESP,DFFW,Celta Vigo,22,1996,4.1,3,0.73,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bfca375c
473,Borja Sainz,es ESP,MFFW,Alavés,18,2001,6.4,14,2.20,8,0,3,3,0,0,0,0.00,0,0,0,0,0,0,Matches,1b40049a
474,Yannis Salibur,fr FRA,MFFW,Mallorca,28,1991,0.9,4,4.39,3,0,1,0,0,0,2,2.20,1,0,1,0,0,0,Matches,bb4a42be
475,Mohammed Salisu,gh GHA,DF,Valladolid,20,1999,30.3,4,0.13,3,0,0,0,1,0,2,0.07,2,0,0,0,0,0,Matches,0b33f6ad
476,Fede San Emeterio,es ESP,MF,Valladolid,22,1997,19.5,16,0.82,15,0,0,1,0,0,1,0.05,1,0,0,0,0,0,Matches,efecd633
477,Mikel San José,es ESP,MF,Athletic Club,30,1989,4.0,2,0.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,003a5c72
478,Oihan Sancet,es ESP,MF,Athletic Club,19,2000,8.2,23,2.79,16,0,3,2,2,0,3,0.36,2,0,0,0,1,0,Matches,bdb624a3
479,Germán Sánchez,es ESP,DF,Granada,32,1986,25.5,6,0.24,6,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches,ea9b2ef9
480,Javi Sánchez,es ESP,DF,Valladolid,22,1997,5.5,4,0.72,1,1,0,1,1,0,1,0.18,1,0,0,0,0,0,Matches,60359288
481,Manuel Sánchez,es ESP,DF,Atlético Madrid,18,2000,3.6,7,1.94,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ffacd3d5
482,Víctor Sánchez,es ESP,MFDF,Espanyol,31,1987,18.8,44,2.35,26,13,1,1,0,3,2,0.11,1,0,1,0,0,0,Matches,ad4d0985
483,Luca Sangalli,es ESP,MF,Real Sociedad,24,1995,4.1,10,2.42,8,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7958dc65
484,Oier Sanjurjo,es ESP,MF,Osasuna,33,1986,25.8,36,1.40,32,0,0,0,3,1,2,0.08,2,0,0,0,0,0,Matches,466824fb
485,Ivan Šaponjić,rs SRB,DFFW,Atlético Madrid,21,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d2aea9ac
486,Joan Sastre Vanrell,es ESP,DF,Mallorca,22,1997,15.1,28,1.85,24,1,0,1,1,1,2,0.13,2,0,0,0,0,0,Matches,f9acf8bf
487,Stefan Savić,me MNE,DF,Atlético Madrid,28,1991,22.0,5,0.23,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f6ac68c1
488,Aleksandar Sedlar,rs SRB,DF,Mallorca,27,1991,9.0,6,0.66,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,a35134ae
489,Nélson Semedo,pt POR,DF,Barcelona,25,1993,23.3,33,1.42,23,0,4,0,5,1,6,0.26,3,0,0,0,3,0,Matches,d04b94db
490,Josep Señé,es ESP,MF,Mallorca,27,1991,1.7,6,3.60,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8fc259d7
491,Salva Sevilla,es ESP,MF,Mallorca,35,1984,28.5,95,3.33,49,37,1,4,4,0,5,0.18,3,1,0,1,0,0,Matches,75bd85ea
492,Sidnei,br BRA,DF,Betis,29,1989,13.1,7,0.54,5,1,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches,b14d0c5d
493,Jonathan Silva,ar ARG,DF,Leganés,25,1994,30.9,46,1.49,35,5,3,1,2,0,3,0.10,2,1,0,0,0,0,Matches,f2308b33
494,Rui Silva,pt POR,GK,Granada,25,1994,35.0,6,0.17,4,2,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches,ea83bfa6
495,Unai Simón,es ESP,GK,Athletic Club,22,1997,33.2,4,0.12,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5dcf3e90
496,Dimitris Siovas,gr GRE,DF,Leganés,30,1988,21.3,13,0.61,9,0,1,2,0,1,2,0.09,1,0,0,1,0,0,Matches,92d38e6c
497,Pione Sisto,dk DEN,FWMF,Celta Vigo,24,1995,9.9,29,2.93,18,2,4,0,4,1,2,0.20,1,1,0,0,0,0,Matches,fd9c4805
498,Antonio Sivera,es ESP,GK,Alavés,22,1996,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9970da54
499,Fyodor Smolov,ru RUS,FW,Celta Vigo,29,1990,8.3,13,1.57,11,0,1,0,0,1,1,0.12,1,0,0,0,0,0,Matches,cbbfa2e7
500,Rafa Soares,pt POR,DF,Eibar,24,1995,4.8,8,1.66,5,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,062fc2e6
501,Rubén Sobrino,es ESP,FWMF,Valencia,27,1992,1.9,6,3.18,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches,19b776e9
502,Roberto Soldado,es ESP,FW,Granada,34,1985,26.1,43,1.65,33,0,0,0,8,2,8,0.31,5,0,0,0,1,2,Matches,9d66fbe3
503,Carlos Soler,es ESP,MF,Valencia,22,1997,23.0,33,1.44,25,3,0,1,4,0,6,0.26,3,0,0,0,3,0,Matches,fed17f5a
504,Kévin Soni,cm CMR,FW,Espanyol,21,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6435143e
505,David Soria,es ESP,GK,Getafe,26,1993,38.0,5,0.13,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8f8c6934
506,Bruno Soriano,es ESP,MF,Villarreal,35,1984,2.9,2,0.68,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,09332647
507,Juan Soriano,es ESP,GK,Leganés,21,1997,11.0,1,0.09,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,5512b1a9
508,Damián Suárez,uy URU,DF,Getafe,31,1988,28.8,75,2.60,41,22,5,2,5,0,9,0.31,7,0,1,1,0,0,Matches,ba5004e1
509,Denis Suárez,es ESP,MFFW,Celta Vigo,25,1994,18.1,57,3.15,37,14,3,1,1,1,5,0.28,5,0,0,0,0,0,Matches,12c50af5
510,Luis Suárez,uy URU,FW,Barcelona,32,1987,22.2,74,3.33,51,0,13,6,3,1,17,0.77,13,0,2,1,1,0,Matches,a6154613
511,Ki Sung-yueng,kr KOR,MF,Mallorca,30,1989,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1d8c99b0
512,Suso,es ESP,FWMF,Sevilla,25,1993,8.7,34,3.90,21,4,6,1,2,0,4,0.46,2,1,1,0,0,0,Matches,4e219ad2
513,Tachi,es ESP,DF,Alavés,21,1997,2.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8b625720
