,Rk,Player,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Rk,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Rk,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Rk,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Rk,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,VAL
40,102,Sofian Chakla,2.0,1,0.50,1,0,0,0,0,0,1,0.50,1,0,0,0,0,0,102,2.0,0,0,0,0,0,0,1,0.0,1,11,5,45.5,8,3,0,1,1,0,0,1,1,9,0,102,2.0,79,95,83.2,1839,568,18,19,94.7,40,48,83.3,20,27,74.1,0,0.0,0.0,0,0,0,0,3,102,2.0,107,22,71,39,2,1,98,0,0,,0,0,62,235,124,0,0,0,0,0,66,65,98.5,1,102,2.0,0,1,0,0.0,0.50,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,66
41,107,Denis Cheryshev,10.3,21,2.04,15,0,0,0,3,3,4,0.39,4,0,0,0,0,0,107,10.3,12,7,5,3,4,4,22,18.2,18,173,37,21.4,55,84,34,24,1,0,23,8,20,9,0,107,10.3,240,349,68.8,4058,1037,120,155,77.4,93,127,73.2,20,47,42.6,2,1.2,+0.8,8,14,12,6,25,107,10.3,480,12,83,212,217,49,469,13,28,46.4,15,2,351,1820,988,54,15,6,19,13,446,334,74.9,80,107,10.3,1,21,7,33.3,2.04,0.68,0.05,0.14,19.3,0,0,0,2.9,2.9,0.14,-1.9,-1.9,77
42,108,Samuel Chukwueze,22.8,99,4.36,69,0,13,3,11,3,14,0.62,7,0,3,1,3,0,108,22.8,18,15,8,5,5,7,21,33.3,14,347,97,28.0,75,157,115,29,1,0,28,9,27,8,1,108,22.8,553,750,73.7,10360,2683,233,285,81.8,229,293,78.2,80,124,64.5,2,3.3,-1.3,35,36,33,9,79,108,22.8,1066,14,120,527,525,124,1053,60,99,60.6,62,3,874,5483,3689,197,49,47,71,47,1106,823,74.4,189,108,22.8,3,50,11,22.0,2.20,0.48,0.06,0.27,17.8,0,0,0,3.6,3.6,0.07,-0.6,-0.6,77
43,110,Jasper Cillessen,23.3,3,0.13,2,1,0,0,0,0,1,0.04,1,0,0,0,0,0,110,23.3,0,0,0,0,0,0,1,0.0,1,1,1,100.0,1,0,0,0,0,0,0,0,0,1,0,110,23.3,474,759,62.5,14585,9805,111,113,98.2,179,180,99.4,178,459,38.8,1,0.1,+0.9,1,2,0,0,0,110,23.3,806,748,803,4,0,0,547,0,0,,0,0,357,1662,1115,0,0,0,0,0,290,288,99.3,0,110,23.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,81
44,112,Carlos Clerc,20.5,23,1.12,16,5,0,0,1,1,2,0.10,2,0,0,0,0,0,112,20.5,37,19,18,17,2,12,25,48.0,13,256,75,29.3,115,109,32,48,10,0,38,17,54,69,0,112,20.5,709,968,73.2,11855,5168,397,448,88.6,249,321,77.6,56,160,35.0,2,1.8,+0.2,10,44,7,4,64,112,20.5,1188,84,447,558,262,14,993,25,39,64.1,26,2,645,3869,2228,100,35,4,20,9,700,637,91.0,33,112,20.5,0,4,2,50.0,0.19,0.10,0.00,0.00,21.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,76
45,113,Coke,11.0,17,1.55,13,1,2,0,1,0,0,0.00,0,0,0,0,0,0,113,11.0,25,15,15,7,3,9,26,34.6,17,120,37,30.8,64,41,15,16,3,0,13,6,31,31,0,113,11.0,463,577,80.2,8864,3653,205,228,89.9,185,215,86.0,67,105,63.8,0,0.4,-0.4,7,26,8,3,41,113,11.0,697,49,251,307,186,24,592,15,27,55.6,17,0,408,2084,1149,50,18,1,15,6,440,397,90.2,27,113,11.0,1,8,2,25.0,0.73,0.18,0.13,0.50,12.4,0,0,0,0.6,0.6,0.07,+0.4,+0.4,75
46,115,Francis Coquelin,21.2,17,0.80,15,0,0,1,1,0,2,0.09,0,0,0,1,1,0,115,21.2,34,24,20,13,1,11,31,35.5,20,284,79,27.8,144,115,25,30,10,0,20,29,63,32,0,115,21.2,885,984,89.9,17361,3670,347,370,93.8,396,416,95.2,130,178,73.0,0,0.2,-0.2,7,86,8,0,59,115,21.2,1184,68,347,734,167,18,1162,21,29,72.4,21,0,843,3444,1578,44,10,2,19,23,859,810,94.3,34,115,21.2,0,10,1,10.0,0.47,0.05,0.00,0.00,17.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,80
47,119,Rober Correa,10.3,16,1.55,11,1,1,1,2,0,0,0.00,0,0,0,0,0,0,119,10.3,16,9,10,4,2,7,14,50.0,7,92,25,27.2,30,41,21,21,5,0,16,5,21,49,0,119,10.3,381,513,74.3,7041,2947,161,188,85.6,168,210,80.0,43,91,47.3,0,0.2,-0.2,6,32,7,3,42,119,10.3,628,39,155,327,185,8,493,5,7,71.4,5,0,283,1524,688,39,21,1,10,6,310,271,87.4,10,119,10.3,0,5,2,40.0,0.48,0.19,0.00,0.00,21.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,70
48,120,Thierry Correia,2.9,4,1.39,2,2,0,0,0,0,1,0.35,0,1,0,0,0,0,120,2.9,7,5,5,2,0,1,3,33.3,2,32,15,46.9,20,11,1,6,0,0,6,1,8,13,0,120,2.9,107,134,79.9,2073,893,39,43,90.7,53,56,94.6,13,25,52.0,0,0.1,-0.1,2,10,2,1,12,120,2.9,172,12,61,95,23,0,141,1,2,50.0,1,0,88,438,282,9,3,0,4,1,101,92,91.1,5,120,2.9,0,1,0,0.0,0.35,0.00,0.00,,27.7,0,0,0,0.0,0.0,0.01,0.0,0.0,72
49,122,Diego Costa,15.0,29,1.93,19,0,2,4,3,1,5,0.33,4,0,0,1,0,0,122,15.0,10,9,2,5,3,2,10,20.0,8,200,59,29.5,18,94,88,14,3,0,11,3,13,12,0,122,15.0,260,366,71.0,3946,695,150,198,75.8,81,104,77.9,18,27,66.7,4,1.8,+2.2,13,18,13,2,26,122,15.0,533,16,43,262,250,72,517,15,27,55.6,16,1,338,1385,545,29,8,4,41,21,749,411,54.9,138,122,15.0,5,33,8,24.2,2.20,0.53,0.09,0.38,11.5,0,2,3,6.8,4.6,0.14,-1.8,-1.6,80
50,123,Jaume Costa,15.4,18,1.17,15,1,0,0,2,0,0,0.00,0,0,0,0,0,0,123,15.4,26,18,16,8,2,12,28,42.9,16,149,39,26.2,78,51,20,37,6,0,31,8,34,64,0,123,15.4,672,818,82.2,12031,4127,282,316,89.2,336,381,88.2,50,105,47.6,1,0.5,+0.5,8,46,8,3,57,123,15.4,981,69,316,488,240,17,858,12,19,63.2,12,1,594,2884,1617,68,26,0,9,6,666,614,92.2,45,123,15.4,0,2,1,50.0,0.13,0.06,0.00,0.00,22.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,79
51,124,David Costas,3.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,124,3.8,7,4,6,1,0,0,3,0.0,3,26,9,34.6,19,4,3,6,4,0,2,7,14,19,0,124,3.8,182,198,91.9,3688,1176,54,55,98.2,98,103,95.1,29,35,82.9,0,0.0,0.0,0,3,0,0,12,124,3.8,240,29,130,119,6,2,233,0,0,,0,0,162,887,453,5,1,0,1,1,158,153,96.8,1,124,3.8,0,1,0,0.0,0.27,0.00,0.00,,5.8,0,0,0,0.1,0.1,0.12,-0.1,-0.1,71
52,125,Thibaut Courtois,34.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,125,34.0,0,0,0,0,0,0,2,0.0,2,1,0,0.0,1,0,0,0,0,0,0,0,0,3,2,125,34.0,849,1084,78.3,21913,10821,142,142,100.0,511,513,99.6,196,428,45.8,0,0.0,0.0,0,4,0,0,0,125,34.0,1153,1060,1150,3,1,1,869,0,0,,0,0,628,3237,1406,0,0,0,0,0,575,572,99.5,1,125,34.0,0,1,1,100.0,0.03,0.03,0.00,0.00,7.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,89
53,128,Marc Cucurella,36.0,93,2.59,71,6,2,2,8,4,9,0.25,7,0,0,0,1,1,128,36.0,88,62,31,45,12,27,82,32.9,55,938,303,32.3,229,461,248,76,8,1,68,29,117,41,0,128,36.0,938,1407,66.7,15990,6392,481,578,83.2,333,458,72.7,100,269,37.2,5,4.8,+0.2,49,87,51,24,133,128,36.0,1818,41,296,826,812,65,1642,24,48,50.0,29,2,1059,4867,2844,164,57,12,65,43,1350,1008,74.7,157,128,36.0,1,31,6,19.4,0.86,0.17,0.03,0.17,19.5,2,0,0,1.8,1.8,0.06,-0.8,-0.8,81
54,133,Deyverson,2.3,5,2.21,4,0,0,1,0,0,2,0.88,1,0,0,1,0,0,133,2.3,0,0,0,0,0,0,2,0.0,2,44,7,15.9,4,14,26,2,1,0,1,1,1,5,0,133,2.3,34,68,50.0,629,177,15,25,60.0,10,18,55.6,6,15,40.0,1,0.6,+0.4,4,9,2,0,9,133,2.3,96,3,6,46,47,6,93,4,6,66.7,4,2,57,168,75,3,0,0,9,5,116,70,60.3,22,133,2.3,0,4,1,25.0,1.76,0.44,0.00,0.00,27.2,1,0,0,0.6,0.6,0.14,-0.6,-0.6,74
55,134,Mouctar Diakhaby,16.0,6,0.37,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,134,16.0,14,10,10,3,1,3,10,30.0,7,124,39,31.5,77,42,5,23,14,0,9,4,18,101,1,134,16.0,726,804,90.3,15578,4482,209,226,92.5,399,423,94.3,113,147,76.9,0,0.0,0.0,1,34,1,1,32,134,16.0,956,160,565,434,20,4,930,8,8,100.0,8,0,656,4181,2205,37,7,0,0,4,663,648,97.7,1,134,16.0,0,1,1,100.0,0.06,0.06,0.00,0.00,11.4,0,0,0,0.0,0.0,0.04,0.0,0.0,72
56,137,Papakouli Diop,25.0,32,1.28,25,0,0,1,1,5,2,0.08,1,0,0,0,0,1,137,25.0,43,27,10,27,6,15,44,34.1,29,414,113,27.3,93,253,68,37,8,0,29,20,63,50,1,137,25.0,593,806,73.6,12207,3137,211,272,77.6,275,347,79.3,104,166,62.7,0,0.5,-0.5,14,82,4,0,86,137,25.0,1049,50,165,728,197,24,1036,6,10,60.0,8,0,502,2132,812,45,18,3,16,16,605,531,87.8,37,137,25.0,1,26,7,26.9,1.04,0.28,0.04,0.14,22.4,0,0,0,1.1,1.1,0.04,-0.1,-0.1,78
57,139,Naïs Djouahra,0.3,3,9.31,2,0,1,0,0,0,1,3.10,1,0,0,0,0,0,139,0.3,0,0,0,0,0,0,0,,0,4,0,0.0,0,3,1,0,0,0,0,0,0,0,0,139,0.3,15,23,65.2,232,79,7,12,58.3,6,7,85.7,1,3,33.3,1,0.2,+0.8,2,1,1,1,1,139,0.3,25,0,1,10,14,2,25,1,2,50.0,2,0,23,119,86,5,0,1,0,0,23,23,100.0,3,139,0.3,0,1,0,0.0,3.10,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.08,-0.1,-0.1,62
58,140,Marko Dmitrović,35.0,8,0.23,2,5,0,1,0,0,0,0.00,0,0,0,0,0,0,140,35.0,0,0,0,0,0,0,3,0.0,3,5,0,0.0,5,0,0,1,0,0,1,0,0,2,0,140,35.0,479,1062,45.1,24005,19169,36,37,97.3,118,121,97.5,324,903,35.9,0,0.0,0.0,1,61,2,0,1,140,35.0,1158,931,1146,13,2,2,742,1,1,100.0,1,0,495,3202,1906,0,0,0,0,0,364,360,98.9,0,140,35.0,0,1,1,100.0,0.03,0.03,0.00,0.00,7.0,0,0,0,0.4,0.4,0.42,-0.4,-0.4,81
59,142,Domingos Duarte,34.3,5,0.15,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0,142,34.3,35,21,27,8,0,7,16,43.8,9,208,74,35.6,124,82,2,49,24,0,25,15,50,234,0,142,34.3,970,1218,79.6,23652,7527,190,215,88.4,535,603,88.7,240,384,62.5,1,0.1,+0.9,2,67,5,1,88,142,34.3,1566,252,900,709,45,21,1470,6,9,66.7,8,2,781,4778,2595,46,3,0,8,0,854,829,97.1,16,142,34.3,3,10,4,40.0,0.29,0.12,0.30,0.75,7.6,0,0,0,1.2,1.2,0.12,+1.8,+1.8,78
60,145,Hugo Duro,4.2,7,1.67,3,0,0,0,4,0,2,0.48,1,0,0,0,1,0,145,4.2,5,2,2,1,2,2,8,25.0,6,98,29,29.6,5,55,38,4,0,0,4,1,6,2,0,145,4.2,50,84,59.5,593,149,27,44,61.4,12,21,57.1,2,6,33.3,1,0.4,+0.6,3,4,1,0,3,145,4.2,145,4,15,58,80,24,142,0,1,0.0,0,0,73,287,140,8,5,3,18,11,202,97,48.0,44,145,4.2,1,6,3,50.0,1.43,0.71,0.17,0.33,9.5,0,0,0,1.0,1.0,0.16,0.0,0.0,68
61,146,Aritz Elustondo,16.8,10,0.60,8,0,0,1,1,0,3,0.18,2,0,0,1,0,0,146,16.8,31,13,19,11,1,13,26,50.0,13,140,39,27.9,75,59,6,28,9,0,19,14,45,122,0,146,16.8,802,935,85.8,17055,4652,231,263,87.8,446,486,91.8,123,172,71.5,1,0.2,+0.8,3,55,3,3,50,146,16.8,1145,147,561,614,56,15,1094,2,5,40.0,2,0,694,4646,2404,54,6,0,2,6,722,709,98.2,9,146,16.8,0,8,1,12.5,0.48,0.06,0.00,0.00,9.5,0,0,0,0.7,0.7,0.09,-0.7,-0.7,76
62,147,Rodrigo Ely,23.6,2,0.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,147,23.6,27,16,18,9,0,10,27,37.0,17,160,49,30.6,112,47,1,38,20,0,18,12,39,178,1,147,23.6,667,839,79.5,16671,5748,155,176,88.1,316,356,88.8,192,292,65.8,0,0.1,-0.1,1,27,0,0,31,147,23.6,1111,160,635,496,22,15,1075,4,4,100.0,4,0,528,2502,937,18,1,0,3,8,569,544,95.6,15,147,23.6,2,6,3,50.0,0.25,0.13,0.33,0.67,8.3,0,0,0,0.7,0.7,0.11,+1.3,+1.3,75
63,149,Emerson,31.5,60,1.90,47,0,3,2,5,3,8,0.25,6,0,1,0,1,0,149,31.5,83,45,54,23,6,25,73,34.2,48,469,118,25.2,222,164,83,57,9,0,48,17,100,80,0,149,31.5,1288,1604,80.3,21617,7383,673,752,89.5,441,531,83.1,137,207,66.2,6,4.0,+2.0,30,56,50,21,93,149,31.5,2008,101,596,874,673,96,1719,21,41,51.2,22,2,1234,6415,4022,200,59,21,43,36,1339,1221,91.2,106,149,31.5,3,23,4,17.4,0.73,0.13,0.13,0.75,15.8,0,0,0,1.2,1.2,0.05,+1.8,+1.8,78
64,150,Youssef En-Nesyri,8.8,6,0.68,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,150,8.8,8,6,1,7,0,1,9,11.1,8,193,53,27.5,28,93,72,8,2,0,6,5,13,7,0,150,8.8,103,157,65.6,1558,226,62,77,80.5,30,52,57.7,9,15,60.0,0,0.2,-0.2,4,4,1,0,6,150,8.8,261,9,29,145,103,43,248,6,14,42.9,6,0,136,552,307,15,6,7,24,18,345,188,54.5,76,150,8.8,4,21,8,38.1,2.37,0.90,0.19,0.50,10.9,0,0,0,3.6,3.6,0.17,+0.4,+0.4,78
65,151,Youssef En-Nesyri,15.4,24,1.56,14,0,2,3,3,2,5,0.32,3,0,0,1,0,1,151,15.4,8,5,2,0,6,2,17,11.8,15,295,50,16.9,25,155,115,17,2,0,15,2,10,19,0,151,15.4,163,266,61.3,2478,501,105,150,70.0,35,60,58.3,15,31,48.4,2,0.8,+1.2,7,3,10,3,13,151,15.4,469,21,38,211,248,71,458,17,35,48.6,19,3,253,1194,694,37,14,12,42,26,744,335,45.0,124,151,15.4,4,39,18,46.2,2.53,1.17,0.10,0.22,14.5,0,0,0,3.9,3.9,0.10,+0.1,+0.1,78
66,152,Sergi Enrich,20.7,19,0.92,12,0,1,3,3,0,5,0.24,3,0,0,1,1,0,152,20.7,21,17,5,8,8,0,13,0.0,13,446,137,30.7,25,175,246,30,4,0,26,5,26,13,0,152,20.7,377,527,71.5,5236,727,244,306,79.7,90,140,64.3,24,35,68.6,4,1.4,+2.6,8,16,6,0,16,152,20.7,746,14,49,342,374,84,717,9,12,75.0,10,3,357,1076,255,13,4,1,61,27,1062,527,49.6,212,152,20.7,1,30,6,20.0,1.45,0.29,0.03,0.17,10.3,0,0,0,2.6,2.6,0.09,-1.6,-1.6,77
67,156,Sergio Escudero,8.6,12,1.40,9,0,2,1,0,0,1,0.12,0,0,0,1,0,0,156,8.6,26,13,15,10,1,13,22,59.1,9,123,38,30.9,51,55,17,19,1,0,18,6,32,36,0,156,8.6,475,592,80.2,8434,3455,210,236,89.0,212,251,84.5,45,87,51.7,0,0.5,-0.5,6,31,9,4,37,156,8.6,707,29,236,351,148,12,610,7,11,63.6,8,1,406,1535,931,36,12,1,7,8,452,418,92.5,28,156,8.6,1,8,6,75.0,0.93,0.70,0.13,0.17,19.8,0,0,0,0.8,0.8,0.09,+0.2,+0.2,80
68,158,Vicente Esquerdo,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,158,0.2,0,0,0,0,0,0,0,,0,4,1,25.0,1,3,0,1,0,0,1,0,0,0,0,158,0.2,6,9,66.7,122,56,3,3,100.0,2,4,50.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1,158,0.2,17,1,5,9,5,0,17,0,1,0.0,0,0,14,65,6,0,0,0,3,2,16,13,81.3,3,158,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,64
69,161,Beñat Etxebarria,4.4,12,2.74,2,10,0,0,0,0,1,0.23,1,0,0,0,0,0,161,4.4,7,4,2,3,2,1,10,10.0,9,82,19,23.2,21,52,9,8,1,0,7,3,10,8,0,161,4.4,161,194,83.0,3421,952,42,47,89.4,84,92,91.3,32,50,64.0,0,0.5,-0.5,11,13,2,0,10,161,4.4,235,8,34,153,57,4,203,0,1,0.0,1,0,124,402,189,8,3,0,2,4,141,129,91.5,6,161,4.4,0,5,2,40.0,1.14,0.46,0.00,0.00,26.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,63
70,162,Xabier Etxeita,16.1,5,0.31,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,162,16.1,22,11,8,13,1,9,20,45.0,11,140,46,32.9,55,71,14,21,6,0,15,7,29,158,0,162,16.1,209,368,56.8,5358,1957,42,71,59.2,93,142,65.5,72,144,50.0,0,0.0,0.0,1,18,1,1,27,162,16.1,581,64,252,309,30,11,564,0,0,,0,0,154,789,365,11,0,0,0,1,173,168,97.1,8,162,16.1,0,7,2,28.6,0.44,0.12,0.00,0.00,11.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,74
71,167,Ansu Fati,11.4,38,3.33,24,2,7,2,3,0,3,0.26,1,0,2,0,0,0,167,11.4,19,10,4,7,8,6,16,37.5,10,224,68,30.4,39,95,90,16,1,0,15,2,21,3,0,167,11.4,446,538,82.9,5571,949,322,358,89.9,98,119,82.4,10,24,41.7,1,1.8,-0.8,17,15,13,2,23,167,11.4,724,8,41,237,502,108,708,23,56,41.1,26,1,590,3267,2112,127,21,36,34,22,702,600,85.5,122,167,11.4,7,33,12,36.4,2.89,1.05,0.21,0.58,15.1,0,0,0,3.7,3.7,0.11,+3.3,+3.3,76
72,171,Nabil Fekir,29.3,115,3.92,68,2,16,11,14,4,11,0.38,6,0,0,1,4,0,171,29.3,43,26,18,16,9,7,31,22.6,24,598,146,24.4,102,303,193,36,5,0,31,12,55,6,0,171,29.3,839,1034,81.1,13881,3618,453,511,88.6,268,318,84.3,91,134,67.9,4,2.6,+1.4,37,87,35,6,85,171,29.3,1524,16,153,784,732,147,1472,84,127,66.1,87,3,1289,7192,4064,235,72,38,68,74,1486,1197,80.6,231,171,29.3,7,101,40,39.6,3.45,1.36,0.06,0.15,20.7,8,1,1,7.4,6.6,0.07,-0.4,-0.6,83
73,172,Felipe,23.4,12,0.51,6,0,1,5,0,0,2,0.09,0,0,0,2,0,0,172,23.4,33,18,26,7,0,14,25,56.0,11,160,58,36.3,100,52,8,29,16,1,13,24,57,186,1,172,23.4,707,887,79.7,14770,5695,242,270,89.6,330,374,88.2,124,216,57.4,0,0.1,-0.1,4,28,0,0,25,172,23.4,1175,174,636,552,45,28,1144,4,5,80.0,4,1,607,3641,1455,17,4,0,4,2,662,631,95.3,27,172,23.4,1,20,5,25.0,0.86,0.21,0.05,0.20,10.8,0,0,0,1.1,1.1,0.06,-0.1,-0.1,84
74,174,Matheus Fernandes,1.8,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,174,1.8,6,4,2,3,1,3,6,50.0,3,34,12,35.3,10,18,6,2,0,0,2,0,6,2,0,174,1.8,43,62,69.4,702,171,20,25,80.0,19,27,70.4,4,7,57.1,0,0.0,0.0,1,2,0,0,3,174,1.8,76,3,16,47,16,2,76,2,2,100.0,2,0,43,137,63,2,1,0,1,2,56,41,73.2,4,174,1.8,0,2,0,0.0,1.08,0.00,0.00,,11.7,0,0,0,0.5,0.5,0.27,-0.5,-0.5,68
75,180,Fernando,29.5,31,1.05,26,0,1,3,1,0,3,0.10,3,0,0,0,0,0,180,29.5,66,44,42,22,2,28,64,43.8,36,508,187,36.8,217,250,41,58,15,0,43,30,96,129,0,180,29.5,1380,1536,89.8,29499,6700,439,478,91.8,642,699,91.8,271,319,85.0,3,0.6,+2.4,11,87,7,3,68,180,29.5,1866,151,659,1114,190,32,1816,16,22,72.7,18,1,1121,5054,2393,71,18,0,22,11,1197,1132,94.6,48,180,29.5,2,14,6,42.9,0.47,0.20,0.14,0.33,10.1,0,0,0,2.1,2.1,0.15,-0.1,-0.1,83
76,182,Junior Firpo,11.3,15,1.33,14,0,1,0,0,0,3,0.27,2,0,1,0,0,0,182,11.3,24,14,14,9,1,13,21,61.9,8,124,30,24.2,42,57,25,26,2,0,24,8,32,14,0,182,11.3,749,834,89.8,11466,3038,399,430,92.8,303,328,92.4,29,43,67.4,1,0.7,+0.3,11,48,9,1,41,182,11.3,948,26,233,501,293,32,858,11,20,55.0,12,2,693,3225,1967,103,37,6,6,9,736,696,94.6,39,182,11.3,1,4,1,25.0,0.36,0.09,0.25,1.00,14.7,0,0,0,0.6,0.6,0.14,+0.4,+0.4,79
77,184,Hernâni Fortes,7.3,22,3.03,14,1,5,0,2,0,0,0.00,0,0,0,0,0,0,184,7.3,4,3,3,0,1,0,3,0.0,3,70,14,20.0,25,30,15,12,0,0,12,4,8,6,0,184,7.3,91,171,53.2,1706,657,42,54,77.8,32,62,51.6,15,41,36.6,0,1.6,-1.6,11,4,9,7,9,184,7.3,276,13,66,98,141,31,269,11,29,37.9,15,0,209,1391,986,51,13,18,14,10,277,189,68.2,46,184,7.3,2,22,9,40.9,3.03,1.24,0.09,0.22,18.9,0,0,0,1.6,1.6,0.07,+0.4,+0.4,76
78,185,Dimitri Foulquier,12.4,11,0.88,10,0,1,0,0,0,0,0.00,0,0,0,0,0,0,185,12.4,23,8,12,9,2,13,19,68.4,6,198,58,29.3,91,83,24,24,2,0,22,5,28,39,0,185,12.4,281,413,68.0,4809,2030,123,155,79.4,132,172,76.7,18,53,34.0,0,0.1,-0.1,4,19,6,4,30,185,12.4,551,39,172,296,132,6,453,12,23,52.2,14,0,285,1756,1219,40,15,1,11,12,294,244,83.0,13,185,12.4,1,5,2,40.0,0.40,0.16,0.20,0.50,18.0,0,0,0,0.2,0.2,0.05,+0.8,+0.8,75
79,186,Jorge de Frutos,0.7,1,1.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,186,0.7,2,0,2,0,0,1,2,50.0,1,17,2,11.8,7,8,2,1,0,0,1,0,2,1,0,186,0.7,15,17,88.2,199,56,10,11,90.9,5,5,100.0,0,0,,0,0.1,-0.1,1,0,1,1,1,186,0.7,29,0,8,13,11,3,28,0,1,0.0,0,0,15,51,31,2,2,0,2,2,21,16,76.2,5,186,0.7,0,1,0,0.0,1.53,0.00,0.00,,10.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1,70
80,187,Ramiro Funes Mori,5.0,4,0.79,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,187,5.0,4,1,1,3,0,0,2,0.0,2,34,11,32.4,18,14,2,8,3,0,5,3,7,20,1,187,5.0,224,270,83.0,5213,1484,60,68,88.2,110,120,91.7,53,77,68.8,0,0.0,0.0,1,11,0,0,11,187,5.0,310,34,168,159,8,4,303,1,1,100.0,1,0,215,1525,843,23,4,0,2,1,212,208,98.1,4,187,5.0,0,3,0,0.0,0.60,0.00,0.00,,26.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,75
81,188,Enric Gallego,1.8,2,1.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,188,1.8,4,2,1,1,2,0,2,0.0,2,19,4,21.1,2,10,7,3,0,0,3,2,6,2,0,188,1.8,26,48,54.2,353,102,13,23,56.5,8,13,61.5,2,4,50.0,0,0.0,0.0,0,2,1,0,3,188,1.8,80,2,10,37,36,11,78,2,4,50.0,2,0,39,119,24,0,0,0,10,3,120,55,45.8,26,188,1.8,0,3,1,33.3,1.65,0.55,0.00,0.00,11.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,73
82,189,Enric Gallego,9.8,23,2.35,16,0,1,3,2,1,3,0.31,1,0,0,1,1,0,189,9.8,10,6,1,5,4,1,5,20.0,4,173,48,27.7,13,61,99,9,2,0,7,3,13,9,0,189,9.8,148,258,57.4,1985,411,97,135,71.9,38,87,43.7,5,20,25.0,0,0.8,-0.8,9,7,4,0,18,189,9.8,380,10,24,184,182,52,366,6,13,46.2,7,1,155,387,144,11,3,1,36,9,565,286,50.6,113,189,9.8,3,21,7,33.3,2.15,0.72,0.14,0.43,11.6,0,0,0,2.4,2.4,0.11,+0.6,+0.6,73
83,203,Manuel Garrido,1.3,3,2.35,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,203,1.3,0,0,0,0,0,0,4,0.0,4,46,14,30.4,5,25,16,1,0,0,1,0,0,0,0,203,1.3,22,30,73.3,311,20,10,12,83.3,9,12,75.0,1,3,33.3,0,0.0,0.0,0,1,0,0,0,203,1.3,42,1,1,18,24,3,40,2,3,66.7,2,0,22,94,50,3,1,0,5,1,64,34,53.1,11,203,1.3,0,1,1,100.0,0.78,0.78,0.00,0.00,14.0,0,0,0,0.3,0.3,0.28,-0.3,-0.3,71
84,204,Mario Gaspar,21.8,31,1.42,26,2,0,2,1,0,3,0.14,2,0,0,1,0,0,204,21.8,41,20,20,17,4,21,41,51.2,20,277,80,28.9,99,136,42,49,12,0,37,15,56,86,0,204,21.8,867,1092,79.4,15305,6868,395,450,87.8,405,481,84.2,62,134,46.3,2,1.8,+0.2,19,59,15,7,76,204,21.8,1325,83,426,655,299,39,1103,3,10,30.0,4,0,663,2491,1389,58,16,3,15,6,832,733,88.1,49,204,21.8,0,14,1,7.1,0.64,0.05,0.00,0.00,17.4,0,0,0,0.9,0.9,0.07,-0.9,-0.9,80
