,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
514,Fede San Emeterio,es ESP,MF,Cádiz,24,1997,9.2,9,0.98,8,0,0,0,0,1,3,0.33,2,0,0,0,0,1,Matches,efecd633
515,Oihan Sancet,es ESP,FW,Athletic Club,21,2000,15.8,56,3.54,37,1,4,5,3,6,6,0.38,4,0,1,0,0,1,Matches,bdb624a3
516,Antonio Sánchez,es ESP,MFFW,Mallorca,24,1997,18.0,31,1.73,24,1,1,2,2,1,0,0.00,0,0,0,0,0,0,Matches,a254bbe0
517,Germán Sánchez,es ESP,DF,Granada,34,1986,25.5,12,0.47,9,1,0,2,0,0,1,0.04,1,0,0,0,0,0,Matches,ea9b2ef9
518,Juan Sánchez,es ESP,MF,Sevilla,17,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ff4f78e1
519,Manuel Sánchez,es ESP,DF,Osasuna,20,2000,25.1,45,1.79,36,3,1,1,2,2,4,0.16,4,0,0,0,0,0,Matches,ffacd3d5
520,Oier Sanjurjo,es ESP,MF,Osasuna,35,1986,8.4,4,0.47,3,1,0,0,0,0,1,0.12,0,1,0,0,0,0,Matches,466824fb
521,Jesús Santiago,es ESP,MF,Valencia,17,2004,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bc49fd34
522,Sergio Santos,es ESP,DF,Real Madrid,20,2001,0.1,2,16.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cf59e05f
523,Alvaro Sanz,es ESP,MF,Barcelona,20,2001,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,eaefa2d0
524,Marcelo Saracchi,uy URU,DF,Levante,23,1998,2.1,6,2.90,5,1,0,0,0,0,1,0.48,1,0,0,0,0,0,Matches,1c96ad85
525,Joan Sastre Vanrell,es ESP,DF,Mallorca,24,1997,2.9,3,1.05,0,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f9acf8bf
526,Esteban Saveljich,me MNE,DF,Rayo Vallecano,30,1991,18.9,7,0.37,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,79f2a5f5
527,Stefan Savić,me MNE,DF,Atlético Madrid,30,1991,27.1,9,0.33,7,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,f6ac68c1
528,Valentino Scotta,es ESP,DF,Sevilla,19,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,98529579
529,Aleksandar Sedlar,rs SRB,DFMF,Mallorca,29,1991,4.5,2,0.45,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a35134ae
530,Javier Serrano,es ESP,MF,Atlético Madrid,18,2003,0.8,1,1.32,1,0,0,0,0,0,1,1.32,1,0,0,0,0,0,Matches,0a8fd9cb
531,Nicolás Serrano,es ESP,MF,Athletic Club,18,2003,3.5,4,1.14,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2ad0e5e5
532,Salva Sevilla,es ESP,MF,Mallorca,37,1984,16.7,48,2.87,29,15,2,1,1,0,5,0.30,2,2,0,0,1,0,Matches,75bd85ea
533,David Silva,es ESP,MF,Real Sociedad,35,1986,19.1,91,4.76,69,9,5,1,5,2,11,0.58,7,1,0,0,3,0,Matches,e2716bd0
534,Jonathan Silva,ar ARG,DFMF,Getafe,27,1994,2.5,3,1.19,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f2308b33
535,Rui Silva,pt POR,GK,Betis,27,1994,21.8,2,0.09,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ea83bfa6
536,Giuliano Simeone,ar ARG,DF,Atlético Madrid,18,2002,0.0,1,90.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,a6536561
537,Unai Simón,es ESP,GK,Athletic Club,24,1997,34.0,4,0.12,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5dcf3e90
538,Antonio Sivera,es ESP,GK,Alavés,24,1996,3.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9970da54
539,Rubén Sobrino,es ESP,FWMF,Cádiz,29,1992,20.7,47,2.27,25,1,4,6,4,7,5,0.24,1,0,0,1,2,1,Matches,19b776e9
540,Rubén Sobrino,es ESP,MF,Valencia,29,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,19b776e9
541,Alex Sola,es ESP,DFFW,Real Sociedad,22,1999,0.5,1,2.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5fa714d5
542,Augusto Solari,ar ARG,MFDF,Celta Vigo,29,1992,7.9,19,2.39,14,0,2,1,2,0,0,0.00,0,0,0,0,0,0,Matches,3ca6106c
543,Roberto Soldado,es ESP,FW,Levante,36,1985,7.4,16,2.17,12,0,2,0,1,1,2,0.27,2,0,0,0,0,0,Matches,9d66fbe3
544,Carlos Soler,es ESP,MF,Valencia,24,1997,27.5,79,2.87,40,36,0,2,1,0,8,0.29,4,4,0,0,0,0,Matches,fed17f5a
545,Son,es ESP,DF,Levante,27,1994,21.9,35,1.60,29,2,1,1,1,1,5,0.23,4,0,0,0,1,0,Matches,037dbd30
546,David Soria,es ESP,GK,Getafe,28,1993,37.9,3,0.08,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8f8c6934
547,Alexander Sørloth,no NOR,FW,Real Sociedad,25,1995,19.6,41,2.09,31,0,5,3,2,0,4,0.20,1,0,2,0,1,0,Matches,e92cd3f7
548,Alberto Soro,es ESP,MFFW,Granada,22,1999,6.4,12,1.87,7,1,1,1,1,1,0,0.00,0,0,0,0,0,0,Matches,452c3055
549,Hugo Sotelo,es ESP,MF,Celta Vigo,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3aa74860
550,Damián Suárez,uy URU,DF,Getafe,33,1988,30.1,70,2.32,48,15,0,1,2,4,7,0.23,3,1,0,0,2,1,Matches,ba5004e1
551,Denis Suárez,es ESP,MF,Celta Vigo,27,1994,31.3,89,2.84,56,21,4,4,2,2,12,0.38,8,2,0,1,0,1,Matches,12c50af5
552,Luis Suárez,uy URU,FW,Atlético Madrid,34,1987,20.4,36,1.77,27,0,0,4,3,2,6,0.29,4,0,0,1,1,0,Matches,a6154613
553,Mario Suárez,es ESP,DF,Rayo Vallecano,34,1987,7.9,6,0.76,3,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches,7106f0a0
554,Suso,es ESP,FW,Sevilla,27,1993,4.3,10,2.34,8,0,1,1,0,0,3,0.70,2,0,0,1,0,0,Matches,4e219ad2
555,Mamadou Sylla,sn SEN,FWMF,Rayo Vallecano,27,1994,2.8,5,1.78,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,e5ec95f8
556,Mamadou Sylla,sn SEN,FW,Alavés,27,1994,4.4,3,0.69,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e5ec95f8
557,Tachi,es ESP,DF,Alavés,23,1997,2.7,1,0.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8b625720
558,Renato Tapia,pe PER,MF,Celta Vigo,26,1995,15.7,16,1.02,11,2,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches,34269bdf
559,Cristian Tello,es ESP,FWMF,Betis,29,1991,9.1,33,3.63,24,0,4,4,0,1,2,0.22,2,0,0,0,0,0,Matches,72a99e38
560,Nahuel Tenaglia,ar ARG,DF,Alavés,25,1996,11.9,11,0.92,8,1,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches,66654daa
561,Marc Tenas,es ESP,FWMF,Alavés,20,2001,0.6,2,3.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1c5d79e2
562,Marc-André ter Stegen,de GER,GK,Barcelona,29,1992,35.0,6,0.17,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6f51e382
563,David Timor,es ESP,MF,Getafe,31,1989,3.8,3,0.79,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,174651c8
564,Raúl de Tomás,es ESP,FW,Espanyol,26,1994,32.4,65,2.01,47,0,6,5,6,1,8,0.25,4,0,1,2,1,0,Matches,02ef8778
565,Raúl Torrente,es ESP,DF,Granada,19,2001,14.2,8,0.56,5,0,0,0,1,2,1,0.07,0,0,0,0,1,0,Matches,4d753a3f
566,Ferrán Torres,es ESP,FW,Barcelona,21,2000,15.7,33,2.10,23,0,2,4,4,0,5,0.32,3,0,0,2,0,0,Matches,9e1035f8
567,Óliver Torres,es ESP,MFFW,Sevilla,26,1994,11.2,22,1.96,20,1,0,0,0,1,5,0.45,5,0,0,0,0,0,Matches,58a9a4d9
568,Pau Torres,es ESP,DF,Villarreal,24,1997,31.7,24,0.76,20,2,0,1,1,0,3,0.09,3,0,0,0,0,0,Matches,532e1e4f
569,Roberto Torres,es ESP,MFFW,Osasuna,32,1989,9.0,32,3.56,20,10,0,2,0,0,3,0.33,2,1,0,0,0,0,Matches,d733aa38
570,Lucas Torró,es ESP,MF,Osasuna,27,1994,30.3,30,0.99,24,0,1,1,3,1,0,0.00,0,0,0,0,0,0,Matches,0e4fef6e
571,Adama Traoré,es ESP,FWDF,Barcelona,25,1996,4.2,18,4.24,13,0,4,0,0,1,3,0.71,3,0,0,0,0,0,Matches,9a28eba4
572,Óscar Trejo,ar ARG,MF,Rayo Vallecano,33,1988,22.3,105,4.71,54,30,3,4,9,5,11,0.49,9,1,0,0,0,1,Matches,fc647b34
573,Manu Trigueros,es ESP,MFFW,Villarreal,29,1991,24.2,60,2.48,49,3,1,3,3,1,12,0.50,9,1,0,0,2,0,Matches,963829d0
574,Kieran Trippier,eng ENG,DF,Atlético Madrid,30,1990,10.8,14,1.29,9,4,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,21512407
575,Beñat Turrientes,es ESP,MF,Real Sociedad,19,2002,2.3,6,2.61,3,1,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,068f4dec
576,Samuel Umtiti,fr FRA,DF,Barcelona,27,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3eed9821
577,Enes Ünal,tr TUR,FW,Getafe,24,1997,31.1,69,2.22,41,0,5,7,15,1,4,0.13,3,0,0,0,0,1,Matches,f8eca1b6
578,Myrto Uzuni,al ALB,MFFW,Granada,26,1995,9.5,15,1.58,14,1,0,0,0,0,2,0.21,2,0,0,0,0,0,Matches,01da7812
579,Álvaro Vadillo,es ESP,MFDF,Espanyol,26,1994,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,61b62b33
580,Óscar Valentín,es ESP,MF,Rayo Vallecano,26,1994,28.5,29,1.02,25,0,0,2,1,1,0,0.00,0,0,0,0,0,0,Matches,592f3158
581,Germán Valera,es ESP,FWMF,Real Sociedad,19,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,84f55b4a
582,Martin Valjent,sk SVK,DF,Mallorca,25,1995,35.3,17,0.48,12,2,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches,f2c6ac01
583,Jesús Vallejo,es ESP,DF,Real Madrid,24,1997,3.8,1,0.26,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c2111b45
584,Manu Vallejo,es ESP,FWMF,Valencia,24,1997,1.1,3,2.76,2,1,0,0,0,0,1,0.92,1,0,0,0,0,0,Matches,0bc4e720
585,Manu Vallejo,es ESP,MFFW,Alavés,24,1997,4.1,7,1.70,4,3,0,0,0,0,1,0.24,0,1,0,0,0,0,Matches,0bc4e720
586,Federico Valverde,uy URU,MF,Real Madrid,23,1998,20.4,64,3.14,52,1,4,3,1,3,4,0.20,4,0,0,0,0,0,Matches,0959c2a2
587,José Luis García Vayá,es ESP,MF,Levante,22,1998,22.4,42,1.88,22,17,1,1,0,1,1,0.04,1,0,0,0,0,0,Matches,27dc1378
588,Jesus Vazquez,es ESP,DF,Valencia,18,2003,9.0,15,1.66,11,1,2,1,0,0,1,0.11,1,0,0,0,0,0,Matches,106c142c
589,Kevin Vázquez,es ESP,DF,Celta Vigo,28,1993,14.8,21,1.42,18,1,0,1,1,0,2,0.13,2,0,0,0,0,0,Matches,ee923664
590,Lucas Vázquez,es ESP,DF,Real Madrid,30,1991,20.4,59,2.90,47,5,3,1,3,0,2,0.10,2,0,0,0,0,0,Matches,fd51b456
591,Gabriel Veiga,es ESP,MF,Celta Vigo,19,2002,1.2,1,0.83,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,35a6e5c7
592,Unai Vencedor Paris,es ESP,MF,Athletic Club,20,2000,26.5,36,1.36,31,1,1,0,2,1,2,0.08,1,0,0,0,1,0,Matches,4112ace5
593,Gonzalo Verdú,es ESP,DF,Elche,32,1988,15.5,1,0.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1c2c55fc
594,Mikel Vesga,es ESP,MF,Athletic Club,28,1993,15.1,24,1.59,23,0,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches,b0fce72c
595,Rúben Vezo,pt POR,DF,Levante,27,1994,26.9,18,0.67,12,1,0,3,1,1,3,0.11,0,0,0,1,1,1,Matches,c67cd65c
596,Aleix Vidal,es ESP,DFMF,Espanyol,31,1989,21.1,49,2.32,39,4,1,0,4,1,4,0.19,3,0,1,0,0,0,Matches,04965583
597,Nacho Vidal,es ESP,DF,Osasuna,26,1995,32.2,50,1.55,36,3,4,2,5,0,5,0.16,3,1,0,0,1,0,Matches,3a9c4b7b
598,Dídac Vilà,es ESP,DFMF,Espanyol,32,1989,2.3,4,1.77,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bad38a94
599,Tonny Vilhena,nl NED,MFFW,Espanyol,26,1995,10.3,18,1.75,11,5,0,1,1,0,1,0.10,0,1,0,0,0,0,Matches,c7069d87
600,Daniel Villahermosa,es ESP,MF,Espanyol,20,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,de903ae2
601,Asier Villalibre,es ESP,FW,Athletic Club,23,1997,6.1,9,1.48,4,0,1,1,3,0,1,0.16,1,0,0,0,0,0,Matches,57be54ec
602,Gonzalo Villar,es ESP,MF,Getafe,23,1998,3.3,6,1.81,3,0,1,1,1,0,1,0.30,1,0,0,0,0,0,Matches,bdc74a8f
603,Vitolo,es ESP,MFFW,Getafe,31,1989,2.5,6,2.44,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,db750822
604,Daniel Vivian,es ESP,DF,Athletic Club,22,1999,22.1,8,0.36,4,0,0,2,1,1,1,0.05,1,0,0,0,0,0,Matches,ab7bf91d
605,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,29,1992,10.2,9,0.89,7,0,0,0,1,1,3,0.30,3,0,0,0,0,0,Matches,46a8347f
606,Nikola Vukčević,me MNE,MF,Levante,29,1991,1.3,2,1.53,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4442fbcd
607,Daniel Wass,dk DEN,MF,Valencia,32,1989,17.6,24,1.37,14,7,1,1,1,0,1,0.06,1,0,0,0,0,0,Matches,d83bbc54
608,Daniel Wass,dk DEN,DF,Atlético Madrid,32,1989,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d83bbc54
609,Iñaki Williams,es ESP,FW,Athletic Club,27,1994,30.9,68,2.20,48,0,4,6,7,3,5,0.16,5,0,0,0,0,0,Matches,6a99e0b1
610,Nico Williams,es ESP,MF,Athletic Club,19,2002,14.9,41,2.76,26,0,6,3,4,2,1,0.07,1,0,0,0,0,0,Matches,afdc14d7
611,Okay Yokuşlu,tr TUR,DFMF,Getafe,27,1994,5.2,1,0.19,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e49ce451
612,Okay Yokuşlu,tr TUR,DFMF,Celta Vigo,27,1994,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e49ce451
613,Joseba Zaldúa,es ESP,DF,Real Sociedad,29,1992,13.0,12,0.92,9,0,0,0,0,3,1,0.08,1,0,0,0,0,0,Matches,5ca20b7a
614,Oier Zarraga,es ESP,MF,Athletic Club,22,1999,13.0,20,1.54,14,0,2,0,3,1,2,0.15,1,0,0,0,1,0,Matches,968a1c2f
615,Luca Zidane,fr FRA,GKMF,Rayo Vallecano,23,1998,7.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c818c4d9
616,Igor Zubeldia,es ESP,DF,Real Sociedad,24,1997,18.3,8,0.44,6,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches,5c7845f6
617,Martín Zubimendi,es ESP,MF,Real Sociedad,22,1999,28.8,34,1.18,26,1,0,0,4,3,1,0.03,1,0,0,0,0,0,Matches,3ee0dd59
