,Name,Val
276,Iñigo Martinez,82
277,Jesus Corona,81
278,Juan Foyth,79
279,Jose Maria Gimenez,83
280,Jules Kounde,84
281,Johan Mojica,77
282,Jan Oblak,89
283,Javier Pastore,76
284,,73
285,,64
286,,63
287,Javi Martinez,70
288,Javier Serrano,64
289,,73
290,Jesus Navas,83
291,Jesus Vazquez,70
292,Joan Garcia,66
293,Joaquin,79
294,Jofre,68
295,John Donald,60
296,,59
297,Jon Morcillo,71
298,,60
299,Jonathan Silva,68
300,,63
301,Jordi Alba,85
302,,74
303,Jordi Mboula,71
304,Jorge Cuenca,73
305,,61
306,Joselu,80
307,João Felix,84
308,Juan Cruz Armada,66
309,,70
310,Juanmi,79
311,,71
312,,61
313,Karim Benzema,91
314,Karim Rekik,77
315,,66
316,,67
317,,66
318,,74
319,Koke,83
320,,65
321,Lucas Boye,77
322,Leandro Cabrera,75
323,Landry Dimata,72
324,Lago Junior,72
325,Luka Modrić,88
326,Lucas Ocampos,81
327,Lucas Olaza,75
328,,71
329,,76
330,,64
331,Lee Kangin ,73
332,Iñigo Lekue,75
333,Leonardo Roman,65
334,Javier Llabres,63
335,,57
336,Lucas Perez,78
337,Lucas Torro,75
338,Lucas Vazquez,81
339,,64
340,Luis Milla,79
341,,79
342,,85
343,Mauro Arambarri,80
344,Martin Braithwaite,76
345,,70
346,Memphis Depay,85
347,Mouctar Diakhaby,73
348,Marko Dmitrović,80
349,,59
350,Maxi Gomez,78
351,Matthew Hoppe,69
352,,59
353,Milutin Osmajić,69
354,,81
355,Marc-Andre ter Stegen,88
356,,64
357,,61
358,Manu Morlanes,73
359,Marc Bartra,81
360,,64
361,,60
362,Marco Asensio,83
363,,73
364,Marcos Llorente,84
365,,70
366,,79
367,Mariano,74
368,Mario Hermoso,80
369,Mario Suarez,72
370,,67
371,,67
372,,60
373,Matheus Cunha,81
374,Mikel Merino,83
375,Miguel Gutierrez,68
376,,65
377,,63
378,,76
379,Jon Moncayola,75
380,,63
381,Martin Montoya,75
382,Jose Luis Morales,80
383,,80
384,Iker Muniain,84
385,Munir El Haddadi,79
386,Nabil Fekir,85
387,Nemanja Gudelj,79
388,Nicolas Jackson,70
389,Nemanja Maksimović,79
390,Nikola Maraš,72
391,,78
392,,62
393,Alex Fernandez,82
394,Nacho Vidal,75
395,Alvaro Negredo,77
396,Nicolas Gonzalez,75
397,,73
398,Nicolas Serrano,70
399,Nico Williams,74
400,,63
401,Peru Nolaskoain,68
402,Ousmane Dembele,83
403,,66
404,,64
405,,78
406,,67
407,Mikel Oyarzabal,84
408,Paul Akouokou,70
409,Pierre-Emerick Aubameyang,85
410,Pathe Ciss,73
411,Pervis Estupiñan,79
412,,67
413,,63
414,Robert Ibañez,61
415,Pablo Maffeo,78
416,,61
417,,68
418,,62
419,Paco Alcacer,79
420,Daniel Parejo,86
421,Pau Torres,83
422,,63
423,Alfonso Pedraza,78
424,Pedri,85
425,Pedro Ortiz,60
426,,64
427,,62
428,Pere Milla,76
429,Peter Gonzalez,65
430,Gerard Pique,83
431,Anthony Lozano,72
432,Portu,78
433,Jose Pozo,73
434,Javi Puado,78
435,,60
436,Ronald Araujo,83
437,Rodrigo De Paul,84
438,,60
439,Robin Le Normand,81
440,,91
441,,72
442,Rafa Mir,79
443,Antonio Raillo,73
444,,83
445,Raul Albiol,82
446,Raul Garcia,80
447,Raul Guti,72
448,Lluis Recasens,61
449,,69
450,Reinildo Mandava,79
451,Renan Lodi,80
452,,62
453,,69
454,Rober,69
455,Roberto Torres,76
456,,73
457,,75
458,Rodrygo,81
459,Ruben Garcia,79
460,,63
461,Ruben Peña,78
462,Ruben Sobrino,73
463,,68
464,Rui Silva,80
465,Santiago Arias,79
466,Santiago Arzamendia,70
467,,69
468,Samuel Chukwueze,79
469,Sergiño Dest,77
470,Stole Dimitrievski,78
471,,69
472,Stefan Mitrović,74
473,,66
474,Stefan Savić,84
475,Samuel Umtiti,79
476,,76
477,Salvi,74
478,,75
479,,75
480,,72
481,Oihan Sancet,76
482,Santi Comesaña,75
483,,61
484,Saul Ñiguez ,80
485,Sergi Darder,82
486,Sergi Gomez,74
487,Sergi Roberto,80
488,Sergio Asenjo,79
489,Sergio Busquets,85
490,,71
491,,73
492,,63
493,Suso,79
494,,64
495,Tomas Alarcon,72
496,Thibaut Courtois,90
497,Thomas Delaney,81
498,Toni Kroos,88
499,Takefusa Kubo,74
500,Thomas Lemar,83
501,Tonny Vilhena,76
502,,68
503,Tete Morente,73
504,Thierry Correia,76
505,,63
506,Toni Lato,73
507,,75
508,,62
509,Beñat Turrientes,68
510,Uroš Račić,75
511,,77
512,Unai Dufur,62
513,Unai Lopez,75
514,Unai Simon,83
515,Unai Vencedor Paris,77
516,,66
517,,66
518,,77
519,Vedat Muriqi,75
520,German Valera,64
521,,70
522,Manu Vallejo,75
523,,61
524,Mikel Vesga,74
525,Daniel Villahermosa,65
526,Asier Villalibre,71
527,,72
528,Vinicius Junior,86
529,Daniel Vivian,76
530,Victor Chust,74
531,Victor Ruiz,78
532,,60
533,William Carvalho,80
534,Willian Jose,78
535,Wu Lei,73
536,Yassine Bounou,84
537,,85
538,Youssef En-Nesyri,80
539,Yangel Herrera,76
540,,64
541,Yunus Musah,73
542,Youssouf Sabaly,76
543,,71
544,Jesus Santiago,60
545,Yeray Alvarez,80
546,Yeremi Pino,79
547,Yuri Berchiche,82
548,Joseba Zaldua,76
549,Oier Zarraga,73
550,,63
551,Igor Zubeldia,78
552,Martin Zubimendi,79
553,,64
554,Angel Correa,83
555,,74
556,Alex Berenguer,80
557,,60
558,,74
559,Alex Collado,68
560,Alex Moreno,80
561,,62
562,Alex Petxa,66
563,,72
564,Alex Remiro,82
565,Alex Sola,68
566,Alvaro Garcia,76
567,Angel Rodriguez,74
568,Eder Militão,84
569,Oscar Trejo,79
570,Oliver Torres,78
571,Oscar Gil,76
572,,73
